SAJA,Sajan,NASDAQ
1.25,1.25,1.25,1.25
1.25,1.25,1.25,1.25
1.25,1.25,1.25,1.25
1.30,1.35,1.35,1.30
1.30,1.30,1.30,1.30
1.26,1.26,1.26,1.26
1.26,1.26,1.26,1.26
1.26,1.25,1.30,1.25
1.21,1.21,1.21,1.21
1.23,1.21,1.23,1.21
1.15,1.10,1.15,1.10
1.10,1.11,1.11,1.10
1.15,1.01,1.15,1.01
1.01,0.90,1.01,0.90
0.82,0.90,0.90,0.82
0.90,0.90,0.90,0.90
1.01,1.01,1.01,1.01
1.01,1.00,1.01,0.90
0.90,1.00,1.00,0.90
1.00,1.00,1.00,1.00
1.00,1.01,1.01,1.00
1.01,1.01,1.01,1.01
1.01,1.01,1.01,1.01
1.01,1.01,1.01,1.01
1.01,1.01,1.01,1.01
1.02,1.01,1.08,1.01
0.95,0.95,0.95,0.95
0.97,0.97,0.97,0.95
1.00,0.90,1.00,0.90
0.90,0.87,0.90,0.83
0.83,0.80,0.83,0.80
0.85,0.85,0.85,0.85
0.90,0.93,1.00,0.90
0.96,0.93,0.96,0.93
0.96,0.93,0.96,0.93
0.90,1.01,1.01,0.90
0.91,0.90,0.91,0.90
0.90,0.85,0.90,0.82
0.82,0.82,0.82,0.82
0.82,0.87,0.87,0.80
0.85,0.85,0.95,0.85
0.86,0.85,0.95,0.85
0.95,0.90,0.95,0.87
0.90,0.90,0.95,0.89
0.90,0.95,0.95,0.90
0.95,0.95,1.08,0.95
1.08,0.95,1.08,0.95
1.00,0.91,1.05,0.90
0.90,0.95,0.96,0.90
0.95,0.95,0.95,0.95
1.00,1.00,1.00,1.00
0.95,0.95,0.95,0.95
1.00,0.96,1.03,0.96
0.96,0.98,1.03,0.96
1.01,0.90,1.03,0.90
0.90,0.90,0.95,0.90
0.90,0.85,0.90,0.85
0.85,0.90,0.90,0.85
0.85,0.85,0.85,0.85
0.90,0.95,0.95,0.90
1.00,1.00,1.00,1.00
0.95,1.00,1.00,0.95
1.04,1.04,1.04,1.04
1.08,1.08,1.08,1.08
1.08,1.04,1.08,1.04
1.04,1.04,1.04,1.04
1.03,1.03,1.03,1.03
1.03,1.03,1.03,1.03
1.06,1.06,1.06,1.06
1.06,1.06,1.06,1.06
1.09,1.06,1.10,1.06
1.06,1.06,1.06,1.06
1.01,1.01,1.01,1.01
1.01,0.90,1.01,0.90
1.01,0.99,1.03,0.99
1.00,1.03,1.03,1.00
1.03,1.05,1.05,1.03
1.05,1.05,1.05,1.05
1.05,1.05,1.05,1.05
1.08,1.08,1.08,1.08
1.08,1.09,1.09,1.08
1.08,1.08,1.09,1.08
1.09,1.09,1.09,1.09
1.10,1.14,1.14,1.10
1.14,1.14,1.14,1.14
1.12,1.14,1.14,1.12
1.14,1.20,1.20,1.14
1.20,1.20,1.20,1.20
1.23,1.23,1.23,1.23
1.20,1.25,1.25,1.15
1.25,1.28,1.28,1.25
1.20,1.25,1.28,1.20
1.20,1.20,1.20,1.20
1.20,1.20,1.20,1.20
1.20,1.20,1.20,1.20
1.20,1.20,1.20,1.20
1.20,1.40,1.40,1.20
1.26,1.25,1.26,1.25
1.30,1.25,1.30,1.25
1.25,1.20,1.25,1.20
1.20,1.25,1.25,1.20
1.25,1.25,1.30,1.25
1.30,1.20,1.30,1.20
1.20,1.20,1.20,1.20
1.20,1.20,1.20,1.20
1.20,1.20,1.20,1.20
1.23,1.25,1.30,1.20
1.25,1.20,1.25,1.20
1.25,1.30,1.30,1.25
1.30,1.30,1.30,1.30
1.30,1.22,1.40,1.20
1.20,1.25,1.25,1.20
1.22,1.25,1.25,1.22
1.25,1.25,1.25,1.25
1.27,1.28,1.28,1.27
1.27,1.27,1.27,1.27
1.27,1.27,1.29,1.27
1.30,1.30,1.30,1.30
1.35,1.35,1.35,1.35
1.35,1.35,1.35,1.35
1.35,1.35,1.35,1.35
1.35,1.28,1.35,1.28
1.30,1.30,1.30,1.30
1.30,1.30,1.30,1.30
1.35,1.35,1.35,1.35
1.35,1.35,1.35,1.35
1.35,1.30,1.35,1.30
1.30,1.30,1.30,1.30
1.30,1.40,1.40,1.29
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.30,1.30,1.31,1.30
1.30,1.30,1.30,1.30
1.40,1.45,1.45,1.40
1.50,1.50,1.52,1.47
1.47,1.48,1.48,1.47
1.46,1.50,1.50,1.46
1.50,1.55,1.55,1.50
1.56,1.60,1.70,1.56
1.65,1.65,1.70,1.65
1.65,1.63,1.65,1.63
1.65,1.60,1.65,1.60
1.60,1.60,1.60,1.60
1.55,1.72,2.16,1.55
1.75,1.67,1.79,1.67
1.60,1.60,1.60,1.60
1.62,1.55,1.65,1.55
1.67,1.62,1.67,1.60
1.62,1.62,1.62,1.62
1.60,1.60,1.65,1.60
1.60,1.50,1.60,1.50
1.50,1.50,1.50,1.50
1.50,1.50,1.60,1.50
1.50,1.30,1.50,1.30
1.40,1.30,1.40,1.30
1.48,1.48,1.48,1.48
1.48,1.48,1.48,1.48
1.46,1.46,1.46,1.46
1.45,1.45,1.45,1.45
1.45,1.45,1.45,1.45
1.45,1.45,1.45,1.45
1.45,1.45,1.45,1.45
1.45,1.40,1.45,1.40
1.45,1.50,1.50,1.40
1.50,1.50,1.50,1.36
1.50,1.47,1.50,1.47
1.58,1.52,1.65,1.42
1.59,1.50,1.59,1.50
1.46,1.50,1.50,1.46
1.50,1.50,1.50,1.50
1.46,1.60,1.60,1.46
1.60,1.60,1.60,1.60
1.60,1.60,1.60,1.60
1.60,1.60,1.60,1.60
1.60,1.60,1.60,1.60
1.55,1.55,1.55,1.55
1.55,1.55,1.55,1.55
1.55,1.55,1.55,1.55
1.56,1.40,1.56,1.36
1.50,1.45,1.50,1.40
1.43,1.45,1.49,1.43
1.45,1.45,1.45,1.42
1.45,1.45,1.45,1.45
1.45,1.45,1.45,1.45
1.49,1.49,1.49,1.49
1.45,1.49,1.49,1.45
1.50,1.50,1.50,1.45
1.45,1.45,1.45,1.45
1.42,1.45,1.45,1.42
1.45,1.45,1.45,1.45
1.42,1.42,1.42,1.42
1.47,1.42,1.47,1.42
1.42,1.42,1.45,1.42
1.42,1.42,1.42,1.42
1.42,1.42,1.42,1.42
1.42,1.42,1.42,1.42
1.42,1.42,1.42,1.42
1.42,1.42,1.42,1.42
1.42,1.40,1.42,1.40
1.40,1.42,1.42,1.40
1.42,1.42,1.42,1.42
1.43,1.38,1.43,1.38
1.42,1.42,1.42,1.42
1.44,1.42,1.44,1.42
1.45,1.42,1.51,1.42
1.42,1.42,1.42,1.42
1.40,1.40,1.40,1.40
1.40,1.52,1.52,1.40
1.40,1.43,1.43,1.40
1.43,1.43,1.43,1.43
1.46,1.46,1.46,1.46
1.50,1.50,1.50,1.50
1.48,1.48,1.48,1.48
1.45,1.35,1.45,1.35
1.44,1.44,1.44,1.44
1.41,1.30,1.41,1.25
1.30,1.30,1.35,1.30
1.30,1.30,1.30,1.30
1.30,1.30,1.30,1.30
1.33,1.33,1.33,1.33
1.33,1.33,1.33,1.33
1.33,1.00,1.33,1.00
1.20,1.21,1.25,1.20
1.25,1.25,1.25,1.25
1.25,1.20,1.25,1.15
1.20,1.20,1.20,1.20
1.20,1.06,1.20,1.06
1.06,1.06,1.06,1.06
1.08,1.18,1.18,0.95
1.18,1.18,1.18,1.18
0.65,1.10,1.10,0.65
1.10,1.10,1.10,1.10
1.10,1.10,1.10,1.10
1.10,1.10,1.10,1.10
1.05,1.20,1.20,1.05
1.20,1.20,1.20,1.20
1.05,1.10,1.10,1.05
1.10,1.10,1.10,1.10
1.10,1.10,1.10,1.10
1.18,1.20,1.20,1.18
1.10,1.05,1.10,1.05
1.05,1.15,1.15,1.05
1.15,1.15,1.15,1.01
1.01,1.15,1.15,1.01
1.15,1.15,1.15,1.15
1.12,1.12,1.12,1.06
1.12,1.12,1.12,1.12
1.06,1.12,1.12,1.06
1.24,1.25,1.25,1.24
1.19,1.10,1.20,1.10
1.10,1.10,1.10,1.10
1.10,1.10,1.10,1.10
1.25,1.12,1.25,1.11
1.12,1.12,1.12,1.12
1.12,1.12,1.12,1.12
1.19,1.19,1.19,1.19
1.20,1.25,1.25,1.20
1.25,1.25,1.25,1.25
1.20,1.20,1.20,1.20
1.20,1.25,1.25,1.20
1.45,1.27,1.45,1.27
1.27,1.27,1.27,1.27
1.27,1.27,1.27,1.27
1.30,1.30,1.30,1.30
1.40,1.36,1.40,1.36
1.37,1.36,1.37,1.35
1.36,1.36,1.36,1.36
1.30,1.26,1.30,1.26
1.30,1.39,1.39,1.26
1.39,1.39,1.39,1.39
1.30,1.30,1.30,1.30
1.26,1.30,1.30,1.26
1.30,1.30,1.30,1.30
1.30,1.30,1.30,1.30
1.30,1.30,1.38,1.30
1.30,1.40,1.40,1.30
1.35,1.35,1.35,1.35
1.45,1.40,1.50,1.40
1.40,1.35,1.40,1.35
1.40,1.40,1.40,1.32
1.38,1.40,1.40,1.30
1.35,1.40,1.40,1.35
1.35,1.38,1.43,1.35
1.35,1.30,1.40,1.30
1.35,1.25,1.35,1.25
1.35,1.40,1.40,1.30
1.35,1.35,1.35,1.35
1.35,1.26,1.35,1.26
1.30,1.30,1.30,1.26
1.29,1.29,1.30,1.29
1.35,1.35,1.35,1.35
1.35,1.30,1.35,1.27
1.32,1.29,1.32,1.26
1.35,1.26,1.35,1.26
1.28,1.28,1.28,1.28
1.26,1.26,1.35,1.26
1.26,1.26,1.26,1.26
1.26,1.37,1.37,1.26
1.30,1.30,1.30,1.30
1.30,1.30,1.30,1.30
1.29,1.29,1.29,1.29
1.29,1.25,1.29,1.25
1.25,1.20,1.25,1.20
1.20,1.24,1.24,1.10
1.24,1.24,1.24,1.24
1.24,1.18,1.24,1.15
1.15,1.15,1.15,1.15
1.17,1.15,1.17,1.15
1.20,1.15,1.20,1.15
1.15,1.15,1.15,1.15
1.15,1.18,1.18,1.15
1.18,1.18,1.18,1.18
1.18,1.18,1.18,1.18
1.23,1.21,1.24,1.21
1.21,1.21,1.21,1.21
1.25,1.25,1.25,1.25
1.25,1.25,1.25,1.25
1.25,1.25,1.25,1.25
1.25,1.25,1.25,1.25
1.23,1.23,1.27,1.23
1.23,1.23,1.23,1.23
1.25,1.25,1.25,1.25
1.20,1.20,1.20,1.20
1.22,1.20,1.22,1.20
1.20,1.20,1.20,1.20
1.20,1.20,1.20,1.20
1.20,1.20,1.20,1.20
1.24,1.24,1.24,1.24
1.20,1.35,1.35,1.20
1.35,1.35,1.35,1.35
1.35,1.35,1.35,1.35
1.25,1.25,1.25,1.25
1.25,1.25,1.25,1.25
1.27,1.25,1.27,1.25
1.25,1.25,1.25,1.23
1.25,1.25,1.25,1.25
1.25,1.25,1.25,1.25
1.25,1.25,1.25,1.25
1.25,1.25,1.25,1.25
1.25,1.15,1.25,1.15
1.15,1.15,1.15,1.15
1.20,1.20,1.20,1.18
1.18,1.16,1.18,1.16
1.20,1.20,1.20,1.20
1.20,1.20,1.20,1.20
1.17,1.17,1.17,1.17
1.17,1.16,1.17,1.16
1.20,1.16,1.20,1.16
1.15,1.20,1.20,1.15
1.20,1.20,1.20,1.20
1.20,1.20,1.20,1.20
1.20,1.20,1.20,1.20
1.20,1.20,1.20,1.20
1.20,1.20,1.20,1.20
1.15,1.15,1.15,1.15
1.15,1.05,1.15,1.00
1.15,1.15,1.15,1.15
1.15,1.15,1.15,1.11
1.16,1.16,1.16,1.16
1.16,1.16,1.16,1.16
1.16,1.16,1.16,1.16
1.11,1.11,1.11,1.11
1.19,1.19,1.19,1.19
1.15,1.15,1.15,1.11
1.15,1.15,1.15,1.15
1.13,1.13,1.13,1.13
1.13,1.13,1.13,1.13
1.13,1.10,1.14,1.10
1.10,1.10,1.10,1.02
1.10,1.10,1.10,1.10
1.10,1.10,1.10,1.10
1.10,1.10,1.10,1.10
1.05,1.02,1.05,1.02
1.05,1.02,1.05,1.02
1.02,1.06,1.06,1.00
1.00,1.00,1.00,1.00
1.02,1.00,1.02,1.00
1.09,1.10,1.10,1.09
1.12,1.05,1.12,1.05
1.05,1.05,1.05,1.05
1.05,1.05,1.05,1.05
1.05,1.05,1.05,1.05
1.05,1.12,1.12,1.03
1.05,1.02,1.05,1.01
1.03,1.02,1.03,0.85
1.02,1.02,1.02,1.02
1.10,1.05,1.10,0.95
1.02,1.12,1.12,0.95
1.02,1.02,1.10,1.00
0.90,1.00,1.00,0.86
1.00,1.00,1.02,0.91
0.98,1.00,1.00,0.98
0.96,1.00,1.00,0.95
1.05,1.05,1.05,1.05
1.05,1.05,1.05,1.05
1.01,1.01,1.01,1.01
1.01,1.00,1.01,0.98
1.05,1.05,1.05,1.05
1.05,1.05,1.05,1.05
0.80,1.09,1.09,0.51
1.05,1.05,1.05,1.05
0.95,0.90,0.95,0.80
1.01,1.01,1.01,1.01
1.01,1.01,1.01,1.01
0.95,0.95,0.95,0.95
0.95,0.99,0.99,0.90
0.80,0.76,0.90,0.74
0.75,0.69,0.75,0.69
0.71,0.71,0.71,0.71
0.50,0.75,0.80,0.50
0.80,0.85,0.85,0.80
1.05,1.05,1.05,1.05
0.90,0.75,0.90,0.70
0.80,0.75,0.80,0.70
0.66,0.75,0.90,0.66
0.85,0.85,0.85,0.85
0.75,0.70,0.75,0.65
0.73,0.75,0.75,0.73
0.75,0.75,0.75,0.75
0.71,0.75,0.75,0.66
0.66,0.75,0.75,0.66
0.66,0.80,0.80,0.66
0.80,0.80,0.80,0.80
0.80,0.80,0.80,0.80
0.66,0.75,0.75,0.66
0.60,0.66,0.75,0.60
0.66,0.70,0.70,0.66
0.66,0.70,0.70,0.66
0.70,0.70,0.70,0.70
0.70,0.70,0.70,0.70
0.70,0.70,0.70,0.70
0.70,0.70,0.70,0.70
0.75,0.75,0.75,0.75
0.85,0.70,0.85,0.70
0.70,0.70,0.70,0.70
0.79,0.79,0.79,0.79
0.79,0.79,0.79,0.79
0.79,0.79,0.79,0.79
0.79,0.79,0.79,0.79
0.70,0.70,0.70,0.70
0.75,0.80,0.80,0.75
0.70,0.75,0.75,0.70
0.70,0.75,0.75,0.70
0.70,0.75,0.75,0.66
0.66,0.75,0.75,0.66
0.66,0.70,0.70,0.66
0.70,0.75,0.75,0.51
0.66,0.66,0.70,0.66
0.66,0.66,0.66,0.66
0.67,0.70,0.75,0.67
0.67,0.68,0.68,0.67
0.67,0.67,0.67,0.67
0.75,0.75,0.75,0.75
0.67,0.70,0.75,0.66
0.67,0.75,0.75,0.66
0.75,0.75,0.75,0.75
0.70,0.68,0.70,0.68
0.68,0.66,0.68,0.66
0.66,0.66,0.66,0.66
0.68,0.66,0.68,0.66
0.65,0.60,0.65,0.60
0.60,0.60,0.60,0.60
0.65,0.60,0.65,0.60
0.60,0.60,0.60,0.60
0.60,0.60,0.60,0.60
0.60,0.60,0.60,0.60
0.51,0.60,0.65,0.51
0.60,0.60,0.60,0.55
0.60,0.60,0.60,0.60
0.60,0.60,0.60,0.60
0.60,0.60,0.60,0.60
0.55,0.60,0.60,0.55
0.60,0.60,0.60,0.60
0.55,0.60,0.60,0.55
0.60,0.60,0.60,0.60
0.60,0.60,0.60,0.60
0.55,0.55,0.55,0.55
0.41,0.60,0.60,0.41
0.55,0.58,0.58,0.55
0.60,0.55,0.60,0.55
0.55,0.56,0.56,0.55
0.56,0.56,0.56,0.56
0.55,0.55,0.55,0.55
0.70,0.60,0.70,0.60
0.60,0.58,0.60,0.55
0.56,0.56,0.56,0.56
0.56,0.56,0.56,0.56
0.56,0.57,0.57,0.56
0.57,0.55,0.57,0.55
0.53,0.55,0.55,0.53
0.55,0.55,0.55,0.55
0.50,0.40,0.50,0.40
0.40,0.40,0.41,0.40
0.40,0.38,0.40,0.38
0.40,0.40,0.40,0.39
0.37,0.37,0.40,0.37
0.40,0.38,0.40,0.38
0.38,0.38,0.38,0.38
0.40,0.48,0.55,0.40
0.48,0.48,0.48,0.48
0.41,0.41,0.41,0.41
0.55,0.55,0.55,0.55
0.42,0.55,0.55,0.42
0.55,0.55,0.55,0.55
0.45,0.55,0.55,0.45
0.45,0.55,0.55,0.45
0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.49
0.57,0.55,0.60,0.55
0.55,0.55,0.55,0.55
0.55,0.63,0.63,0.45
0.63,0.45,0.63,0.42
0.45,0.45,0.45,0.45
0.45,0.55,0.60,0.45
0.47,0.50,0.50,0.47
0.50,0.50,0.50,0.50
0.50,0.50,0.50,0.50
0.45,0.48,0.48,0.45
0.45,0.51,0.51,0.45
0.51,0.51,0.51,0.51
0.40,0.51,0.51,0.40
0.51,0.51,0.51,0.51
0.38,0.50,0.50,0.38
0.42,0.50,0.50,0.42
0.38,0.45,0.45,0.38
0.45,0.50,0.50,0.40
0.40,0.50,0.50,0.40
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.45,0.46,0.46,0.45
0.42,0.46,0.46,0.42
0.40,0.42,0.46,0.40
0.40,0.46,0.46,0.40
0.40,0.50,0.50,0.40
0.44,0.51,0.51,0.44
0.45,0.43,0.45,0.38
0.40,0.48,0.48,0.37
0.40,0.48,0.48,0.39
0.41,0.51,0.51,0.41
0.41,0.41,0.41,0.41
0.41,0.41,0.45,0.40
0.44,0.44,0.44,0.44
0.41,0.40,0.45,0.40
0.40,0.45,0.45,0.40
0.40,0.40,0.40,0.40
0.40,0.45,0.51,0.40
0.51,0.47,0.51,0.42
0.43,0.51,0.51,0.43
0.55,0.47,0.55,0.47
0.45,0.51,0.51,0.45
0.51,0.47,0.51,0.47
0.51,0.51,0.55,0.47
0.60,0.60,0.60,0.56
0.60,0.60,0.60,0.60
0.60,0.68,0.68,0.60
0.75,0.80,0.80,0.75
0.80,0.80,0.80,0.80
0.80,0.80,0.80,0.80
0.74,0.81,0.81,0.74
0.79,0.85,0.85,0.66
0.85,0.90,0.90,0.85
0.81,0.85,0.85,0.80
0.80,0.85,0.85,0.80
0.85,0.85,0.85,0.85
0.88,0.88,0.88,0.88
0.88,0.88,0.88,0.88
0.80,0.88,0.88,0.80
0.87,0.87,0.87,0.87
0.80,0.85,0.88,0.77
0.85,0.85,0.85,0.85
0.87,0.88,0.88,0.87
0.87,0.85,0.87,0.85
0.85,0.85,0.85,0.82
0.84,0.84,0.84,0.84
0.83,0.83,0.83,0.83
0.87,0.90,0.90,0.87
0.85,0.77,0.85,0.77
0.88,0.88,0.89,0.88
0.82,0.89,0.89,0.76
0.85,0.85,0.85,0.85
0.85,0.89,0.89,0.83
0.85,0.83,0.85,0.83
0.89,0.89,0.89,0.89
0.83,0.89,0.89,0.83
0.83,0.83,0.83,0.83
0.83,0.88,0.88,0.83
0.83,0.88,0.88,0.83
0.83,0.88,0.88,0.80
0.89,0.89,0.89,0.89
0.89,0.89,0.89,0.89
0.87,0.89,0.89,0.87
0.85,0.89,0.89,0.75
0.80,0.80,0.80,0.80
0.80,0.80,0.80,0.80
0.80,0.81,0.81,0.80
0.89,0.89,0.89,0.89
0.81,0.89,0.89,0.71
0.80,0.88,0.88,0.80
0.88,0.88,0.88,0.88
0.88,0.88,0.88,0.88
0.88,0.89,0.89,0.88
0.84,0.84,0.84,0.84
0.89,0.84,0.89,0.84
0.89,0.89,0.89,0.89
0.89,0.89,0.89,0.89
0.89,0.90,0.95,0.81
0.90,0.90,0.90,0.90
0.90,0.90,0.90,0.90
0.90,0.90,0.90,0.90
0.90,0.81,0.90,0.81
0.85,0.85,0.85,0.85
0.85,0.93,0.93,0.85
0.93,0.93,0.93,0.93
0.93,0.93,0.93,0.93
0.93,0.93,0.93,0.93
0.93,0.93,0.93,0.93
0.93,0.93,0.93,0.93
0.80,0.90,0.93,0.80
0.90,0.90,0.90,0.90
0.90,0.90,0.90,0.90
0.90,0.90,0.90,0.90
0.87,0.87,0.87,0.87
0.80,0.90,0.95,0.80
0.80,0.95,0.95,0.73
0.95,0.95,0.95,0.95
0.95,0.95,0.95,0.95
0.84,0.95,0.95,0.84
0.95,0.95,0.95,0.95
0.85,0.88,0.89,0.59
0.80,0.85,0.85,0.75
0.85,0.85,0.85,0.85
0.85,0.85,0.85,0.85
0.75,0.85,0.88,0.75
0.75,0.84,0.84,0.75
0.84,0.84,0.84,0.84
0.84,0.84,0.84,0.84
0.84,0.84,0.84,0.84
0.80,0.89,0.89,0.80
0.89,0.91,0.91,0.89
0.90,0.91,0.91,0.90
0.89,0.89,0.89,0.89
0.89,0.89,0.89,0.89
0.89,0.91,0.91,0.86
0.95,0.95,0.95,0.95
0.95,0.95,0.95,0.95
0.95,0.95,0.95,0.95
0.95,0.95,0.95,0.95
0.95,0.95,0.95,0.95
0.95,0.91,0.95,0.91
0.93,0.93,0.93,0.93
0.93,0.93,0.93,0.93
0.90,0.90,0.90,0.90
0.85,0.85,0.85,0.85
0.85,0.85,0.85,0.85
0.85,0.85,0.85,0.85
0.75,0.75,0.75,0.75
0.75,0.75,0.75,0.75
0.75,0.75,0.75,0.75
0.80,0.80,0.80,0.80
0.80,0.80,0.80,0.80
0.80,0.80,0.80,0.80
0.70,0.71,0.80,0.70
0.71,0.71,0.71,0.71
0.71,0.71,0.71,0.71
