SAJA,Sajan,NASDAQ
3.64,3.47,3.64,3.47
3.79,3.47,3.80,3.47
3.45,3.99,4.00,3.45
4.00,3.58,4.00,3.58
3.51,3.71,3.71,3.50
3.66,3.65,3.66,3.53
3.65,3.56,3.65,3.53
3.58,3.60,3.60,3.53
3.53,3.60,3.60,3.43
3.60,3.53,3.60,3.35
3.52,3.60,3.60,3.45
3.49,3.60,3.60,3.45
3.88,3.96,3.98,3.75
3.94,3.75,4.01,3.75
3.75,3.75,3.90,3.75
3.75,3.80,3.80,3.75
3.76,3.75,3.85,3.75
3.75,3.75,3.75,3.75
3.57,3.65,3.69,3.56
3.65,3.88,3.88,3.57
3.75,4.05,4.10,3.75
4.05,4.05,4.05,4.05
4.05,4.05,4.05,4.05
3.95,3.91,3.95,3.91
3.80,3.86,3.86,3.80
3.86,3.86,3.86,3.86
