UHAL,Amerco - Common Stock,NASDAQ
354.91,368.82,368.85,354.91
369.70,373.48,375.26,366.21
372.50,372.06,374.33,370.69
371.01,368.22,371.01,365.03
367.60,370.00,371.74,365.10
369.68,366.62,370.02,365.45
368.60,368.95,369.63,366.92
367.74,369.99,371.83,367.74
370.35,372.98,374.39,369.83
374.80,372.75,374.94,372.37
373.56,371.76,374.39,371.08
370.77,367.90,370.77,367.18
367.04,371.16,372.98,365.34
370.10,369.98,371.28,369.36
368.95,369.17,372.00,366.51
369.18,370.36,370.88,367.08
372.30,369.59,372.30,365.64
369.54,368.28,369.54,366.00
368.01,371.21,372.14,367.11
370.99,371.09,372.30,367.60
370.89,370.12,372.00,369.55
370.54,368.23,370.59,367.19
368.00,369.08,369.96,368.00
368.42,368.54,369.80,367.95
367.71,367.56,369.95,364.09
366.00,369.09,369.15,365.93
