EDV,Vanguard Extended Duration Treasury ETF,NASDAQ
83.23,82.22,83.30,81.32
82.89,82.81,83.00,82.30
82.57,82.80,83.66,82.57
82.16,80.32,82.55,80.12
81.70,83.30,83.81,80.62
83.27,82.85,84.40,82.79
82.97,83.20,83.54,82.33
84.30,84.39,84.73,83.87
85.71,84.95,86.20,84.69
86.09,85.87,86.48,85.87
nan,83.53,nan,nan
84.96,85.46,85.79,84.96
86.58,86.92,87.15,86.09
89.08,87.74,89.25,87.70
86.12,85.31,86.72,85.25
84.63,84.66,86.00,84.44
85.55,83.65,85.55,83.50
83.98,84.81,84.81,83.75
82.83,82.62,83.39,81.25
82.62,81.89,83.32,80.42
82.93,82.29,83.15,80.90
81.93,82.24,82.65,81.70
81.56,82.33,83.13,81.31
80.93,80.00,81.22,79.36
80.00,78.87,80.60,78.00
80.80,78.91,80.80,78.40
79.49,82.32,82.50,79.49
82.85,81.78,83.02,81.19
81.89,82.10,82.13,80.64
81.08,80.58,81.15,80.44
nan,80.53,nan,nan
79.82,81.11,81.75,79.65
81.09,79.40,81.09,78.96
78.37,80.63,81.43,78.37
80.90,80.74,80.91,79.90
81.40,82.80,83.40,81.40
81.07,81.36,82.56,81.07
80.96,80.99,81.76,80.56
80.50,78.62,80.50,78.30
78.16,78.56,79.00,78.00
78.00,79.20,79.55,77.65
79.81,79.20,79.84,79.20
79.02,79.18,79.80,78.39
78.87,78.50,79.33,78.00
78.46,79.23,79.40,78.18
nan,78.29,nan,nan
77.28,77.60,77.83,76.87
77.49,78.34,78.49,77.49
77.93,77.09,77.93,76.45
76.98,77.65,77.77,76.51
78.12,77.89,78.50,77.78
78.04,79.30,79.70,78.04
79.11,77.43,79.11,77.14
77.15,77.80,78.06,76.84
76.95,78.50,78.62,76.50
78.05,77.67,78.22,77.10
76.58,76.46,77.15,76.30
77.09,76.82,77.09,76.48
76.25,76.00,76.76,76.00
75.88,74.50,75.88,74.45
74.53,75.20,75.20,74.52
75.80,74.65,75.88,74.65
74.46,75.36,75.95,74.17
75.00,74.25,75.22,74.25
74.84,75.54,75.55,74.78
75.42,76.17,76.63,75.42
76.10,76.33,76.58,75.93
76.51,76.22,76.89,76.00
76.40,76.05,76.40,75.98
nan,75.50,nan,nan
76.10,77.31,77.43,75.92
77.28,77.90,78.36,77.28
78.60,78.58,79.00,78.37
78.53,79.23,79.23,78.53
79.50,79.77,80.04,79.50
79.32,80.46,80.46,79.32
79.66,78.32,79.74,78.32
77.84,77.21,77.90,76.88
76.60,77.86,77.86,76.60
76.94,77.02,77.72,76.60
76.94,76.20,77.08,76.20
76.40,76.82,77.13,76.20
77.29,79.39,79.39,77.29
79.45,78.80,79.46,78.47
78.40,78.75,78.75,78.25
79.72,80.00,80.00,79.61
80.66,81.85,82.50,80.43
81.08,80.50,81.14,80.49
80.00,81.04,81.04,80.00
81.29,80.75,81.29,79.90
80.36,81.12,81.12,80.36
81.87,81.10,81.87,80.75
80.91,80.40,80.91,80.19
79.87,79.08,79.87,79.08
78.94,79.12,79.35,78.80
78.63,78.59,78.69,78.59
78.74,78.92,79.06,78.59
79.59,78.88,79.59,78.85
78.90,79.42,79.57,78.90
79.50,79.54,80.00,79.50
79.52,79.49,79.79,78.98
79.50,77.36,79.50,77.34
77.14,76.62,77.14,76.62
76.41,76.36,76.48,76.20
76.35,76.18,76.36,75.92
77.07,77.81,77.87,77.07
77.32,78.23,78.23,77.32
78.62,78.61,78.81,77.91
79.66,80.38,80.42,79.45
79.39,80.20,80.20,79.39
80.59,80.89,80.89,80.22
80.74,80.84,80.84,80.74
nan,80.10,nan,nan
80.29,80.60,80.60,80.19
80.66,81.57,81.57,80.66
81.42,80.20,81.42,80.13
80.50,80.92,80.92,80.30
80.86,81.34,81.34,80.86
81.07,81.46,81.51,81.07
82.04,82.25,82.25,81.67
82.84,83.01,83.41,82.77
83.50,84.30,84.30,83.50
83.17,83.66,84.23,82.73
83.54,83.63,83.88,83.21
82.86,83.14,83.50,82.86
82.38,83.93,83.93,82.38
83.90,83.13,83.97,82.57
84.00,84.18,84.33,83.80
83.80,85.10,85.10,83.80
85.68,86.42,86.42,85.26
85.81,84.75,85.81,84.75
83.46,84.03,84.15,83.03
84.09,84.07,84.09,84.07
84.65,85.16,85.63,84.65
84.59,85.26,85.71,84.59
84.90,84.84,84.90,84.84
85.65,85.85,85.85,85.65
nan,85.96,nan,nan
85.60,86.00,86.10,85.21
86.59,88.00,88.00,86.59
86.25,85.35,86.50,85.35
85.80,85.71,85.80,84.80
84.37,84.27,84.77,84.22
83.71,84.84,84.84,83.70
85.15,86.10,86.10,85.15
86.95,86.10,87.00,85.56
86.40,86.67,87.42,86.40
86.69,86.62,87.14,86.59
86.00,84.52,86.00,84.26
84.54,86.35,86.35,84.30
86.47,86.97,87.57,86.47
86.04,86.60,86.82,86.04
87.30,86.74,87.30,86.56
86.47,86.37,86.47,86.37
86.29,86.40,86.49,86.10
87.39,87.43,87.52,87.33
86.44,85.87,86.44,85.72
84.71,83.10,84.71,83.10
82.78,82.30,83.21,82.07
82.46,81.46,82.62,81.26
81.42,81.43,82.20,80.36
nan,81.45,nan,nan
81.71,81.14,81.97,81.04
81.66,81.82,82.20,81.60
81.20,81.71,81.75,81.20
83.00,83.64,83.71,82.69
84.33,84.91,84.91,84.05
86.25,85.29,86.25,84.78
84.83,86.15,86.15,84.34
85.07,84.20,85.17,84.20
82.58,83.62,83.68,82.58
83.60,82.57,83.60,82.57
82.53,85.00,85.00,82.53
85.00,84.17,85.00,83.48
82.94,82.71,83.22,82.00
83.30,83.54,83.69,82.97
82.49,82.40,82.49,82.15
82.61,82.92,83.25,82.61
82.86,83.16,83.16,82.49
83.46,84.01,84.08,83.46
84.85,86.31,86.68,84.85
85.82,87.64,88.08,85.82
88.52,91.99,92.05,88.36
92.43,93.00,95.00,92.33
93.92,97.81,98.00,93.60
95.67,93.90,97.80,93.90
94.51,98.03,98.03,94.51
97.80,98.02,100.82,95.86
101.00,102.28,102.37,100.05
101.12,93.95,101.12,93.91
95.46,96.92,96.95,94.85
96.80,95.37,96.80,95.28
96.42,98.27,98.27,96.39
98.72,101.04,101.15,97.80
104.40,104.91,106.45,103.89
105.75,106.39,106.95,105.47
105.62,106.15,111.00,105.62
104.76,103.75,106.12,103.75
103.75,99.02,103.75,99.02
99.90,100.78,100.83,99.31
102.89,102.51,102.99,100.91
99.96,100.15,100.17,99.45
102.13,103.14,103.31,102.05
103.01,100.44,103.01,100.43
101.00,102.99,102.99,100.00
107.18,109.41,109.41,106.81
112.69,110.85,113.05,110.64
109.31,107.60,109.31,107.58
108.79,109.49,109.49,107.60
109.38,111.31,111.41,109.24
111.44,111.25,112.00,110.88
111.07,109.11,111.07,108.75
108.46,110.30,110.49,108.29
108.75,108.36,109.35,108.34
108.10,108.90,109.30,108.10
111.58,112.39,113.29,111.58
112.84,113.05,113.05,111.87
112.85,119.75,119.80,112.13
124.83,127.75,133.73,124.60
128.28,122.55,128.28,122.15
121.57,118.97,121.57,118.84
115.58,116.07,116.32,114.96
115.85,116.53,116.56,114.30
117.81,118.08,119.41,117.20
122.05,123.40,123.82,120.70
126.47,128.45,128.68,124.55
130.00,126.30,130.91,126.20
125.96,124.59,125.96,124.02
124.23,121.82,124.31,121.77
119.67,120.31,121.00,118.25
118.10,118.23,118.23,117.16
119.42,117.11,119.42,116.64
114.73,114.39,114.85,112.95
115.00,115.80,116.94,115.00
113.47,113.86,114.07,113.27
113.58,116.25,116.25,113.58
116.91,115.25,117.98,114.37
114.17,115.20,115.44,113.98
113.65,113.22,115.25,113.22
112.73,111.75,112.73,111.10
112.65,111.14,112.65,111.08
111.50,115.82,116.19,111.50
115.00,113.39,115.82,113.39
110.46,107.11,110.66,106.17
107.64,108.41,108.80,107.53
112.22,115.16,115.16,111.90
120.29,119.63,121.06,118.78
117.10,119.64,119.70,117.10
116.87,116.95,118.03,116.61
115.75,116.65,116.65,115.67
117.16,117.81,118.86,117.15
117.51,115.97,118.49,115.50
119.60,119.66,120.53,118.81
117.28,117.21,118.45,115.45
116.06,116.00,116.09,115.91
116.85,118.50,118.50,116.85
119.29,118.00,119.94,118.00
119.03,119.81,119.81,118.47
119.99,121.79,122.58,119.83
121.62,122.37,122.50,120.50
124.14,123.75,124.62,123.75
124.10,125.38,125.38,123.51
nan,127.36,nan,nan
126.36,125.38,126.36,125.38
121.68,124.09,124.81,121.12
123.00,123.23,123.37,121.77
120.22,119.14,120.41,118.19
117.75,118.36,118.36,116.45
117.78,121.16,121.16,117.78
121.49,120.51,121.49,118.57
120.05,118.63,120.30,118.01
119.14,119.85,119.85,118.00
119.54,121.20,121.46,118.78
121.13,118.40,121.48,118.40
119.86,119.57,120.17,119.57
118.93,121.36,122.22,118.93
123.00,124.95,125.52,122.67
124.34,124.97,124.97,124.00
125.61,126.86,127.26,125.53
127.02,128.97,129.40,127.02
127.24,124.04,127.24,123.94
120.38,118.35,120.55,118.35
119.24,118.80,119.36,118.55
nan,116.79,nan,nan
116.76,117.56,117.58,116.41
117.99,120.52,121.18,117.99
120.94,121.29,121.46,120.50
nan,121.94,nan,nan
119.49,119.46,120.13,118.46
119.23,117.56,119.23,117.00
117.28,117.06,118.27,116.70
116.56,118.03,118.25,116.56
117.74,118.02,119.11,117.74
116.57,117.81,118.19,116.57
118.66,119.20,119.82,118.64
119.40,119.20,119.47,118.56
nan,121.20,nan,nan
121.20,121.92,121.92,121.04
121.93,119.89,121.97,119.80
118.68,117.30,119.00,116.60
116.38,115.37,116.38,115.20
113.84,114.09,114.09,113.15
114.52,113.98,114.52,113.44
113.54,113.25,114.68,113.25
113.70,115.64,115.64,113.59
115.74,116.45,116.62,115.05
118.99,118.30,119.54,118.30
118.00,120.08,120.50,118.00
119.25,118.38,119.25,117.88
117.94,117.62,117.96,117.33
113.86,114.40,114.40,113.51
114.40,115.84,115.85,114.14
114.32,113.84,114.32,113.52
113.70,114.22,114.22,113.46
113.49,112.29,113.49,111.85
114.27,114.47,114.47,113.93
113.83,114.73,114.93,113.64
115.06,115.09,115.79,114.88
115.49,114.91,115.64,114.91
114.94,113.89,114.94,113.35
112.90,113.71,113.71,112.61
112.50,111.80,112.64,111.36
112.86,114.34,114.34,112.86
113.10,113.33,113.92,113.10
114.86,115.32,115.74,114.84
116.72,117.35,117.35,116.65
117.61,117.55,117.75,117.55
116.04,116.14,116.61,115.00
114.15,113.65,114.50,113.47
114.74,115.22,115.70,114.74
114.75,114.14,115.01,114.14
115.95,116.07,116.65,115.94
116.27,115.39,116.27,115.39
114.56,113.74,114.67,113.74
113.18,113.78,113.78,112.84
114.37,114.07,114.74,113.99
112.76,110.98,113.23,110.94
109.27,107.10,109.35,107.08
106.59,106.81,107.57,106.59
106.00,107.31,107.35,105.67
107.40,105.63,107.40,104.97
105.53,106.30,106.45,105.53
106.54,108.25,108.25,106.54
108.77,108.55,108.83,108.32
109.23,110.03,110.20,109.23
108.67,108.89,109.05,107.42
109.00,109.00,109.01,108.57
108.04,108.80,109.42,108.04
110.04,109.81,110.04,109.57
110.45,107.65,110.45,107.40
108.94,107.89,109.26,107.89
108.54,105.58,109.19,105.46
107.70,107.24,107.70,106.91
108.69,108.55,108.82,107.97
112.65,112.64,112.76,112.14
112.80,114.01,114.70,112.80
112.62,112.79,112.98,112.24
112.62,111.53,112.63,111.53
113.28,114.08,114.33,113.28
114.48,114.46,115.50,114.46
114.01,114.28,114.28,113.84
114.74,114.67,114.78,114.49
115.00,115.08,115.20,114.97
114.00,114.70,114.70,114.00
116.16,116.04,116.61,115.94
115.56,114.89,115.56,114.89
113.92,113.59,114.59,113.00
115.27,114.71,115.27,113.80
114.71,114.71,114.86,114.71
115.44,115.08,115.63,115.08
114.42,113.57,114.42,113.52
114.68,115.07,115.16,114.68
114.24,115.29,115.29,114.24
116.00,116.05,116.25,115.80
116.81,116.84,117.22,116.56
117.50,117.30,118.43,117.30
118.79,117.88,118.79,117.63
116.22,117.13,117.25,115.55
118.50,118.51,118.65,118.00
120.29,120.74,121.00,120.29
120.78,122.33,122.33,120.78
121.00,122.51,122.57,120.78
123.00,125.99,126.00,122.91
124.37,126.46,126.49,124.37
126.00,125.79,126.55,125.79
124.04,123.69,124.13,122.82
125.01,125.12,126.27,125.01
124.56,124.17,124.62,123.97
125.00,124.64,125.35,124.64
125.23,124.13,125.25,124.13
128.10,129.04,129.21,128.10
130.00,131.06,133.00,130.00
133.50,135.62,135.75,133.33
134.41,134.82,135.69,134.28
133.47,131.75,133.47,131.75
131.80,127.87,131.80,127.66
127.19,127.84,128.25,126.87
130.25,127.48,130.49,127.48
126.94,128.66,128.97,126.94
127.52,127.16,128.25,126.97
127.08,128.92,129.06,126.97
129.09,128.70,129.09,128.38
130.00,129.71,130.20,129.13
130.67,130.46,130.85,129.62
129.73,128.35,129.73,128.35
126.87,128.54,129.45,125.87
129.35,130.50,131.11,129.17
129.40,128.13,129.85,128.13
128.79,130.00,130.03,128.79
128.68,129.36,129.68,128.68
129.35,129.64,129.64,129.35
130.56,129.95,130.72,129.95
126.81,127.27,127.61,126.58
127.65,129.15,130.25,127.65
128.86,127.43,128.86,127.37
127.52,128.36,128.93,127.52
129.28,130.30,130.30,129.28
130.84,131.90,132.08,130.51
131.44,132.76,132.76,131.44
132.91,132.75,132.91,132.01
133.78,134.03,134.21,133.45
134.00,133.86,134.00,133.10
135.97,134.83,135.97,134.63
134.01,133.47,134.89,133.24
134.04,133.30,134.04,133.20
136.29,132.51,136.29,132.21
134.10,134.58,135.00,134.10
137.19,136.18,137.25,135.92
135.68,138.04,138.08,135.64
137.73,137.96,138.42,137.60
137.21,136.58,137.51,136.58
134.76,132.85,134.82,130.60
132.46,133.79,133.95,132.37
134.77,134.66,134.85,133.94
133.80,133.63,133.80,132.67
134.97,134.76,136.44,134.29
132.33,131.51,132.33,130.43
131.85,131.47,132.44,131.47
129.45,129.20,129.47,128.62
129.76,128.28,129.77,128.15
127.55,127.75,128.04,126.63
129.66,128.68,129.66,128.66
129.60,128.53,129.62,128.53
126.22,125.81,126.52,125.81
124.78,123.03,124.99,122.79
123.22,121.40,123.46,121.02
121.96,122.40,123.03,121.96
122.38,122.63,123.09,122.35
122.37,123.51,123.51,121.04
125.48,126.65,126.65,125.01
127.19,127.30,127.72,126.86
128.29,127.05,128.29,127.05
127.74,128.15,128.64,127.74
128.53,128.64,129.28,128.49
128.49,127.90,128.49,127.74
129.31,128.84,129.55,128.63
128.93,131.25,131.25,128.90
130.55,131.55,131.65,130.55
131.01,130.35,131.05,130.12
128.88,127.19,128.88,127.19
129.15,126.37,129.15,125.98
125.35,126.40,126.40,125.35
126.31,125.61,126.31,125.37
123.59,123.27,123.66,122.97
123.42,122.00,124.34,121.31
119.22,117.30,119.22,117.12
117.90,119.07,119.34,117.90
120.99,119.98,120.99,119.65
121.58,121.56,121.58,120.71
122.86,121.98,123.12,121.75
120.94,122.12,122.12,120.94
122.25,122.60,122.74,122.18
123.00,124.38,124.38,122.15
125.91,126.54,126.54,125.73
125.81,124.98,125.87,124.61
125.82,124.99,126.49,124.68
125.33,125.96,125.96,124.41
125.13,125.48,125.74,125.13
125.08,125.51,125.58,124.85
124.74,123.36,125.25,123.08
121.49,120.70,121.49,120.70
122.01,122.17,122.17,121.87
121.05,121.82,122.20,121.05
121.20,123.52,123.52,121.20
121.94,124.76,124.76,121.94
125.30,125.23,126.00,125.15
124.75,124.57,124.95,124.56
123.43,122.31,123.43,122.31
121.01,120.56,121.01,120.21
121.04,119.52,121.57,119.52
119.83,121.81,121.81,119.66
121.67,121.27,122.04,121.27
122.56,123.67,123.79,122.56
122.53,122.15,123.00,122.15
120.53,120.87,121.63,120.22
121.53,123.31,123.31,121.53
123.24,124.51,124.80,123.10
124.25,123.33,124.25,123.25
121.69,123.09,123.21,121.69
124.04,124.06,124.35,124.00
123.65,122.51,123.99,122.51
125.62,125.50,126.26,125.26
125.11,128.44,128.44,124.83
128.34,128.65,128.89,127.79
128.55,128.93,129.54,128.55
129.25,129.94,129.95,129.16
128.34,130.00,130.00,128.34
128.99,129.88,130.27,128.99
129.25,129.26,130.32,129.25
128.15,128.51,128.51,127.73
127.88,126.39,128.00,126.39
126.34,126.56,126.63,125.89
126.55,126.10,126.70,126.10
128.01,127.31,128.05,127.05
128.30,127.71,128.30,127.16
128.74,127.73,129.18,127.51
126.86,127.50,127.56,126.61
128.07,126.73,128.07,126.63
125.88,127.03,127.34,125.38
127.60,128.19,128.19,127.20
128.29,128.07,128.29,127.88
128.70,128.47,129.11,128.26
126.81,126.81,127.59,126.68
127.56,127.56,127.72,126.99
126.36,126.04,126.50,125.83
125.67,124.06,126.38,123.97
123.14,124.00,124.51,123.14
124.75,125.34,125.41,124.71
125.28,122.78,125.28,122.74
122.25,120.60,122.42,119.83
121.37,121.37,122.34,121.17
116.57,115.51,116.57,114.69
117.45,117.39,117.59,116.66
116.94,117.15,117.16,116.61
116.96,117.62,117.74,116.96
117.80,118.27,119.18,117.15
118.98,118.94,119.28,118.35
118.54,116.00,118.54,115.56
113.78,113.31,113.89,113.08
113.00,111.08,113.23,110.89
110.65,111.56,111.91,110.26
111.57,111.89,112.29,111.45
112.55,112.69,113.16,112.51
112.84,113.26,113.55,112.73
112.52,112.77,113.10,111.90
112.44,114.27,114.27,112.25
114.50,113.93,114.75,113.70
115.07,114.56,115.32,114.56
115.31,114.58,115.32,114.47
113.54,113.01,113.55,112.55
113.66,114.40,114.41,113.63
113.43,114.45,114.66,113.42
114.64,114.63,115.00,114.20
114.24,113.83,114.24,113.20
112.38,111.46,112.39,111.24
110.00,111.13,111.16,110.00
111.02,110.10,111.60,110.00
109.69,109.85,109.86,108.94
109.91,110.17,110.35,109.67
111.48,108.44,111.48,108.36
109.58,110.12,110.50,109.42
109.37,108.70,109.40,108.57
109.17,109.73,109.97,108.67
110.00,109.84,110.69,109.84
109.25,110.11,110.19,109.25
110.20,110.45,110.76,110.17
109.93,109.87,110.33,109.38
108.50,108.85,109.15,108.50
109.28,109.90,110.16,108.99
109.41,109.68,109.68,109.25
109.96,108.83,110.01,108.82
108.37,109.20,109.28,108.00
110.10,110.02,110.40,109.65
109.96,110.38,110.59,109.94
109.02,113.35,113.35,109.00
112.54,112.18,113.67,112.18
113.52,111.89,113.52,111.46
111.93,111.88,112.27,111.51
112.60,112.74,113.31,112.43
112.91,112.19,112.99,112.00
111.95,111.62,111.95,111.29
110.59,109.95,110.79,109.90
109.28,108.98,109.56,108.55
107.43,107.29,108.00,107.00
107.52,107.25,107.70,107.25
107.69,108.33,108.50,107.68
107.65,108.08,108.57,107.63
107.45,107.60,108.25,107.45
108.00,108.33,108.60,107.93
109.94,109.66,109.97,109.14
109.56,110.75,111.28,109.56
109.71,108.98,110.01,108.82
109.76,110.57,110.58,109.49
109.86,109.74,110.18,109.34
108.88,109.81,110.24,108.88
109.37,110.00,110.16,109.09
111.02,111.29,111.78,111.02
111.00,110.32,111.42,110.32
110.29,111.30,111.99,110.27
111.15,110.99,111.18,110.75
111.45,112.53,112.77,111.45
113.33,114.39,114.42,113.09
118.23,118.17,119.00,117.77
117.84,117.09,118.34,116.83
117.15,116.37,117.38,116.22
115.06,114.05,115.06,114.05
114.47,114.28,114.70,113.95
116.07,116.96,116.96,115.48
117.24,118.31,118.57,116.96
117.05,117.00,117.86,116.90
118.07,118.31,119.22,117.94
118.24,118.73,118.93,118.01
118.54,118.23,118.57,118.01
118.12,118.46,118.86,118.12
119.03,117.70,119.20,117.69
117.75,118.10,118.13,117.67
117.50,117.29,117.51,117.27
118.53,119.03,119.07,118.40
119.40,118.25,119.41,118.25
118.84,118.40,119.26,117.98
119.24,120.00,120.51,119.24
119.38,119.93,120.00,119.38
117.41,115.70,117.43,115.63
115.88,115.14,116.02,114.76
114.54,114.50,114.91,114.30
114.58,114.64,115.39,114.57
115.15,114.20,116.14,114.20
114.01,112.45,114.01,111.28
111.13,111.20,111.56,110.86
111.88,109.40,111.92,109.27
110.67,110.23,110.77,109.06
111.20,111.90,112.45,111.16
111.10,110.19,111.34,110.00
110.79,109.74,110.82,109.71
109.65,110.95,110.97,109.08
111.42,108.91,111.84,108.50
110.31,109.53,110.63,108.63
109.97,109.96,110.75,109.75
108.82,105.98,109.01,105.98
106.94,107.66,107.68,106.85
107.86,107.26,107.98,106.83
106.70,106.83,107.00,104.82
105.66,107.70,108.46,105.66
106.47,106.11,106.89,106.00
106.77,107.97,108.06,106.73
107.66,108.11,110.03,107.14
106.76,105.50,107.31,105.42
103.93,104.38,105.09,103.93
104.13,106.18,106.29,103.91
105.80,103.99,106.00,103.93
105.35,106.25,106.43,105.00
106.75,106.43,107.14,106.22
106.80,105.04,106.80,105.04
105.06,105.37,105.42,104.75
105.91,104.61,105.91,103.02
102.28,101.25,102.78,100.11
100.71,99.00,101.50,99.00
97.48,98.85,99.45,97.29
