EDV,Vanguard Extended Duration Treasury ETF,NASDAQ
111.24,110.00,111.64,109.75
109.49,110.07,110.25,109.08
111.10,110.93,111.25,109.90
108.86,106.01,108.86,106.00
106.99,106.78,107.93,106.06
107.17,106.68,107.50,106.17
107.89,108.29,108.49,107.35
107.38,107.60,107.65,107.00
107.57,108.13,108.20,107.40
107.65,108.00,108.03,107.44
108.34,108.07,108.49,108.04
107.22,107.66,107.74,107.15
107.98,108.83,109.20,107.96
108.98,109.07,109.63,108.86
108.82,109.42,110.00,108.82
108.36,110.22,110.52,108.13
110.14,110.67,110.71,109.94
111.16,113.45,113.46,110.86
112.38,111.86,112.78,111.75
113.02,113.15,113.22,112.42
112.89,113.00,113.10,112.39
113.30,113.67,114.15,112.78
114.22,113.14,114.72,113.01
112.61,112.34,112.85,111.56
