VPU,Vanguard Utilities ETF - DNQ,NASDAQ
76.42,76.38,76.42,75.97
75.97,75.80,76.56,75.70
75.65,76.28,76.66,75.62
75.50,75.96,76.36,75.50
76.06,76.14,76.18,75.85
76.05,76.54,76.78,75.99
76.84,77.48,77.48,76.65
78.05,78.00,78.26,77.85
78.02,78.27,78.27,77.62
78.67,78.05,78.88,78.01
78.00,78.12,78.20,77.47
78.01,78.05,78.46,77.66
78.19,78.73,78.82,78.19
78.82,79.05,79.14,78.63
78.74,79.36,79.40,78.74
79.43,79.31,79.76,79.16
79.29,78.49,79.29,78.22
78.67,77.64,78.93,77.60
77.94,77.82,77.94,77.60
76.70,76.84,76.92,76.45
76.91,77.07,77.22,76.66
77.29,77.89,77.98,77.29
77.77,78.10,78.11,77.23
79.08,78.51,79.08,78.15
78.40,79.24,79.25,78.40
79.24,79.04,79.25,78.79
79.15,78.69,79.19,78.52
78.18,78.43,78.51,78.05
78.37,78.16,78.37,77.82
78.20,78.36,78.53,78.19
78.53,78.75,78.79,78.34
78.52,78.81,79.00,78.45
78.98,79.69,79.70,78.98
79.63,79.51,79.66,79.37
79.68,79.72,79.92,79.23
79.67,80.02,80.02,79.41
80.15,80.11,80.24,79.51
79.86,80.30,80.50,79.76
79.88,79.78,80.30,79.53
79.67,79.07,79.69,78.65
79.35,78.87,79.36,78.57
79.49,80.09,80.18,79.49
80.43,81.04,81.13,80.43
81.02,81.35,81.53,80.71
81.48,80.67,81.48,80.66
80.80,80.12,84.92,80.10
80.04,79.58,80.04,78.94
80.41,80.59,80.62,80.10
80.97,80.40,80.97,80.33
80.48,79.71,80.66,79.71
79.88,79.72,79.88,79.34
79.82,79.78,79.89,79.63
79.80,80.03,80.13,79.53
80.12,79.84,80.12,79.63
80.20,79.91,80.20,79.67
79.99,79.61,79.99,79.60
79.70,79.42,79.70,79.37
79.30,79.30,79.44,79.10
79.16,79.36,79.36,79.00
79.53,78.85,79.55,78.85
78.82,78.67,78.96,78.54
78.69,77.88,78.69,77.79
77.76,78.23,78.34,77.76
78.25,78.38,78.53,78.20
78.31,78.25,78.44,78.09
78.39,78.16,78.39,78.03
78.09,77.83,78.09,77.70
78.11,77.69,78.11,77.46
77.57,78.06,78.20,77.50
78.17,77.78,78.25,77.76
77.92,78.72,78.74,77.92
79.06,78.42,79.06,78.33
78.48,78.41,78.64,78.38
78.51,78.17,78.51,78.14
78.32,77.76,78.32,77.69
77.76,78.82,78.84,77.76
78.80,78.24,78.92,78.11
78.12,77.82,78.44,77.70
77.75,77.62,77.85,77.44
77.65,77.68,77.93,77.50
77.61,77.96,78.05,77.50
77.94,78.02,78.13,77.83
77.18,78.09,78.18,77.12
78.30,77.82,78.41,77.81
77.93,78.00,78.51,77.90
78.21,77.64,78.21,77.54
77.60,77.98,78.08,77.30
78.01,77.57,78.32,77.57
77.79,77.94,78.05,77.58
78.06,78.36,78.52,77.90
78.50,78.84,79.05,78.45
79.29,78.73,79.29,78.65
78.68,78.79,78.83,78.40
78.68,78.68,78.92,78.45
78.81,78.50,78.96,78.30
78.64,78.60,78.97,78.45
78.66,78.12,78.82,77.99
78.13,78.52,78.54,77.80
78.98,78.83,78.99,78.55
79.00,79.80,79.90,79.00
79.75,80.07,80.09,79.66
80.03,79.52,80.12,79.33
79.69,79.19,79.69,78.84
78.85,78.48,78.87,78.15
78.51,78.07,78.56,77.91
78.21,78.33,78.45,77.76
78.35,78.37,78.54,78.10
78.49,79.00,79.11,78.49
79.08,78.35,79.17,78.28
78.42,77.80,78.56,77.71
77.75,76.62,77.75,76.56
76.93,76.79,77.07,76.55
76.36,75.09,76.43,74.75
75.30,74.96,75.94,74.94
74.68,74.49,75.00,74.41
74.56,73.80,74.56,73.68
73.50,74.10,74.55,72.85
74.14,73.45,74.14,73.34
73.48,72.98,73.85,72.64
73.07,73.85,73.85,72.74
73.93,73.90,74.13,73.50
73.84,73.79,73.90,73.18
73.76,73.53,73.80,72.95
73.94,73.34,73.94,73.00
73.34,74.35,74.60,73.34
74.42,74.53,74.89,74.35
74.39,74.88,74.88,73.97
75.28,75.35,75.35,74.75
75.44,75.99,76.03,75.38
76.09,75.60,76.09,75.30
75.64,75.29,75.81,75.19
75.23,76.27,76.65,75.22
76.38,76.25,76.68,76.08
76.36,76.30,76.58,76.05
76.31,76.34,76.43,76.11
76.27,76.49,76.77,76.27
76.59,76.42,76.96,76.35
76.35,76.12,76.42,75.80
75.93,75.85,76.11,75.75
75.99,77.01,77.02,75.99
77.01,77.53,77.61,76.88
77.48,76.95,77.48,76.88
76.34,76.39,76.46,76.00
75.72,76.14,76.39,75.67
75.68,75.78,75.82,75.38
75.79,75.12,75.98,75.04
75.15,74.96,75.27,74.25
74.68,74.27,75.15,74.27
74.19,75.30,75.37,73.73
76.40,76.79,76.79,76.21
76.69,76.71,76.96,76.50
76.54,77.14,77.16,76.54
77.05,76.25,77.05,76.21
76.16,76.13,76.32,75.84
76.26,75.95,76.26,75.74
76.06,76.29,76.36,76.00
76.33,76.44,76.45,76.20
76.44,76.34,76.64,76.27
76.23,76.59,76.60,76.09
76.58,76.13,76.62,76.13
76.20,76.57,76.77,76.20
76.63,77.14,77.14,76.50
77.28,77.91,77.91,77.05
77.89,77.64,77.89,77.30
77.69,78.01,78.10,77.69
78.15,78.33,78.33,77.67
78.54,78.24,78.54,77.86
78.24,78.94,78.95,78.24
78.96,78.96,79.09,78.80
78.97,79.21,79.22,78.77
79.38,79.47,79.60,79.34
79.30,78.93,79.30,78.85
79.13,79.13,79.47,79.06
79.04,79.34,79.34,78.64
79.40,79.53,79.80,79.09
79.54,79.57,79.57,79.21
79.57,79.74,79.75,79.42
79.79,80.09,80.09,79.60
80.03,80.06,80.32,79.88
79.90,79.50,79.98,79.30
79.50,79.67,79.75,79.30
79.91,80.43,80.44,79.91
80.50,80.15,80.83,80.12
80.04,79.80,80.26,79.72
80.00,80.63,80.64,80.00
80.74,79.72,81.29,79.72
80.07,80.03,80.42,79.67
80.20,80.82,80.95,80.14
80.84,81.04,81.33,80.59
80.77,81.27,81.28,80.35
81.13,82.00,82.09,81.02
82.23,82.51,82.64,82.13
82.54,82.43,82.70,82.24
82.55,82.17,82.65,82.13
82.70,82.40,82.70,81.78
82.49,82.66,82.67,82.33
82.50,82.36,82.68,82.10
82.39,82.70,82.75,82.19
82.58,82.87,82.93,82.55
82.80,83.45,83.47,82.70
83.12,82.95,83.34,82.74
83.07,83.12,83.42,82.71
83.32,83.79,83.89,83.32
83.63,83.42,83.76,83.30
83.00,82.77,83.01,82.65
83.00,82.62,83.36,82.37
82.73,83.46,83.47,82.73
83.28,83.78,83.81,83.00
83.85,84.75,84.83,83.81
84.82,84.52,84.82,84.26
84.99,84.86,85.10,84.62
85.00,84.48,85.07,84.30
84.53,85.26,85.26,84.53
84.75,85.62,85.64,84.75
85.75,86.33,86.33,85.26
86.47,86.03,86.50,85.96
86.44,86.72,86.93,86.25
86.85,86.99,87.12,86.75
86.79,87.27,87.27,86.77
87.09,85.81,87.30,85.81
86.36,86.89,86.95,85.70
86.54,86.38,86.62,85.86
86.40,86.65,86.78,86.25
86.71,87.90,87.94,86.71
88.16,87.88,88.17,87.33
88.11,88.10,88.11,87.41
88.17,88.30,88.59,87.64
88.69,88.47,88.80,88.19
88.45,88.43,88.82,88.32
88.66,89.16,89.34,88.50
89.19,89.53,89.54,88.96
89.35,88.58,89.44,88.46
88.69,88.50,88.69,88.11
89.01,88.44,89.16,88.36
88.42,87.33,88.42,87.33
87.50,88.19,88.19,87.42
88.17,87.47,88.20,87.20
87.40,86.09,87.58,85.92
85.95,86.36,86.36,85.63
86.27,86.01,86.27,85.65
85.80,86.59,86.94,85.80
86.50,87.43,88.04,86.50
87.38,86.78,87.38,86.67
87.03,87.62,87.65,86.81
87.63,87.29,87.66,87.08
87.29,87.36,87.64,86.81
87.55,85.87,88.04,85.58
85.25,85.23,85.58,84.04
84.69,84.39,84.95,84.17
84.25,83.60,84.62,83.22
83.00,82.32,83.08,81.57
82.61,82.73,84.00,82.61
82.51,82.19,83.74,82.18
82.28,82.38,82.94,81.38
82.30,81.96,82.48,81.46
81.86,81.29,81.86,81.13
81.15,82.25,82.25,81.15
82.57,82.88,83.15,82.10
83.21,82.77,83.21,82.38
82.30,82.26,82.89,81.93
82.76,81.37,82.79,81.31
81.33,82.72,82.81,81.22
82.68,82.82,83.25,82.68
83.19,83.11,83.71,82.77
83.23,83.73,83.85,82.95
83.73,81.86,83.82,81.86
