SM,SM Energy Company Common Stock,NASDAQ
35.66,36.08,37.34,35.66
36.34,37.26,37.41,35.74
37.11,37.24,37.51,37.04
36.90,37.99,38.40,36.90
38.70,39.46,39.57,38.15
39.53,39.62,39.92,38.72
39.74,39.50,40.16,39.20
39.00,38.40,39.00,38.06
38.43,38.63,39.22,38.43
39.23,38.51,39.26,38.41
38.69,38.92,39.22,38.47
38.79,39.37,39.59,38.08
39.22,38.39,39.26,38.26
37.77,36.98,37.84,36.76
36.76,36.69,36.86,35.96
36.72,36.10,36.77,35.92
36.18,36.53,36.70,35.61
36.57,36.07,36.79,35.62
35.89,35.76,36.57,35.63
35.14,35.40,36.20,34.90
35.84,36.98,37.47,35.63
37.00,37.11,37.55,36.70
37.20,37.53,37.61,36.21
37.15,38.25,38.45,36.52
38.49,37.46,38.61,37.20
37.89,38.13,38.33,37.39
37.94,37.96,38.25,37.30
38.49,38.88,38.95,38.25
38.73,38.50,39.14,38.08
38.73,38.14,38.73,37.67
38.15,39.31,39.47,38.02
39.58,40.04,40.85,39.55
39.95,40.56,40.68,39.13
40.84,41.80,41.92,40.75
41.50,41.53,41.73,41.18
41.43,41.35,41.82,41.06
41.14,41.26,41.70,40.99
40.32,40.01,40.50,39.69
40.13,39.98,40.86,39.94
40.28,40.16,41.06,39.69
40.31,40.69,40.75,40.03
41.01,42.02,42.46,41.01
41.55,42.00,42.33,41.40
41.63,41.80,41.83,40.92
42.17,41.34,42.36,41.14
41.16,41.68,42.10,41.16
42.12,42.42,43.29,42.01
42.81,42.37,42.81,41.87
43.80,45.35,46.34,43.80
46.16,46.46,46.71,45.68
46.46,47.88,47.96,46.15
46.81,48.92,49.05,46.59
49.40,49.10,50.71,48.81
49.21,50.00,50.00,48.76
49.51,50.10,50.28,49.29
49.71,49.06,49.92,48.53
49.17,48.94,49.89,48.85
48.05,48.44,48.69,47.51
48.48,48.24,49.01,48.08
49.00,49.27,49.65,48.91
49.00,49.11,49.25,48.50
48.67,49.87,49.87,48.34
49.02,48.95,49.40,48.32
49.25,49.65,49.90,48.83
49.25,49.08,49.89,48.98
48.85,49.74,49.91,48.56
49.22,49.69,50.15,49.00
50.56,51.68,51.74,50.25
51.60,52.85,52.94,51.50
52.57,52.65,52.99,52.34
52.50,53.68,53.89,52.41
54.34,53.47,54.82,52.91
53.40,52.54,53.71,52.30
52.74,53.60,53.62,52.27
53.94,54.26,54.40,53.62
54.54,55.50,56.35,54.54
55.61,54.06,55.61,53.88
53.84,54.00,55.59,53.55
54.00,54.63,54.75,53.23
54.67,55.50,56.22,54.63
55.54,55.91,56.00,54.73
56.35,56.55,56.92,55.67
57.59,57.46,57.71,56.69
57.50,58.09,58.41,57.32
57.92,57.93,58.20,57.47
58.41,58.56,58.88,58.02
58.80,58.90,59.62,58.18
58.97,58.61,59.66,58.27
58.64,58.93,59.82,58.54
59.81,60.32,61.88,59.80
60.50,58.60,60.68,57.71
58.48,59.02,59.30,58.12
59.17,58.98,59.69,58.42
59.24,59.94,59.97,58.94
59.34,59.55,59.77,57.17
59.76,60.02,60.76,59.67
60.68,59.88,61.13,59.55
60.08,58.71,60.50,58.45
58.71,58.50,58.90,57.94
58.48,59.19,59.22,58.02
59.13,58.26,59.54,58.01
58.01,56.81,58.01,56.00
57.23,56.05,57.53,55.79
56.13,56.32,56.78,55.66
56.10,56.04,56.74,54.59
56.37,59.02,59.05,56.09
58.93,58.90,59.25,57.40
58.69,58.81,59.39,58.32
58.31,62.16,62.32,58.31
62.50,61.98,63.84,61.87
61.96,62.58,63.12,61.33
62.44,62.82,63.06,61.69
62.65,63.15,63.49,62.31
63.34,63.87,65.45,63.34
63.66,63.22,63.73,61.85
62.90,61.95,63.43,61.66
61.45,63.05,63.15,60.68
62.86,63.14,63.87,62.86
63.21,63.99,64.09,62.80
63.67,64.41,64.95,63.54
64.72,66.24,66.57,64.37
65.93,66.21,66.63,65.23
66.17,66.39,67.41,65.54
66.43,64.76,68.16,64.46
64.88,66.85,67.21,64.43
66.74,67.68,67.71,66.42
69.91,72.07,72.14,68.88
72.37,72.47,73.64,71.05
72.90,71.18,72.90,70.43
71.06,70.46,71.09,69.65
71.07,72.20,72.79,70.50
72.51,73.02,73.05,71.62
72.88,72.31,73.74,71.03
72.28,72.15,73.23,71.56
72.36,72.59,74.57,72.16
71.49,68.51,71.58,68.22
67.82,70.34,70.81,67.00
69.74,71.38,71.49,68.59
68.48,71.61,72.36,67.55
71.88,71.24,74.32,70.19
72.00,73.01,73.33,71.47
73.73,72.26,73.82,71.71
73.88,73.19,74.84,72.32
73.39,72.08,73.39,71.67
72.10,71.14,72.22,70.92
71.28,71.18,71.66,69.84
71.20,72.61,73.20,70.80
72.84,70.94,73.49,70.91
70.94,73.10,73.65,70.18
73.63,74.19,74.95,72.92
74.40,74.19,75.00,73.77
74.08,76.26,76.82,74.08
76.50,76.19,77.37,76.00
76.08,77.57,78.55,75.93
78.03,74.72,78.24,74.28
74.59,74.78,75.23,73.67
75.19,74.86,76.43,74.20
74.87,71.79,74.94,71.31
70.50,68.77,70.53,67.00
69.23,69.93,70.13,68.58
69.14,70.08,70.32,68.39
70.33,71.72,72.33,69.24
70.55,69.84,70.74,68.96
69.98,71.79,71.83,69.78
73.33,74.41,74.46,72.71
74.44,74.69,74.94,73.37
74.72,74.61,74.95,73.66
74.80,75.12,75.66,74.10
75.71,75.13,75.71,73.01
75.02,74.63,75.99,73.94
74.80,75.86,75.95,74.43
76.04,74.76,76.55,73.79
73.80,68.35,73.80,66.24
68.34,66.05,68.35,65.50
65.15,63.75,66.39,63.00
64.74,65.26,67.11,64.25
65.55,67.78,67.92,65.55
67.80,67.52,68.16,66.69
66.93,64.83,67.39,63.72
64.19,64.25,65.53,62.95
64.42,63.93,64.72,62.94
63.55,63.47,65.22,62.69
62.92,62.28,63.66,61.56
62.48,64.26,65.20,62.48
64.72,64.32,65.19,63.40
64.11,65.28,65.97,63.40
63.47,62.64,63.57,62.15
63.14,63.67,64.94,62.86
63.04,66.24,66.42,63.04
65.87,66.80,67.13,65.16
67.12,66.82,68.50,66.32
68.04,66.49,68.26,65.24
68.80,67.74,70.24,67.31
68.37,68.76,69.42,67.27
67.37,69.67,70.46,67.04
69.39,67.14,69.66,66.79
67.64,67.46,68.72,66.63
67.44,67.55,69.04,67.31
67.99,67.67,68.55,67.44
67.19,66.00,67.48,65.53
66.39,64.60,66.90,63.35
65.44,65.38,66.92,65.11
64.57,63.05,65.05,61.37
62.93,63.85,63.91,62.29
64.48,62.93,64.51,62.64
62.54,62.97,63.09,61.93
63.78,67.00,67.05,63.78
66.87,66.70,68.04,66.64
65.39,66.38,66.49,64.05
66.29,65.38,66.97,65.17
65.00,64.51,65.17,64.01
65.01,66.69,66.70,64.96
67.42,72.44,72.84,67.42
72.74,73.48,74.03,72.29
73.28,73.82,74.24,71.70
74.03,74.01,75.79,73.72
74.01,73.12,74.01,71.79
74.86,75.66,76.15,74.44
74.11,75.50,76.02,74.01
74.23,72.53,74.34,72.22
72.20,72.54,73.39,72.08
72.91,73.23,74.86,72.77
73.80,72.14,73.83,71.86
75.92,77.77,78.89,75.91
77.24,76.65,77.24,75.47
77.37,78.94,79.12,77.36
79.25,78.47,79.39,78.07
79.14,79.16,80.81,78.71
79.09,79.31,79.54,78.49
78.52,78.87,79.61,78.00
78.86,78.62,79.50,78.15
77.77,76.89,78.24,76.29
76.66,75.75,77.72,75.54
74.16,75.35,76.18,74.12
76.75,75.56,76.75,73.23
83.76,82.83,85.55,81.85
83.27,83.08,85.22,81.50
82.30,79.05,84.27,78.73
80.04,78.82,80.89,75.70
75.07,69.67,75.83,66.57
71.13,73.29,73.50,68.14
72.04,72.88,76.51,71.40
73.67,77.12,78.21,72.67
77.94,76.29,79.12,75.59
77.37,80.18,80.34,77.05
78.79,78.76,80.08,77.94
79.87,79.80,81.89,78.75
77.00,72.51,77.30,71.67
71.35,70.19,72.84,70.13
72.52,67.44,72.52,67.19
67.90,70.74,70.74,66.87
70.17,69.84,71.48,68.82
70.37,68.54,71.31,68.30
68.01,71.83,71.99,67.12
73.13,74.20,74.31,72.29
73.47,75.94,76.38,72.79
76.37,76.50,77.34,75.70
76.89,76.50,78.56,76.35
74.49,73.83,75.07,73.00
70.88,73.33,73.52,70.23
75.09,76.30,76.35,74.87
75.65,76.12,77.45,75.27
74.67,73.92,76.43,73.22
72.51,74.26,74.49,71.79
74.53,75.41,75.69,73.02
75.89,76.52,77.15,73.58
77.86,78.98,79.33,77.26
79.12,79.86,80.00,77.51
78.15,79.66,80.77,75.71
80.54,76.99,80.82,76.75
74.65,72.80,77.26,72.64
69.79,66.15,70.13,64.65
65.94,63.36,65.94,62.12
63.95,65.86,66.01,60.52
67.35,69.27,71.56,66.68
69.43,65.25,69.86,65.08
67.60,65.07,67.60,63.14
63.59,60.65,63.59,60.61
60.02,57.27,61.12,57.22
56.11,59.36,59.46,53.45
59.46,62.11,62.44,57.51
61.57,64.57,64.81,60.43
64.75,62.82,65.26,62.00
64.69,66.16,66.78,63.69
65.38,65.64,67.96,65.21
66.56,68.27,69.89,66.34
67.47,68.73,69.23,65.70
69.80,71.42,71.57,68.88
71.40,71.25,72.35,70.61
71.58,75.80,76.26,69.96
75.41,75.14,77.55,74.38
75.05,74.56,75.38,72.77
76.21,78.89,79.00,76.21
79.37,81.58,81.99,79.23
81.02,78.91,81.24,78.66
80.02,83.22,84.03,79.29
85.57,86.85,88.50,84.75
85.94,86.18,88.32,85.17
84.68,82.91,84.93,81.22
75.07,78.92,79.93,73.49
80.99,82.13,83.56,79.98
83.71,83.73,84.31,80.56
83.07,84.20,84.68,81.77
84.33,83.66,85.77,82.04
84.14,84.01,84.39,81.46
81.18,79.43,82.00,79.09
81.08,82.34,82.86,79.20
83.30,83.47,85.26,82.95
82.79,82.48,83.76,81.02
82.31,83.59,84.23,81.89
83.35,83.51,87.09,82.52
83.07,79.53,83.10,78.59
80.20,78.26,80.59,76.94
76.74,75.32,76.74,74.02
75.20,74.33,76.29,73.45
73.21,71.55,73.74,71.11
71.47,70.36,72.17,70.34
73.56,74.59,75.19,73.43
74.61,75.98,77.25,74.05
78.86,79.49,80.25,78.33
79.10,78.49,80.08,77.80
79.64,78.47,80.58,77.93
80.59,80.14,81.98,79.07
80.36,79.21,80.55,78.38
78.78,77.33,78.78,76.42
76.72,73.82,77.89,73.47
74.41,76.32,76.69,73.84
74.71,72.66,74.71,70.79
73.43,72.02,75.01,71.01
68.34,68.15,69.85,67.51
69.47,67.98,69.98,67.16
68.45,70.67,70.93,67.83
71.35,68.08,71.35,67.83
69.77,71.68,71.88,69.66
71.50,72.64,72.74,70.75
72.78,73.08,73.46,71.42
73.22,73.43,73.53,72.05
73.46,73.15,74.17,72.60
73.07,71.97,73.81,71.67
72.29,72.90,73.24,72.01
72.49,73.10,74.61,72.28
75.23,76.29,76.78,74.77
75.85,77.98,78.10,75.25
77.17,78.69,78.75,75.70
78.63,78.14,79.00,77.42
78.54,78.07,79.39,77.70
80.08,80.93,82.12,80.00
80.31,78.26,80.81,77.57
78.50,75.50,78.92,75.32
74.22,72.87,74.44,72.60
75.21,73.56,75.26,72.68
73.83,75.52,75.54,73.01
75.95,74.83,77.02,74.56
74.65,72.39,74.71,71.70
72.66,74.25,75.59,72.30
73.38,73.38,74.60,72.64
73.38,74.59,74.98,71.60
75.39,71.47,75.83,71.13
71.18,72.22,72.78,71.00
71.51,72.28,72.67,70.58
72.97,72.58,73.52,71.88
72.64,71.15,72.85,70.69
71.31,71.51,72.88,70.81
72.72,72.38,73.02,71.80
72.06,74.29,74.31,71.81
74.34,75.39,75.74,73.20
75.48,75.81,76.10,74.13
76.28,76.81,77.27,75.63
76.00,76.61,77.22,75.79
77.44,77.11,78.04,76.30
76.88,79.48,79.85,76.88
79.89,79.66,80.54,79.05
79.51,79.77,81.42,79.16
80.62,80.94,82.21,80.07
81.94,80.65,82.94,80.05
80.78,79.35,81.00,78.94
80.42,83.35,83.76,78.67
83.95,83.29,84.40,82.83
82.85,82.12,83.52,82.04
82.07,80.32,82.67,79.70
79.00,78.72,82.03,77.21
77.83,80.57,80.83,77.83
80.17,78.59,80.90,77.97
78.47,78.42,78.87,76.92
75.81,75.94,77.65,74.50
76.11,77.06,77.57,75.16
77.71,78.17,78.60,76.97
78.04,78.68,79.18,77.92
78.19,77.45,78.56,76.22
78.25,79.33,79.34,76.68
79.57,79.25,81.54,78.81
79.22,79.01,80.61,78.39
79.36,79.93,80.61,79.12
79.74,79.85,80.61,78.96
78.99,77.65,79.13,77.00
77.79,77.00,78.00,76.23
75.69,74.67,75.83,73.62
74.91,75.30,75.79,74.04
76.51,75.25,76.81,74.97
73.58,72.97,74.47,72.67
72.74,71.55,73.15,70.65
70.90,70.51,71.52,69.40
71.28,70.77,71.55,69.89
70.43,70.96,71.81,69.87
70.53,69.65,70.81,69.00
68.65,67.68,68.65,67.20
67.45,67.63,68.42,67.05
66.00,66.48,67.11,65.69
66.54,64.58,67.47,64.15
65.29,64.34,66.00,64.20
64.34,67.42,67.66,64.34
66.96,65.26,67.17,64.95
65.69,65.14,66.20,63.91
65.82,66.34,67.01,65.56
65.39,64.57,65.85,63.97
64.63,64.95,65.81,64.23
65.21,63.94,66.52,63.54
62.79,64.29,64.58,61.92
64.32,64.59,65.27,63.50
65.22,65.73,66.01,64.19
65.57,66.20,67.01,65.40
66.75,65.61,66.89,65.19
65.20,66.11,66.31,64.07
66.05,67.91,68.73,65.67
67.08,65.87,67.08,65.31
64.34,65.01,67.51,64.33
64.14,64.55,64.94,62.97
64.03,66.49,66.84,63.85
66.09,66.28,66.59,63.86
65.13,66.22,66.87,64.06
67.13,66.29,67.90,65.77
65.70,66.55,68.77,65.39
65.52,64.35,65.98,64.34
64.54,61.58,64.86,61.30
61.92,60.56,63.60,60.41
60.86,57.88,60.86,57.54
58.22,56.78,58.77,56.54
57.27,60.52,60.59,57.27
60.55,58.63,60.93,58.12
57.75,58.10,58.36,55.97
58.53,55.49,58.68,54.35
55.56,54.62,56.00,54.43
55.40,55.70,56.70,55.20
55.20,53.61,57.82,53.26
54.01,54.09,54.47,52.15
52.34,50.47,52.34,50.24
51.71,49.53,51.81,48.48
49.24,50.15,50.63,48.93
50.80,51.91,52.51,50.64
52.94,51.02,53.29,50.88
50.71,49.30,51.02,48.77
50.32,47.50,50.53,47.40
47.87,47.42,48.53,46.91
47.00,45.73,47.46,45.59
45.73,45.90,47.04,45.06
45.89,47.02,47.05,45.42
46.41,46.65,46.89,44.52
47.09,50.43,51.00,46.94
49.95,48.60,50.92,48.22
48.72,45.02,48.78,44.93
45.25,45.52,46.16,44.28
44.43,43.80,44.72,43.35
43.94,44.62,44.80,43.12
45.02,45.95,46.41,44.70
45.35,45.83,46.51,44.73
48.35,49.11,49.27,47.26
48.93,48.11,49.53,47.59
48.52,50.29,50.51,48.52
49.76,49.26,50.64,49.02
48.30,48.50,48.86,46.93
48.23,48.40,49.27,47.55
48.56,46.07,49.26,45.70
46.37,47.00,47.36,46.18
46.51,46.07,46.69,45.52
46.47,47.75,48.01,46.32
47.49,48.29,48.54,46.84
48.41,51.67,51.93,47.04
51.37,53.36,54.28,51.35
53.52,54.51,54.60,53.25
53.57,52.96,54.39,52.27
50.91,50.53,50.96,49.31
50.84,48.28,51.05,47.53
48.39,47.64,48.95,46.52
48.72,47.83,49.39,47.00
48.15,49.17,49.55,47.55
49.00,49.35,49.88,48.14
49.03,47.09,49.96,47.05
47.39,47.30,48.00,46.50
42.81,41.80,43.85,39.44
42.84,44.07,44.25,42.27
43.89,44.62,45.94,43.61
44.77,45.46,46.41,44.74
45.21,47.33,47.35,45.06
47.18,47.85,48.43,47.07
47.48,47.54,47.68,46.55
47.52,46.65,48.21,46.31
47.21,47.44,47.69,46.40
47.47,47.99,48.09,46.67
48.07,49.05,49.21,47.73
48.44,48.74,48.83,48.16
48.53,47.51,48.54,47.13
47.88,48.69,49.19,47.88
48.27,47.87,48.48,46.96
47.69,46.18,48.07,46.15
46.03,46.84,47.13,45.15
47.13,46.85,47.18,45.69
46.70,47.50,47.67,46.53
47.36,47.25,47.51,46.41
46.80,45.93,46.93,45.76
46.57,47.23,47.39,45.56
47.15,47.69,47.86,46.32
48.10,51.56,51.84,47.85
51.97,50.96,53.40,50.91
51.44,52.33,52.82,51.20
52.23,52.10,53.23,52.00
52.60,53.98,54.04,52.27
54.10,55.09,55.65,53.91
55.35,55.87,56.23,53.28
56.01,57.78,59.39,55.91
56.96,56.08,58.26,55.97
55.90,54.64,56.28,54.01
54.64,54.01,54.97,53.55
53.68,53.14,53.91,52.18
53.85,53.34,54.90,53.08
52.64,52.18,53.48,52.10
52.74,50.75,53.07,50.74
50.73,49.83,50.74,49.43
50.24,52.80,53.29,50.24
52.06,54.11,54.67,52.04
54.68,54.30,55.30,53.68
54.67,55.02,55.13,53.80
54.97,52.92,54.98,52.61
53.39,53.85,53.88,52.54
54.16,52.31,54.28,52.14
51.76,51.93,52.58,51.32
52.01,54.40,54.67,52.01
54.30,53.16,54.94,52.85
53.94,56.54,56.95,53.94
56.30,55.19,57.07,55.07
55.08,55.01,55.84,53.86
55.60,56.18,56.26,55.27
56.50,57.34,57.52,55.83
57.01,57.62,57.79,56.83
57.18,56.51,57.43,55.91
56.81,55.80,58.04,54.84
54.76,54.29,54.76,53.23
54.86,53.08,55.06,52.99
54.02,54.08,54.15,52.65
53.89,53.36,54.75,52.83
53.34,53.92,55.07,52.50
57.09,59.73,62.09,57.09
60.00,56.03,60.55,55.98
55.92,57.59,57.75,55.56
58.07,59.71,59.78,57.66
58.04,56.73,58.39,56.15
57.27,54.73,58.46,54.67
54.66,54.85,56.62,54.15
55.06,53.95,55.46,53.95
53.28,52.58,55.03,52.52
52.80,50.97,53.31,50.88
51.05,50.28,52.03,49.83
50.57,49.01,50.57,48.28
50.11,51.28,52.08,49.87
50.86,50.35,51.13,50.04
50.46,50.61,50.90,50.00
50.89,51.15,51.30,50.43
50.77,49.92,50.77,49.52
49.80,49.30,50.25,49.09
48.50,49.51,49.79,47.89
50.06,49.00,50.44,48.68
49.04,49.69,50.15,49.04
50.25,50.24,50.97,50.04
49.97,50.37,50.55,49.78
50.42,50.93,51.98,50.27
50.56,49.58,50.98,48.92
49.87,50.07,50.19,49.14
49.70,47.83,49.85,47.59
47.97,47.05,48.32,46.93
47.21,47.25,47.82,45.25
47.17,47.43,47.93,46.77
47.15,47.56,47.93,47.15
47.70,48.13,48.72,47.58
48.11,51.38,51.47,47.98
50.69,51.01,52.34,50.22
51.73,53.84,54.25,51.73
52.11,53.92,54.26,52.11
53.75,52.41,53.90,52.24
52.97,52.50,53.58,52.46
52.51,51.65,52.64,50.69
51.17,50.34,51.37,50.19
49.50,52.21,52.27,49.08
53.88,54.63,54.63,52.67
54.40,54.95,56.73,54.15
55.02,54.82,55.29,54.33
54.34,54.77,55.03,53.70
54.50,54.87,55.09,53.95
55.02,53.77,55.15,53.13
54.33,55.30,55.31,53.73
55.23,55.59,55.75,54.55
55.37,54.36,56.43,54.08
54.14,55.47,55.50,53.88
55.48,55.66,56.14,55.27
56.27,56.57,56.97,55.51
56.45,56.92,56.93,56.06
56.92,59.12,59.24,56.70
58.88,57.24,59.19,57.12
57.24,57.30,58.39,55.86
57.92,58.24,58.77,57.81
58.32,57.09,58.39,56.38
57.33,58.55,58.58,57.25
58.81,58.99,60.24,58.20
58.58,58.16,58.97,57.66
58.44,58.29,58.84,57.58
57.82,56.99,57.87,56.55
57.77,58.00,58.61,57.42
57.60,59.05,59.14,57.37
59.02,58.22,59.07,57.61
58.41,59.20,59.65,58.28
59.38,58.27,59.52,57.82
58.10,59.52,59.55,57.45
59.59,60.00,60.43,59.55
59.75,59.03,59.95,58.83
58.96,58.24,59.05,57.16
58.69,59.73,59.73,58.29
59.62,58.32,59.62,57.86
60.63,61.07,61.67,59.67
61.93,61.78,62.26,60.75
61.67,58.53,61.80,58.53
58.74,57.91,59.29,56.57
57.76,59.03,59.29,57.56
59.00,57.88,59.22,57.83
57.12,56.40,57.17,56.05
56.33,56.20,56.82,54.95
56.87,56.91,57.35,56.46
57.12,57.06,57.14,55.92
57.06,59.26,59.47,56.98
59.62,58.88,59.71,58.31
58.72,58.01,58.79,57.63
58.11,57.12,58.31,56.20
57.30,56.61,58.14,56.50
57.07,59.04,59.40,56.84
59.04,58.72,59.66,57.69
58.01,58.79,59.19,57.94
58.93,57.76,58.99,56.99
58.19,57.37,58.29,55.74
56.92,57.61,58.13,56.92
58.12,57.27,58.35,56.70
57.48,57.65,58.51,57.38
58.06,59.55,59.71,57.91
58.69,59.22,59.94,58.31
59.65,59.22,60.31,59.05
59.36,58.97,59.60,58.04
59.05,58.85,59.32,58.36
58.89,56.91,59.21,56.04
56.71,56.54,56.77,55.91
55.43,56.54,57.53,55.30
56.75,57.74,57.75,56.42
57.70,58.95,59.33,57.24
59.13,61.00,62.48,59.00
61.16,60.61,61.68,60.34
59.63,59.70,60.19,58.47
59.26,58.06,59.26,57.62
59.23,59.87,59.88,58.22
58.88,58.57,59.66,57.53
58.72,59.91,60.81,58.07
60.29,59.70,60.77,58.95
59.94,60.02,60.38,58.81
60.16,61.43,61.50,59.74
61.55,62.11,62.73,61.40
62.40,61.73,63.31,61.51
61.70,60.92,61.70,59.94
61.46,61.27,62.18,61.08
61.06,61.00,61.32,59.58
62.02,57.94,62.58,57.62
58.57,58.81,59.56,58.20
59.65,61.76,63.04,59.59
61.61,62.01,62.67,61.35
62.51,62.97,63.98,61.91
62.81,63.54,64.18,62.22
63.28,62.55,63.47,61.92
62.42,61.56,62.42,60.63
61.09,60.88,61.53,60.70
60.97,62.03,62.03,60.81
61.54,60.34,61.87,59.88
61.82,61.06,62.31,60.27
61.68,63.05,63.37,61.50
63.01,64.63,64.94,63.01
64.54,63.94,65.40,63.68
63.82,63.02,65.55,62.47
61.64,63.02,63.05,60.72
62.24,61.60,62.24,60.81
63.03,62.87,63.84,62.27
62.44,62.69,63.57,62.30
62.37,61.90,62.62,61.20
61.23,60.64,61.69,60.60
60.72,61.01,62.14,60.50
61.17,61.31,62.42,60.58
61.30,61.20,61.86,60.46
61.30,62.12,63.27,60.67
62.45,63.16,63.41,61.70
63.61,63.05,63.63,62.34
62.00,61.86,62.82,61.43
62.61,61.61,62.78,61.37
61.43,62.35,62.59,61.36
62.42,61.75,62.54,61.27
62.46,62.72,62.99,62.19
62.87,62.48,63.65,62.33
62.53,62.17,63.38,62.03
61.09,60.46,61.51,60.14
