SM,SM Energy Company Common Stock,NASDAQ
36.97,35.44,37.18,34.44
35.69,35.09,36.11,33.05
35.51,36.62,37.30,35.50
38.60,36.72,39.28,36.54
37.37,37.34,37.48,35.54
36.74,35.47,36.97,35.39
34.39,34.81,35.02,33.46
34.81,35.43,35.46,34.41
35.38,36.15,36.43,35.21
36.38,35.69,37.08,35.56
36.03,35.11,36.41,34.96
35.43,35.44,36.46,34.97
35.25,35.47,35.95,35.09
35.80,35.62,36.31,35.38
35.85,35.12,36.28,34.85
34.86,34.71,35.08,34.08
34.68,34.48,35.82,34.34
35.65,34.30,35.67,32.38
34.29,35.62,35.84,33.77
35.89,36.08,36.77,35.34
36.20,35.76,36.36,35.12
35.08,34.49,35.19,34.23
34.86,33.86,35.11,33.60
34.29,34.56,34.63,33.46
35.09,34.25,35.29,33.75
33.99,33.16,34.29,33.10
