FCNCA,First Citizens BancShares,NASDAQ
357.41,359.35,361.08,357.41
359.88,361.47,364.00,358.04
360.96,364.60,364.62,359.84
364.07,362.67,364.70,361.65
364.00,363.78,365.00,363.16
364.00,362.48,365.88,361.57
363.50,365.09,367.00,362.00
365.00,359.04,366.73,357.14
360.38,360.08,362.46,358.80
361.50,364.73,364.73,359.66
365.00,362.73,365.00,362.18
363.00,363.56,365.00,361.00
362.70,364.82,365.91,362.70
364.60,364.81,365.50,363.30
364.79,362.01,364.79,361.52
361.62,356.19,362.15,353.00
355.48,355.00,357.06,354.13
357.60,354.99,359.09,353.32
355.00,358.54,360.70,355.00
358.65,352.16,358.65,348.00
352.16,354.02,357.30,349.71
351.29,347.92,351.29,344.25
349.00,356.68,356.72,348.00
356.00,359.08,359.09,354.95
358.60,353.95,358.60,351.00
355.00,357.90,359.25,355.00
