FCNCA,First Citizens BancShares,NASDAQ
200.50,204.75,206.09,198.20
202.14,206.31,207.52,202.14
204.36,204.52,207.78,203.18
203.54,205.47,206.20,202.25
204.96,205.63,206.10,202.51
203.80,204.71,204.99,202.25
204.76,207.55,208.00,202.51
204.51,205.52,206.91,203.10
205.40,198.67,206.00,198.67
198.19,201.06,202.62,197.95
202.00,206.50,206.94,201.60
204.62,204.69,206.41,203.32
202.64,207.90,208.40,202.64
206.00,206.99,208.79,205.95
208.99,207.81,210.10,206.60
207.70,204.03,209.65,202.48
206.60,207.19,207.99,204.00
208.00,209.00,209.49,206.96
208.01,206.00,209.50,205.80
206.27,207.88,208.42,205.98
206.00,205.79,207.30,204.00
203.80,204.07,205.99,199.49
203.00,196.35,205.21,196.35
198.00,197.45,202.78,197.00
205.48,205.00,205.48,201.43
202.21,205.30,208.59,202.21
206.80,206.00,207.49,204.50
207.38,205.13,207.38,204.40
204.56,202.77,206.25,202.35
203.70,203.16,205.37,201.42
205.60,201.39,207.07,201.37
202.12,199.30,203.43,198.66
198.58,192.40,199.98,192.40
190.21,194.04,196.34,190.21
192.55,190.07,194.81,189.92
188.01,191.64,192.47,186.40
192.84,194.85,202.00,191.74
196.27,202.96,202.96,194.00
200.53,200.00,201.63,198.52
201.50,200.60,206.73,198.16
200.00,204.00,205.01,198.73
203.07,203.28,206.13,202.92
198.78,199.35,202.33,198.78
201.95,197.28,203.59,196.61
198.87,196.80,199.32,193.82
197.26,195.19,198.49,193.90
196.10,200.94,202.53,196.10
198.29,199.23,199.97,197.15
201.34,195.97,201.34,195.00
198.58,203.74,203.99,196.57
201.00,206.00,206.46,200.00
205.55,203.78,205.99,203.32
204.50,211.67,211.94,204.10
212.31,210.71,213.99,208.51
210.00,202.91,210.00,202.44
203.44,199.72,203.45,199.35
199.02,196.57,200.00,195.91
196.89,197.16,199.44,196.77
199.51,196.92,200.86,196.92
195.80,192.29,195.95,192.11
194.01,192.33,197.35,192.33
192.42,189.87,197.79,188.55
190.27,187.92,190.27,186.90
191.49,183.64,191.49,182.53
187.58,189.42,189.42,180.89
190.53,191.62,192.64,189.69
191.01,193.15,193.15,188.33
192.89,192.96,194.47,192.00
194.68,199.45,199.79,193.51
197.85,195.99,198.19,195.35
195.66,193.65,195.66,193.63
192.99,188.14,192.99,187.40
189.29,188.54,190.36,187.23
186.92,189.00,189.29,185.99
191.44,186.66,193.00,186.60
189.79,195.18,195.18,189.61
194.01,194.54,195.96,192.99
195.94,196.00,197.00,193.50
196.58,197.31,197.81,195.70
196.23,193.76,196.23,193.76
194.31,192.95,195.50,191.20
191.16,189.01,192.95,188.51
190.75,192.94,192.94,190.70
192.58,194.77,196.40,191.90
190.23,196.20,197.12,190.23
195.73,191.49,195.94,191.49
190.86,190.61,191.35,188.96
192.71,194.00,194.00,191.34
193.88,189.24,193.88,189.11
187.15,184.25,187.15,183.14
182.17,183.15,184.71,182.07
183.20,180.79,183.86,180.79
180.93,177.52,180.93,176.70
180.00,177.40,180.43,177.40
177.95,177.30,178.70,176.99
177.95,177.11,178.00,176.61
176.12,173.59,176.12,173.00
174.11,169.03,174.11,169.03
167.24,173.75,174.16,165.36
172.53,174.90,175.12,172.24
174.99,173.87,175.30,173.74
175.09,172.91,175.74,171.55
174.71,169.67,174.71,169.67
168.96,167.97,170.89,166.88
168.54,176.93,177.88,168.10
174.05,178.64,178.64,174.05
179.99,183.50,183.95,179.99
182.86,182.27,184.25,181.92
183.12,181.81,184.17,181.81
184.17,182.05,184.99,180.35
181.46,181.52,182.13,180.54
182.91,183.43,183.55,181.00
183.00,181.71,183.85,178.00
180.00,181.00,182.49,180.00
182.10,182.46,183.75,181.03
183.79,183.50,184.05,182.84
183.50,184.43,184.85,183.08
183.96,184.20,186.72,183.96
184.00,183.00,184.71,181.62
180.71,181.65,183.99,180.71
183.87,184.40,184.75,183.20
184.00,184.00,185.70,183.52
183.18,186.37,186.37,183.18
185.50,184.00,185.50,183.50
186.47,185.27,187.00,183.14
185.16,187.97,187.97,184.09
187.51,186.30,189.31,185.58
188.57,189.48,190.62,187.45
189.15,188.90,191.41,188.90
189.66,187.26,189.71,185.61
187.26,187.26,188.52,186.43
185.96,185.80,186.92,185.31
185.69,188.03,188.03,185.11
188.00,192.48,192.99,188.00
191.36,189.75,191.68,189.57
190.89,186.95,192.65,186.95
187.32,188.71,189.75,186.95
187.09,186.36,188.95,186.36
188.81,188.36,189.63,186.99
188.06,187.10,188.60,186.60
186.60,187.00,187.00,184.58
188.28,186.31,188.94,186.29
187.74,185.13,188.45,184.96
184.93,185.80,187.05,184.93
187.01,186.96,187.17,185.73
185.74,186.44,186.85,184.03
186.30,183.54,186.30,182.01
184.27,185.77,185.77,182.97
184.72,186.89,186.89,184.72
186.89,193.00,193.00,183.43
192.57,195.00,195.00,189.07
191.07,190.07,191.07,189.13
191.34,185.02,191.34,185.02
185.65,189.76,191.11,185.65
188.00,186.32,188.28,186.06
185.06,182.95,187.06,182.95
183.63,185.84,185.84,182.57
185.20,182.29,185.20,182.29
181.96,184.09,186.29,181.40
185.70,181.35,186.72,180.27
180.88,180.25,182.30,180.25
180.26,178.52,181.49,178.52
177.24,178.27,180.01,176.77
180.88,183.46,183.96,179.90
180.10,179.21,180.10,179.21
178.97,177.76,179.78,177.00
177.22,173.89,179.28,173.89
176.00,178.71,178.71,176.00
179.13,180.99,181.18,178.31
178.66,183.69,183.80,178.66
182.51,186.53,187.00,182.34
188.61,183.93,189.15,183.93
183.41,187.72,188.22,183.03
188.53,187.85,188.53,186.00
186.36,188.06,189.67,186.36
188.68,185.80,189.53,185.65
185.60,186.00,188.82,185.60
186.01,186.00,188.26,185.90
186.20,187.27,188.57,185.90
186.75,187.57,189.39,186.75
188.78,188.59,189.99,187.41
189.50,192.17,193.17,189.00
192.47,198.06,198.06,192.47
197.50,194.43,197.50,194.43
195.57,196.02,196.22,194.85
194.08,195.15,195.91,194.08
195.13,195.11,196.35,194.71
194.50,192.02,194.69,192.02
193.89,189.05,193.89,189.05
191.38,193.00,194.77,190.85
193.00,191.71,193.00,190.40
191.20,192.90,193.52,191.20
192.00,192.62,193.00,192.00
192.70,190.03,193.00,190.03
189.51,190.67,190.84,188.81
190.56,190.74,191.19,189.30
191.54,191.98,193.00,191.54
191.96,190.92,191.96,190.61
190.11,195.50,195.69,190.11
194.74,194.45,194.95,193.82
195.01,192.96,195.71,192.96
193.20,194.35,194.94,193.20
195.73,195.56,195.73,194.06
195.00,199.00,199.96,195.00
197.20,198.61,201.70,196.57
199.74,199.46,200.26,199.00
198.27,201.36,201.83,198.00
200.85,200.00,202.47,199.11
201.17,201.17,202.86,199.36
201.26,201.19,202.43,200.10
199.21,198.18,202.71,198.16
198.86,198.13,198.86,196.00
198.00,198.39,198.39,197.14
199.01,198.72,199.01,198.01
197.51,197.74,198.00,196.91
197.78,194.78,197.78,194.78
193.95,195.95,197.02,193.72
195.00,200.30,200.30,195.00
199.60,199.22,200.21,198.82
199.43,199.99,200.68,198.86
200.16,201.00,201.59,199.60
201.00,202.59,202.59,199.99
202.00,203.49,203.49,201.85
201.59,199.90,202.72,197.77
202.19,200.67,202.19,200.50
200.00,200.13,201.69,200.00
201.00,202.00,202.18,200.80
202.76,202.00,203.19,202.00
202.18,202.15,202.74,202.00
202.00,202.01,203.11,201.92
204.00,207.34,207.34,203.28
207.47,206.05,207.47,205.20
207.20,205.91,207.94,205.91
206.50,204.66,208.55,204.45
205.94,207.12,207.26,205.70
206.10,205.15,206.10,204.50
205.75,205.49,205.86,204.84
203.74,205.00,205.59,203.62
200.00,198.85,201.73,198.77
199.30,195.78,199.30,194.93
198.28,199.88,200.29,196.49
202.31,198.77,202.31,198.77
201.38,201.28,201.39,199.23
204.10,200.53,204.10,199.85
200.01,198.00,200.17,196.80
198.35,198.33,198.36,197.50
198.37,198.00,199.77,198.00
198.00,198.00,199.85,198.00
198.01,198.00,199.38,198.00
198.09,199.97,200.10,198.09
199.74,200.58,201.47,199.67
200.98,201.20,202.22,199.91
201.45,200.72,201.45,200.10
200.05,200.63,201.16,199.80
200.23,202.50,202.94,200.23
202.25,202.79,204.88,202.25
204.89,203.27,204.89,202.82
202.12,203.00,203.95,202.12
202.90,203.50,204.17,202.38
203.71,203.00,203.71,202.61
202.95,203.02,203.89,202.20
203.10,203.60,203.60,202.42
202.50,202.50,202.60,202.20
202.52,198.60,202.52,198.38
199.51,201.38,201.38,199.51
202.77,200.57,202.77,200.10
199.80,197.94,199.80,196.61
203.94,200.00,203.94,198.95
199.78,201.66,201.66,199.78
200.76,200.85,201.19,200.72
200.54,200.01,200.70,200.00
199.15,200.40,201.61,199.15
200.80,200.00,201.35,199.62
200.01,200.43,200.56,200.00
200.11,199.74,200.11,199.74
199.35,199.08,200.55,199.08
199.00,197.15,199.00,197.15
193.91,198.45,198.64,193.91
198.91,198.50,199.89,198.48
198.40,198.32,198.87,198.25
195.73,196.00,196.52,195.73
195.03,195.88,197.79,195.03
195.90,197.05,197.67,194.00
197.00,198.39,198.39,195.95
197.31,195.70,198.20,195.45
196.50,196.77,196.77,196.00
196.97,192.80,196.97,191.94
193.76,191.80,193.76,191.73
191.15,190.00,191.15,187.82
189.72,190.18,190.78,189.05
191.02,191.83,191.93,189.20
192.48,195.59,195.88,192.20
194.20,189.03,194.20,189.03
189.60,187.43,189.60,187.00
186.18,186.53,189.01,185.75
187.00,187.00,187.46,186.02
186.57,184.01,187.35,184.01
184.02,183.90,184.35,182.31
185.00,184.72,186.32,183.90
183.73,181.24,183.73,178.05
182.12,178.95,182.21,176.48
179.93,178.82,180.71,178.34
178.34,180.32,182.29,178.34
179.23,181.03,183.10,179.23
181.82,182.50,185.36,181.67
182.17,184.01,184.39,181.01
184.02,185.81,186.57,183.54
185.74,185.18,186.61,184.42
184.05,182.52,184.61,182.31
181.95,180.00,182.74,179.52
186.08,181.65,186.08,181.00
181.64,183.10,183.40,181.64
183.41,187.28,187.31,182.98
187.60,187.22,188.12,187.05
186.48,190.17,190.17,186.48
191.66,187.40,191.66,187.40
187.74,189.68,190.67,187.74
190.88,191.26,191.26,190.00
185.09,187.36,190.95,185.05
186.26,185.22,186.85,185.00
185.27,186.36,189.89,185.27
186.87,186.74,189.11,185.21
186.00,184.13,187.62,184.13
185.00,183.79,185.89,183.43
183.07,183.17,184.30,180.68
185.75,184.59,185.75,183.02
185.53,184.22,185.70,183.10
185.83,188.11,188.55,185.53
187.30,185.69,187.30,184.22
184.95,185.42,186.69,183.21
184.26,182.60,186.26,182.60
182.47,179.76,183.00,179.76
181.98,180.11,183.18,179.95
179.98,180.12,183.47,177.81
180.58,178.22,182.07,173.00
177.59,174.71,177.68,174.71
172.55,173.84,176.39,170.32
170.74,165.83,174.30,163.80
169.01,165.21,169.01,155.37
162.25,149.21,164.80,146.26
153.00,152.24,157.44,140.52
150.16,151.00,154.83,147.84
148.74,152.35,153.36,148.74
148.31,151.20,153.40,148.31
151.68,155.48,155.60,151.68
156.85,153.04,157.13,153.04
154.24,154.51,156.75,153.88
151.97,146.17,153.49,146.17
145.55,143.77,149.77,142.78
147.43,144.52,147.43,144.09
145.85,153.40,153.48,143.72
150.12,153.75,155.00,150.12
154.01,151.58,156.64,150.29
149.15,154.25,154.79,149.00
155.95,159.83,159.83,154.49
159.14,158.64,159.40,156.74
159.31,159.00,160.62,156.83
160.38,153.79,160.38,153.37
161.00,149.21,161.00,147.22
147.87,149.78,149.98,146.95
150.41,159.39,159.39,150.31
157.72,154.52,160.98,154.51
153.01,148.70,154.07,148.42
147.61,151.84,152.47,147.57
152.49,154.44,155.27,151.34
154.21,153.99,156.26,153.58
154.57,156.86,156.86,153.54
156.91,154.64,159.79,154.52
151.51,151.31,154.67,150.43
151.31,150.59,152.24,150.35
151.24,141.38,151.24,141.38
138.17,138.71,143.84,137.10
139.51,140.77,142.59,138.55
140.00,145.58,145.95,139.08
147.78,148.90,152.59,146.11
148.54,143.30,150.26,143.01
145.88,146.45,148.99,143.13
144.81,143.54,147.00,143.24
144.33,139.53,146.32,139.48
138.94,145.50,147.45,138.71
147.50,150.85,151.00,145.37
151.22,154.70,154.75,149.50
155.00,148.11,155.00,147.16
147.97,150.00,150.00,147.97
149.21,153.35,153.75,149.15
155.24,157.50,157.91,152.35
156.96,154.55,157.04,153.23
153.94,156.56,156.56,153.90
153.99,151.00,154.87,150.33
152.05,159.32,159.32,148.48
158.70,157.43,159.23,156.15
156.82,157.30,157.94,154.79
159.00,160.00,160.45,157.97
159.69,162.67,164.44,155.13
162.02,158.10,163.80,155.04
159.79,163.65,164.01,157.37
166.44,169.55,170.45,165.74
170.40,169.39,170.40,164.10
168.15,163.05,168.60,163.01
159.15,155.22,161.68,155.00
157.00,163.81,164.47,156.50
165.00,166.50,167.23,162.01
165.79,163.24,165.79,161.83
162.09,166.07,166.07,161.33
166.40,171.61,173.65,163.13
168.09,162.68,168.98,161.75
166.64,170.70,171.00,164.40
171.41,171.08,173.72,171.08
170.05,167.26,171.74,166.60
166.80,166.76,168.03,163.79
173.19,164.01,173.19,164.01
164.87,161.84,170.89,161.17
162.62,165.96,166.15,161.91
163.86,161.00,164.30,159.65
159.89,161.85,163.71,159.89
160.25,158.60,160.25,156.61
156.62,159.78,160.00,156.62
163.79,161.77,163.79,161.00
162.41,159.85,162.41,159.62
164.89,171.66,171.66,160.26
169.01,169.59,171.29,165.40
171.49,170.45,172.95,168.56
171.69,171.83,172.83,170.15
171.05,171.98,173.41,170.19
171.41,173.45,173.45,168.71
171.43,168.87,173.50,168.03
167.02,174.35,174.35,167.02
171.79,173.06,173.88,170.00
173.44,170.27,174.29,168.67
170.83,169.01,170.95,167.01
170.16,171.22,173.58,169.00
171.85,172.03,174.69,171.65
172.16,168.75,172.16,166.20
171.46,175.93,175.99,171.46
174.87,177.10,178.51,172.99
177.39,180.25,180.25,176.11
179.48,178.80,179.56,178.44
177.94,178.19,178.40,177.05
176.87,175.11,176.87,174.99
175.47,177.09,178.19,174.32
177.06,174.99,177.06,174.13
178.54,179.29,180.81,175.28
179.18,177.29,179.64,177.29
176.33,177.90,180.00,175.59
176.96,177.84,177.84,175.61
176.74,180.00,180.00,176.74
181.22,183.35,184.87,181.11
182.99,184.76,184.87,182.04
184.50,185.99,186.77,184.31
185.00,183.29,185.00,183.16
184.04,181.09,184.88,180.31
178.08,182.97,183.53,178.08
183.09,179.38,183.09,178.65
178.61,181.95,182.48,177.54
180.58,180.49,181.07,179.17
179.00,179.85,182.23,178.77
179.29,179.62,180.73,178.59
180.20,175.77,180.20,175.62
175.01,176.92,178.16,175.01
175.67,176.28,178.40,175.67
177.91,176.81,178.00,174.55
179.41,180.49,180.49,174.96
180.27,179.31,180.27,178.22
180.00,184.84,185.00,179.68
182.93,184.42,184.94,176.89
184.00,183.00,184.93,183.00
183.86,181.07,183.86,180.93
181.70,179.04,181.84,179.04
178.90,179.78,180.02,176.96
179.94,181.40,181.85,179.94
180.50,179.40,180.50,179.23
180.12,178.25,180.12,177.65
177.32,180.24,180.25,177.18
181.64,180.05,181.64,179.15
179.11,178.70,179.11,177.40
179.38,175.05,179.38,174.54
175.24,178.55,178.55,174.55
177.10,178.00,178.06,177.10
176.00,178.78,178.84,176.00
179.47,177.41,179.47,176.00
177.86,176.15,178.00,175.67
177.17,177.99,178.86,175.36
178.19,176.09,178.94,176.09
176.25,171.99,176.25,171.68
171.20,165.89,171.96,165.89
166.51,168.96,169.86,166.43
169.99,169.53,170.00,167.77
169.20,170.00,170.25,169.06
170.00,169.72,171.29,169.71
170.01,176.27,176.27,169.72
175.89,178.10,178.32,175.21
178.57,178.71,179.69,176.85
178.19,180.85,180.85,178.07
180.44,182.84,183.00,179.75
182.00,182.46,182.80,181.39
181.98,182.52,183.15,180.88
181.99,182.87,183.28,180.80
182.50,183.33,183.33,182.20
184.00,186.45,187.72,183.71
186.42,183.10,186.42,183.10
183.79,184.26,185.43,183.01
183.60,183.08,184.68,183.00
183.71,182.69,183.84,182.01
181.71,182.63,182.85,181.45
182.63,181.81,182.63,180.00
180.42,177.65,180.42,177.11
177.73,177.55,177.95,176.00
175.12,173.45,176.92,172.77
173.20,170.60,174.68,170.49
174.90,174.20,174.90,172.01
174.17,175.31,175.64,174.17
174.79,171.45,174.98,171.00
172.27,173.09,174.88,171.01
174.04,174.44,176.96,174.04
173.90,171.12,173.90,171.00
171.33,171.20,173.44,169.82
171.82,172.72,173.65,171.46
171.21,171.41,172.64,170.50
171.58,173.50,174.31,171.23
174.99,174.48,175.35,168.70
173.18,173.83,175.60,170.53
174.06,175.00,175.00,173.95
174.80,173.30,174.94,173.06
173.16,171.45,174.92,171.11
170.82,170.50,171.64,168.72
170.38,170.03,173.30,170.03
171.39,170.78,175.00,167.47
172.85,172.85,173.67,171.86
171.13,172.25,173.60,169.21
172.50,170.89,174.00,170.89
171.31,173.40,174.93,171.31
171.22,172.11,174.80,171.22
173.64,170.21,173.64,170.01
170.20,168.74,171.85,168.50
171.51,169.38,171.90,168.52
169.99,167.15,169.99,166.66
168.58,165.00,169.79,164.89
165.12,165.14,166.77,164.58
168.00,165.68,168.00,163.51
165.98,165.00,165.99,162.87
165.75,165.00,165.75,162.05
163.32,166.83,167.21,163.25
166.51,169.09,170.46,166.00
167.91,166.69,170.34,166.00
166.11,168.50,169.46,163.95
166.81,162.11,167.00,160.12
162.75,164.00,164.43,161.60
164.09,164.38,165.15,162.51
164.16,166.23,166.23,164.16
166.84,166.87,169.59,166.08
166.51,167.00,169.24,164.87
166.66,165.62,167.49,164.00
166.16,166.00,166.89,164.25
165.71,163.59,166.90,163.55
163.21,164.00,164.89,163.02
163.79,165.27,166.97,163.25
165.87,166.25,167.39,164.36
165.28,167.90,168.22,165.28
166.80,167.00,168.01,164.99
166.16,163.87,171.85,163.05
165.72,166.00,166.32,163.52
164.27,163.22,165.47,162.48
163.80,164.50,165.29,163.80
165.89,164.44,165.89,163.80
164.20,163.89,165.75,161.91
168.51,166.65,168.51,163.45
166.71,166.13,168.99,164.01
167.82,169.19,169.19,166.73
166.91,167.45,170.52,166.05
165.06,167.00,168.93,165.00
165.77,167.29,167.72,165.77
166.88,167.21,167.88,166.86
167.80,168.60,170.14,167.25
168.30,167.01,168.30,167.01
167.74,170.30,172.31,167.74
169.69,166.51,172.67,166.00
166.85,168.00,168.73,166.35
166.26,165.22,167.90,165.22
165.71,164.34,166.01,163.69
164.11,163.80,166.44,163.80
163.80,163.25,163.91,162.01
164.00,161.89,164.31,161.01
162.58,163.32,163.49,160.52
164.23,163.68,167.71,163.00
163.05,165.72,165.94,161.77
164.95,163.32,164.95,162.95
163.50,164.29,165.34,163.00
164.16,164.05,166.01,163.60
162.25,162.78,163.60,161.77
163.41,164.40,167.61,163.41
165.13,163.13,165.43,163.10
164.16,165.99,168.27,164.16
166.06,166.42,167.94,165.99
167.62,166.63,168.00,166.50
165.46,162.71,165.46,162.55
162.84,163.53,164.24,162.56
166.68,162.78,166.68,162.25
164.10,165.89,168.25,164.10
165.21,164.99,166.00,164.91
164.15,166.73,166.73,163.26
164.41,166.22,167.30,164.41
167.27,166.80,168.64,166.00
166.30,163.91,166.30,163.66
163.37,161.91,163.37,161.88
161.84,164.99,165.06,161.84
164.05,163.20,165.66,162.17
163.68,166.27,166.74,163.68
164.21,166.75,166.85,163.65
165.20,165.05,166.18,164.28
165.85,165.14,166.80,165.14
164.70,164.92,165.44,162.76
164.64,164.01,165.46,163.55
164.05,166.75,167.46,164.05
166.99,167.38,168.29,165.06
166.87,166.86,167.54,166.10
166.30,167.88,168.56,166.15
167.25,167.18,167.75,166.35
166.55,168.70,169.53,166.30
168.80,170.02,171.99,168.80
169.45,168.05,169.45,160.93
168.95,167.60,168.95,167.10
167.01,165.40,168.28,164.36
165.00,164.05,165.56,164.05
164.46,165.01,166.58,164.32
163.53,164.06,164.90,163.53
164.50,164.00,165.79,164.00
164.00,161.20,164.17,160.95
161.94,162.01,162.79,161.03
162.69,162.90,162.90,161.26
163.15,164.47,164.76,163.15
164.92,165.57,165.75,164.00
165.95,165.41,166.75,165.00
165.72,166.32,166.85,165.70
166.37,166.06,167.24,165.81
166.60,167.29,167.76,165.98
165.74,166.39,166.86,165.74
165.56,165.71,166.50,165.56
165.99,167.30,167.44,165.96
167.00,165.35,167.80,164.85
165.40,165.30,166.40,165.20
165.84,166.24,166.80,164.00
166.17,167.50,167.52,165.05
167.38,166.92,168.00,166.69
165.74,166.62,166.92,165.52
166.89,168.53,168.53,166.89
167.43,167.03,168.09,165.67
168.22,165.90,168.22,165.30
167.55,167.81,167.86,167.06
167.99,166.86,168.08,166.78
167.34,168.75,169.00,166.52
169.01,169.67,169.97,168.11
168.71,169.23,169.50,167.22
169.40,169.06,169.50,168.42
169.25,174.00,174.30,166.10
172.37,170.31,172.69,170.00
170.00,167.89,170.61,166.49
166.69,174.36,174.88,166.69
173.45,170.70,173.45,169.88
170.93,170.24,171.80,167.20
168.22,166.00,169.06,162.25
169.58,166.73,169.58,165.85
166.40,164.95,167.00,164.01
165.56,166.82,168.25,165.56
165.89,166.64,168.62,165.85
165.01,166.06,166.06,164.40
165.15,169.91,169.91,165.15
167.00,167.52,168.41,166.61
167.53,164.03,169.26,164.00
163.63,165.00,165.52,162.58
165.51,165.00,165.51,164.86
165.22,165.00,165.24,164.36
164.30,165.00,165.12,164.05
164.22,162.75,164.22,162.10
162.58,163.09,163.79,162.52
163.93,162.26,163.93,162.12
161.61,161.00,162.58,160.30
162.00,160.08,162.31,159.30
160.80,159.54,162.94,159.31
159.25,157.88,160.28,157.27
157.88,157.13,157.88,156.83
157.00,156.48,157.88,156.01
156.85,157.76,159.08,155.00
158.90,159.00,159.91,157.83
159.31,164.00,164.70,159.00
163.66,164.04,164.75,163.11
163.44,165.00,165.60,162.50
163.37,164.00,165.00,163.37
164.50,163.53,164.50,162.19
162.90,162.10,162.90,160.08
161.84,161.74,163.61,160.86
162.55,163.50,164.24,160.50
165.87,167.50,169.02,165.50
168.41,170.22,170.58,168.00
170.21,171.38,172.96,170.21
169.89,169.68,170.15,168.78
170.71,170.61,171.30,168.09
170.26,169.39,172.00,169.32
170.00,171.00,171.00,169.03
171.13,168.84,171.13,168.56
169.00,169.00,169.98,168.75
168.70,169.34,169.43,168.00
168.87,170.11,170.66,168.70
170.80,172.02,173.94,170.67
170.18,170.66,171.76,170.18
171.49,172.25,172.34,171.10
172.44,172.65,172.99,171.64
172.91,168.32,173.00,168.32
169.53,171.72,173.49,168.81
170.21,172.56,174.00,170.21
171.79,172.53,173.99,171.32
169.81,172.99,173.50,169.81
172.52,174.36,174.89,171.50
174.57,177.00,177.25,174.55
175.17,174.70,176.35,174.10
173.99,175.83,176.00,173.77
175.30,178.25,179.50,174.93
176.86,178.25,178.74,176.17
177.90,178.39,179.37,176.79
179.21,178.60,184.30,177.07
178.60,180.43,180.44,177.65
181.32,178.66,181.32,178.35
180.00,179.31,180.64,178.80
179.18,178.92,180.38,178.18
180.69,179.51,180.69,178.80
179.10,178.24,181.14,178.15
178.56,177.66,179.30,177.10
176.55,180.02,180.80,176.55
181.20,176.24,181.34,175.92
177.52,178.01,179.45,177.01
177.61,179.68,181.76,177.61
179.51,179.55,181.00,179.01
178.20,177.29,180.86,175.92
177.01,175.45,177.29,174.13
178.69,178.48,178.69,176.02
177.75,179.04,179.34,177.70
178.65,179.35,181.00,178.26
179.50,182.83,183.00,179.50
182.00,182.46,182.86,181.05
182.00,179.59,182.05,178.50
179.89,180.74,180.89,179.15
181.24,179.95,181.36,179.31
180.00,183.01,183.45,179.90
181.81,181.20,182.08,180.50
180.60,180.80,181.15,180.00
182.44,182.17,183.34,181.53
182.03,181.56,182.50,180.10
181.52,181.60,182.23,181.00
182.81,182.84,183.59,181.21
183.50,181.90,183.50,180.56
181.49,180.72,182.66,180.25
180.61,182.70,182.91,180.25
181.31,180.90,183.08,180.48
181.90,181.24,183.38,180.10
181.04,180.10,181.04,179.28
180.74,182.06,182.20,180.51
179.70,181.88,182.30,179.70
181.80,180.00,182.35,180.00
180.61,182.14,182.14,180.00
181.99,186.05,186.20,181.86
186.60,188.10,188.88,186.31
188.00,189.44,190.43,186.95
188.11,183.88,188.55,183.85
183.64,184.31,184.75,182.82
182.61,180.75,184.30,180.56
180.43,181.27,182.90,180.11
181.16,181.40,182.39,180.88
182.15,181.00,182.15,179.71
181.23,184.59,185.80,181.23
185.53,183.03,185.53,183.01
182.85,183.24,185.22,182.61
182.40,181.94,183.23,181.15
182.97,183.08,184.00,181.90
182.94,186.42,186.46,182.94
185.75,185.70,187.59,183.65
186.18,187.23,188.78,186.01
188.00,189.01,191.82,188.00
187.02,188.29,192.60,187.02
188.00,189.00,189.61,187.40
188.00,191.37,191.99,186.53
190.43,193.55,194.00,190.15
193.30,193.95,194.81,192.75
193.00,193.87,195.00,191.28
193.47,196.33,196.33,192.88
195.15,198.28,198.96,194.90
197.12,198.42,198.84,197.10
199.98,198.85,199.98,198.26
197.97,199.81,200.49,197.97
200.00,199.98,200.00,197.76
199.07,198.30,205.11,197.60
197.72,196.55,197.72,195.07
196.52,196.00,197.20,194.44
197.51,200.90,200.90,197.51
197.40,197.12,199.24,196.22
196.86,198.12,198.90,196.86
197.44,197.27,199.97,196.69
197.56,198.26,198.26,196.03
198.09,197.43,199.00,197.28
197.70,195.99,198.15,193.60
195.15,197.86,197.86,194.59
197.94,197.46,198.14,196.60
196.98,199.80,199.85,196.32
198.98,197.72,200.29,196.82
199.47,198.66,199.47,197.62
198.00,201.42,202.50,197.29
200.65,200.60,203.65,200.50
200.41,204.55,204.83,200.41
205.00,205.34,206.11,204.00
205.49,203.02,206.75,202.15
200.00,198.91,201.96,198.88
