SAM,Boston Beer Company,NASDAQ
174.15,175.75,176.35,172.90
175.40,174.95,176.05,171.55
174.60,173.55,176.50,172.10
173.50,172.15,173.50,167.86
171.95,171.80,172.40,169.00
171.45,169.35,173.15,168.43
169.05,169.20,169.93,167.40
169.05,170.25,170.70,164.65
170.95,172.20,173.85,170.75
171.95,169.10,172.30,168.20
168.65,167.35,170.85,167.00
167.10,166.65,167.75,164.35
166.90,169.60,171.30,166.85
169.15,171.60,172.50,169.00
171.50,169.30,172.50,168.65
169.75,169.95,170.90,167.90
170.00,169.85,170.05,167.90
170.70,170.40,171.75,167.70
171.30,174.90,175.60,170.95
173.40,172.25,174.80,171.95
172.50,171.35,174.18,171.20
164.45,161.30,167.10,157.55
161.00,160.60,162.80,159.80
160.95,156.60,160.95,156.30
156.60,157.30,157.95,154.60
157.60,158.60,159.40,156.90
