SAM,Boston Beer Company,NASDAQ
53.53,54.09,54.32,53.24
53.94,54.50,54.54,53.69
54.74,55.87,55.95,54.65
56.01,56.27,56.53,55.89
56.40,56.45,56.94,56.00
56.13,56.49,56.50,55.40
56.50,56.84,57.11,56.35
56.99,57.02,57.37,56.86
56.43,57.19,57.28,56.07
57.04,57.40,57.45,56.88
57.43,56.59,58.00,56.53
56.11,55.45,56.85,55.37
55.55,55.59,56.31,55.27
56.06,58.52,59.94,55.77
58.72,57.01,59.32,57.01
57.23,58.63,58.86,56.88
57.97,56.90,58.90,56.90
56.76,56.19,56.76,55.56
59.44,55.82,63.17,30.00
55.90,55.05,56.38,53.37
57.75,59.10,59.95,56.80
58.79,58.79,61.04,58.66
58.90,60.25,60.81,58.84
60.72,61.38,62.81,60.70
61.15,60.61,62.00,59.94
61.14,61.20,61.52,59.91
61.83,61.07,62.31,60.84
61.11,61.34,61.67,60.36
59.56,57.77,59.79,57.67
56.57,58.62,59.32,54.86
58.94,59.73,61.38,58.75
58.77,60.75,60.87,58.01
61.36,61.45,62.97,60.74
62.99,63.60,63.87,62.48
63.99,66.05,66.41,63.81
65.75,66.07,67.93,65.27
66.82,67.60,67.82,66.23
68.28,68.02,69.15,66.92
67.34,66.74,67.99,66.69
67.00,66.31,67.63,65.88
66.79,66.34,67.20,65.82
67.06,66.89,68.13,66.68
68.03,67.67,68.04,67.07
67.74,69.38,69.49,67.01
70.49,70.85,71.08,70.05
71.04,71.51,71.73,70.75
70.61,72.05,73.36,70.61
72.89,72.17,72.89,71.58
72.50,72.72,73.45,72.40
73.59,72.79,74.52,72.75
73.22,71.91,73.89,71.88
71.47,70.91,72.10,69.08
70.14,70.39,70.99,69.66
70.24,70.10,70.41,69.65
70.24,70.90,71.62,69.80
70.58,67.36,70.58,67.28
67.07,67.45,68.36,67.07
67.51,64.73,67.51,62.63
64.53,64.41,64.77,63.60
64.15,66.08,66.88,64.14
66.72,69.50,69.56,66.68
69.53,69.93,71.12,69.09
69.46,70.02,70.57,69.38
70.43,69.50,70.43,69.19
70.48,69.83,70.52,69.35
70.00,69.85,70.06,69.50
69.96,69.00,69.96,67.90
68.49,67.51,69.10,67.45
67.55,68.17,68.55,66.68
67.20,68.38,68.54,66.99
68.96,67.15,69.00,67.10
68.25,69.41,69.68,68.13
69.63,71.39,71.71,68.57
71.78,72.43,72.43,71.55
73.00,71.93,73.00,71.39
72.00,71.38,72.00,71.00
71.44,69.86,71.97,69.31
69.03,69.36,70.24,68.50
70.04,67.60,71.12,67.21
67.88,67.86,68.25,65.11
64.00,67.71,67.81,60.95
67.09,67.34,68.50,65.59
67.01,66.59,67.01,65.74
66.75,67.72,67.92,66.53
67.48,67.48,67.84,66.78
66.08,66.31,67.05,65.67
65.08,65.09,66.27,64.56
64.52,64.94,65.55,64.52
64.47,65.50,65.50,63.02
65.89,66.41,67.48,65.89
66.56,67.22,67.53,66.22
67.20,66.70,67.25,66.38
66.40,65.16,66.60,65.00
65.08,66.80,66.98,65.08
65.72,65.87,66.55,65.22
65.17,65.73,66.20,64.85
66.20,65.05,66.20,64.90
65.16,65.56,66.08,64.38
65.17,65.23,66.86,65.00
65.12,65.71,66.50,64.50
66.46,67.52,67.79,66.01
67.68,68.21,68.36,67.11
68.65,68.59,69.00,67.08
68.50,67.10,68.50,66.88
67.51,67.44,68.24,67.34
68.37,67.83,68.49,67.03
68.00,67.31,68.03,67.03
67.63,68.54,68.71,67.31
68.18,67.50,68.50,67.25
67.14,68.51,68.62,67.14
68.51,68.35,68.83,68.01
68.89,67.69,69.04,67.64
67.50,69.85,69.93,67.50
69.85,68.52,69.86,68.20
68.51,67.42,68.57,67.00
66.80,67.36,67.84,66.20
67.64,68.41,68.45,67.64
68.30,68.36,68.81,67.66
68.33,67.76,68.33,66.78
67.41,67.56,68.15,67.13
68.02,66.87,68.10,66.16
67.50,66.74,67.53,65.75
66.39,66.34,66.71,66.00
66.94,67.47,67.51,66.11
67.28,66.23,67.49,66.09
66.79,66.29,66.79,66.08
66.51,66.59,66.98,66.30
66.74,66.65,67.00,66.20
66.41,66.86,66.95,66.17
67.00,67.90,68.26,66.70
68.08,68.42,68.45,67.68
68.72,68.46,69.05,68.13
68.82,70.84,70.90,68.57
70.45,68.77,70.46,68.29
69.17,69.34,70.00,68.81
69.79,70.06,70.58,68.80
70.53,70.65,70.75,70.10
70.87,71.70,71.83,70.87
71.58,72.25,72.44,71.31
72.03,71.34,72.45,70.46
71.87,71.34,72.56,70.87
70.97,71.59,72.05,70.97
72.06,72.61,72.97,71.58
73.09,73.31,73.72,72.92
73.24,73.18,73.71,72.14
74.00,73.67,74.00,72.99
74.68,81.96,82.24,74.44
81.84,83.14,83.46,81.48
83.02,82.04,83.02,81.58
82.26,82.68,82.69,81.17
81.93,82.49,83.11,81.55
81.55,81.49,82.15,80.84
81.83,81.15,82.00,80.28
80.58,80.24,81.00,80.00
80.52,80.82,81.27,80.31
81.89,82.68,82.70,81.89
82.80,82.26,82.80,81.67
81.65,82.76,83.38,80.83
81.90,82.51,82.66,81.50
83.11,83.29,84.20,83.00
82.62,82.43,82.75,82.20
82.00,82.36,82.63,81.00
81.70,81.68,82.32,81.17
83.00,82.29,83.66,82.02
82.10,83.32,83.45,82.10
83.00,84.35,84.44,83.00
84.00,84.84,85.19,84.00
85.56,85.07,85.79,84.63
85.30,84.70,86.53,84.64
83.88,84.10,84.49,83.45
84.12,84.49,84.86,83.41
84.99,84.52,85.15,83.94
84.94,84.75,85.07,84.37
90.00,94.97,96.67,89.96
95.02,95.31,95.70,94.58
95.31,96.06,96.10,94.27
96.50,97.72,98.28,96.20
98.51,99.53,99.79,98.02
100.00,98.01,100.93,98.00
98.01,97.91,99.19,97.47
97.84,97.66,98.06,96.60
97.84,97.17,98.38,97.00
97.49,97.02,98.00,96.88
96.66,96.39,97.45,96.38
96.58,95.09,96.65,95.00
96.01,96.85,96.99,94.28
96.85,94.04,97.23,93.60
94.49,95.46,95.53,93.53
95.74,91.50,95.80,90.76
91.19,90.65,91.74,88.01
90.44,90.49,91.29,89.40
90.96,92.48,92.64,90.63
93.35,93.31,93.96,93.01
93.52,92.90,93.91,92.23
93.13,92.87,93.87,92.30
93.18,92.76,93.55,91.83
92.57,91.97,92.65,91.00
91.48,90.79,92.00,89.55
91.61,91.21,92.50,90.70
91.06,90.68,91.96,90.52
90.50,90.26,90.77,89.56
90.34,91.08,91.23,89.79
90.70,91.33,91.92,90.00
91.45,89.76,91.80,89.75
89.97,90.01,91.34,89.41
90.31,92.47,92.97,90.27
92.17,92.51,93.68,91.81
92.32,92.19,92.92,91.73
92.28,93.83,94.11,92.10
93.81,93.16,95.91,93.10
92.98,93.17,93.31,92.00
92.85,91.75,95.19,89.69
91.31,91.75,92.00,90.44
91.15,93.26,93.26,90.81
93.18,94.19,94.62,92.00
93.85,94.00,94.85,93.76
94.44,94.99,94.99,93.59
95.00,96.66,97.60,94.72
96.76,95.74,97.75,95.44
95.45,93.20,95.65,92.68
92.89,89.42,93.41,88.07
89.14,90.04,91.59,88.94
90.31,91.47,91.67,90.00
91.63,92.82,92.85,91.45
92.93,92.43,93.42,91.60
92.17,92.77,93.04,91.41
93.33,95.27,95.28,93.17
95.21,94.40,95.47,94.00
94.30,93.37,94.51,93.02
93.50,94.01,94.21,93.50
86.96,89.94,91.81,86.00
88.51,86.78,88.75,86.53
86.23,87.23,87.99,85.53
86.21,86.80,87.20,86.21
84.74,85.19,85.89,83.70
84.79,85.58,86.72,84.48
86.48,85.87,86.57,85.49
86.52,85.76,87.68,85.33
86.80,86.94,87.50,86.03
87.13,87.14,87.36,86.46
88.15,89.93,91.01,87.22
90.44,90.50,91.48,89.39
91.10,89.82,91.44,89.77
89.88,89.52,90.63,89.19
89.41,90.68,91.00,89.18
91.04,91.19,91.19,90.30
91.36,92.62,92.81,91.02
92.93,92.11,92.95,91.86
92.55,92.81,92.81,92.45
92.89,92.99,93.66,92.54
93.32,93.09,93.87,92.25
93.02,92.53,93.78,92.31
92.63,91.50,93.03,91.05
91.36,90.76,91.38,90.29
90.00,90.33,90.89,90.00
90.64,89.70,90.65,89.34
89.23,90.72,90.96,89.01
90.50,90.86,90.98,89.89
89.76,90.73,90.97,89.14
91.00,92.80,93.00,90.79
94.00,92.69,94.00,92.13
93.34,91.97,93.34,91.63
91.77,92.44,92.44,90.63
92.52,93.28,93.83,92.48
93.51,94.86,94.99,93.30
94.61,94.80,94.97,94.20
94.71,94.26,94.96,93.00
94.80,92.24,94.80,91.97
91.95,92.24,92.45,91.28
92.50,90.71,92.72,90.55
87.72,81.51,87.77,80.90
82.21,81.76,83.08,79.57
81.80,82.21,83.35,81.00
83.45,84.62,84.79,82.85
84.32,83.75,85.18,83.02
83.40,85.02,85.23,82.60
85.11,84.15,86.46,84.04
83.84,83.13,84.54,82.90
82.89,82.68,83.47,81.00
82.74,83.01,83.42,82.09
83.44,82.61,83.79,82.27
82.19,81.16,82.59,81.16
79.78,80.35,80.89,79.22
80.39,80.01,80.62,79.64
79.75,80.49,81.30,79.75
80.06,81.77,82.18,80.06
81.96,83.36,83.88,81.96
83.12,83.81,84.19,81.00
84.10,82.49,85.11,82.30
82.70,83.18,83.62,82.55
82.35,82.00,83.01,81.79
82.00,82.09,83.90,82.00
82.56,83.35,84.35,82.33
83.03,83.73,83.87,82.41
83.81,83.94,84.77,82.85
83.58,82.94,83.58,82.11
83.02,82.48,83.10,82.40
83.15,84.31,84.84,82.71
83.91,83.92,84.52,83.29
84.00,84.68,84.92,83.51
85.10,84.84,85.15,84.32
84.44,86.16,86.28,83.93
86.40,87.94,88.62,86.24
87.61,87.30,88.19,86.93
86.36,87.88,88.03,85.87
87.83,88.79,89.06,87.49
88.75,89.83,89.98,88.75
90.00,90.49,90.50,88.79
90.67,89.55,90.68,89.23
89.71,89.60,90.44,89.21
89.70,90.21,90.37,88.81
90.21,90.37,90.73,89.34
90.24,90.53,90.53,89.66
90.83,90.50,91.25,90.29
89.58,90.39,90.73,89.50
89.44,89.79,90.13,89.44
89.29,89.46,89.95,88.16
89.89,90.76,90.90,89.36
90.64,90.04,91.25,89.57
90.05,90.11,90.55,89.70
90.00,89.67,90.00,88.64
90.32,90.92,91.14,89.72
90.98,91.14,91.23,90.51
91.25,91.96,91.96,91.05
92.07,92.31,92.69,91.83
91.30,91.37,92.31,91.13
91.64,91.70,92.48,90.81
91.43,90.48,91.43,90.18
90.28,90.10,90.98,89.60
88.34,90.15,90.52,88.34
91.03,89.92,91.42,89.68
89.39,88.69,89.46,88.14
82.29,86.65,87.53,80.94
85.68,84.10,88.63,83.93
84.58,85.55,87.72,83.45
83.61,83.05,86.24,83.02
84.84,87.98,88.34,83.78
86.52,84.28,86.99,84.26
84.60,85.40,87.75,84.30
85.81,85.90,86.52,85.03
86.55,86.41,86.89,85.28
85.29,85.51,85.94,84.55
85.90,84.61,86.30,84.36
83.06,82.92,83.38,82.00
82.37,81.87,84.18,81.39
81.01,78.78,81.98,77.95
79.36,83.99,84.03,78.01
83.53,81.88,84.62,81.57
82.32,79.03,82.58,78.98
79.00,77.58,79.30,77.02
78.45,80.61,81.00,77.82
80.22,81.49,82.57,79.67
82.25,81.07,82.25,79.91
80.71,80.07,81.68,79.83
78.78,78.81,79.49,78.38
77.25,79.15,79.24,76.50
80.08,80.02,81.36,79.91
79.82,79.81,80.97,79.14
78.80,78.94,79.16,77.21
78.16,78.38,79.98,78.03
78.81,77.70,78.81,77.14
78.19,77.61,78.37,77.00
77.93,78.48,79.14,77.84
78.74,77.95,79.92,77.89
76.71,76.20,76.91,75.57
76.41,76.68,77.51,76.01
76.55,75.16,77.26,75.00
73.21,73.50,74.10,72.29
73.46,74.01,74.93,73.46
74.26,74.28,74.48,73.80
74.86,74.75,75.47,73.76
74.79,73.34,75.69,73.26
74.53,74.24,74.75,74.00
73.37,72.70,74.40,72.47
72.33,72.13,73.85,71.95
71.74,75.54,75.64,71.00
76.18,78.98,80.00,75.57
78.98,81.55,82.18,78.98
81.63,82.19,83.92,81.36
83.34,82.88,84.65,81.94
82.62,82.75,83.56,81.78
83.50,83.55,84.41,83.08
83.28,84.05,84.20,82.93
84.30,85.75,85.79,83.05
85.75,85.46,86.34,85.21
85.47,85.64,85.80,84.65
85.24,85.04,85.99,84.65
85.26,84.44,85.96,83.37
85.64,86.36,86.36,85.37
86.55,86.93,88.04,86.55
85.75,85.60,86.59,85.20
86.69,86.96,87.38,85.28
89.00,89.29,89.77,87.28
88.02,89.27,89.91,87.79
88.30,88.48,89.35,88.00
87.32,86.37,88.41,84.38
93.99,99.01,99.90,93.32
98.15,100.00,100.00,95.71
99.04,98.82,99.49,97.61
98.25,98.47,99.17,97.29
98.81,99.99,100.00,98.06
97.77,97.68,99.43,97.16
98.78,98.27,99.00,96.86
99.65,99.36,99.81,98.62
99.00,97.45,99.50,95.05
97.35,99.42,99.50,96.57
98.74,96.64,99.50,96.64
96.20,97.17,97.77,95.96
97.25,95.81,97.57,95.45
94.06,94.00,94.55,91.99
94.14,95.94,96.06,93.97
95.00,95.96,97.24,94.38
95.51,95.01,95.96,94.60
98.00,98.25,98.57,96.90
98.51,97.78,98.88,97.13
99.98,99.91,100.00,99.39
99.63,100.90,101.73,98.82
101.96,102.51,105.08,101.24
104.10,103.91,104.67,101.78
104.23,101.72,104.23,101.39
102.11,101.31,103.50,100.50
101.46,100.06,101.46,98.88
100.17,103.97,104.79,100.00
102.48,101.32,102.87,100.39
102.11,101.67,102.70,101.18
101.25,102.00,102.22,100.11
102.70,102.27,103.08,101.22
102.60,103.05,104.06,100.85
103.84,104.23,104.90,103.69
105.30,106.54,106.97,105.30
106.60,106.49,107.00,104.74
106.48,109.21,110.42,106.48
109.21,108.73,110.57,108.04
108.72,112.88,115.49,108.72
112.34,110.24,113.02,107.91
110.69,109.90,111.40,109.07
110.22,108.56,110.22,108.12
109.75,104.83,109.79,103.22
104.66,105.53,105.77,103.39
101.11,101.68,101.68,98.10
102.02,102.66,104.12,101.00
102.66,102.55,103.20,101.81
103.19,101.48,103.79,100.90
101.44,100.66,101.68,100.46
101.39,101.90,101.94,100.60
100.97,102.43,103.24,99.77
102.79,101.41,103.23,101.30
101.41,100.67,101.41,99.25
100.70,99.98,100.70,99.35
99.85,99.97,100.27,99.44
100.23,99.84,100.40,98.62
99.56,99.71,99.91,99.30
99.75,100.01,100.42,99.30
100.03,99.89,100.34,99.61
99.64,100.77,101.02,99.56
100.13,99.80,100.31,99.59
100.23,100.05,100.32,99.62
100.00,100.11,100.71,99.70
100.42,102.21,102.62,100.25
103.27,105.66,108.16,102.99
105.39,103.84,105.62,102.45
103.65,103.16,103.76,102.78
103.32,102.74,103.50,102.68
103.12,102.31,103.12,102.30
101.74,100.38,101.99,100.12
100.69,101.09,102.00,100.61
100.55,100.92,101.21,100.38
101.17,100.79,101.67,100.60
100.89,101.29,101.50,100.29
101.29,101.14,101.63,100.03
100.89,100.21,101.82,99.94
100.52,104.58,105.85,100.40
103.99,100.01,103.99,94.24
100.38,99.01,100.43,98.90
98.79,97.56,99.01,97.55
97.63,96.49,98.14,96.22
96.50,94.52,97.08,94.41
94.53,95.76,96.53,94.36
96.06,96.50,97.17,95.80
95.39,96.37,97.14,95.39
95.69,97.04,97.88,95.69
97.41,98.13,98.45,97.09
98.50,100.10,100.62,97.87
100.11,102.14,102.37,100.11
102.10,101.69,102.53,100.98
101.43,101.35,102.18,100.57
101.64,101.49,102.00,100.97
101.68,101.01,101.68,100.50
101.33,99.87,101.33,99.38
100.09,99.91,100.73,98.47
99.51,99.59,100.08,99.08
99.99,99.60,100.10,99.00
99.28,100.99,100.99,99.00
100.75,103.23,103.87,100.35
104.05,106.36,106.45,103.51
106.11,105.00,106.58,104.53
104.82,104.34,104.82,103.60
104.00,106.13,106.33,104.00
106.33,106.79,107.15,106.23
106.34,106.66,106.94,105.20
106.50,105.62,107.18,105.00
105.00,103.15,105.17,102.90
103.02,103.38,103.76,101.88
101.45,103.47,106.00,101.02
103.70,102.06,104.69,101.75
102.73,102.89,102.89,101.90
102.75,102.71,103.14,101.25
102.26,102.60,103.02,101.97
103.37,102.86,103.37,101.99
103.26,103.30,104.10,102.64
102.80,101.99,102.84,101.52
102.09,101.14,102.68,101.12
100.24,99.06,101.25,98.09
98.67,99.98,100.09,97.47
100.33,100.20,101.34,99.41
100.59,98.31,101.19,98.00
98.35,100.61,100.65,98.35
100.58,99.96,101.09,99.55
100.22,103.32,103.93,99.76
103.71,105.42,107.00,103.18
105.42,109.01,109.75,105.21
108.61,110.65,110.86,105.82
110.19,109.42,110.98,108.11
109.66,109.27,110.72,108.06
108.49,107.17,108.71,106.27
106.66,106.11,107.09,105.71
106.09,106.56,106.93,105.77
105.91,108.11,108.18,105.73
107.26,108.75,109.28,106.65
108.48,107.12,109.90,106.64
107.15,104.50,107.70,104.27
104.78,102.51,105.10,102.47
102.19,102.99,104.22,101.79
103.08,105.98,106.19,102.48
105.58,105.91,108.69,104.74
105.34,105.59,105.88,103.47
105.74,106.54,107.89,105.51
106.21,105.22,107.27,104.81
105.79,107.19,107.97,105.00
106.17,105.36,107.01,105.15
105.29,104.85,105.57,104.02
103.39,104.58,105.41,103.39
104.75,104.00,107.33,103.00
103.44,104.43,104.95,102.89
105.08,108.20,109.88,105.08
109.10,108.89,109.28,108.34
108.69,110.05,110.56,108.06
110.90,107.60,111.38,107.55
107.60,109.73,110.00,107.24
109.95,112.48,113.80,109.80
112.13,111.11,112.15,110.56
111.03,111.10,112.25,110.11
111.24,113.69,114.44,111.10
113.69,116.05,120.00,113.69
116.45,115.91,117.41,114.68
115.71,112.91,116.59,112.68
112.97,115.11,117.80,112.97
114.92,114.79,115.70,114.33
114.95,117.37,118.42,114.95
117.30,119.01,119.50,117.19
118.70,117.96,118.94,115.94
119.87,121.00,122.31,119.29
121.49,123.42,123.87,120.76
125.00,127.01,127.38,123.79
126.99,127.98,128.07,125.20
126.99,124.39,127.80,123.96
120.00,116.27,121.95,114.66
116.17,113.71,117.47,112.80
113.97,114.00,114.72,113.02
113.20,114.11,114.56,112.85
114.47,114.14,115.73,113.74
113.70,114.30,115.67,113.70
114.51,114.94,116.35,113.85
115.11,113.60,116.04,112.36
114.49,114.81,115.86,113.80
114.26,111.34,114.70,110.79
109.74,113.14,113.78,109.48
113.82,110.25,113.82,109.50
110.68,108.40,112.00,108.12
109.20,110.63,110.72,108.46
110.66,112.96,113.50,110.40
112.92,110.53,113.10,110.31
110.41,107.72,110.66,106.43
108.93,106.62,112.00,106.50
100.62,109.42,111.73,97.66
109.92,110.34,112.46,109.25
110.50,113.54,114.02,110.00
114.01,114.31,115.86,113.44
113.96,113.51,114.76,112.99
113.25,111.05,114.23,110.47
110.49,111.15,111.98,109.75
111.14,108.35,111.14,107.94
108.90,108.44,108.90,107.22
108.32,109.75,110.37,107.79
109.42,108.80,109.81,107.91
108.01,109.22,109.71,107.44
108.60,106.46,109.01,104.58
107.29,105.59,108.30,104.96
105.85,103.54,105.86,100.63
103.52,101.13,103.52,98.36
101.83,101.12,101.98,100.06
101.07,100.96,101.07,99.20
100.64,101.70,101.85,100.26
101.49,103.35,104.48,100.40
103.24,102.92,103.56,101.80
103.52,103.03,103.79,102.29
103.78,103.13,103.91,101.22
103.06,102.15,103.09,101.56
102.96,102.69,103.87,101.73
103.09,103.46,103.64,100.80
102.83,104.33,104.34,101.81
104.59,104.43,105.00,103.65
104.99,104.53,106.08,103.74
102.88,104.97,105.11,101.38
105.44,109.19,109.22,104.30
109.04,109.15,109.73,107.77
108.88,110.95,111.65,108.88
111.11,109.30,111.11,109.00
109.13,108.38,109.98,107.98
109.60,107.79,109.60,107.50
107.22,108.00,108.52,106.74
108.09,107.88,108.59,107.53
108.23,109.39,109.76,108.22
110.00,113.70,113.71,109.93
113.10,111.97,113.38,111.46
107.42,109.08,109.78,107.42
109.08,107.85,110.00,107.74
107.56,105.19,107.84,104.81
105.62,105.74,105.91,104.55
106.78,106.68,107.77,105.77
106.04,107.42,107.65,105.89
107.28,106.16,107.28,105.97
106.43,106.39,107.71,105.80
106.89,105.32,107.34,105.29
105.57,106.85,106.96,105.50
107.00,106.81,107.32,106.27
107.95,107.17,107.96,106.59
107.36,110.00,110.00,107.01
110.15,109.90,111.82,109.17
109.23,109.16,109.90,108.30
108.81,106.90,108.81,106.22
106.51,107.34,108.07,105.26
107.29,105.68,107.51,105.11
105.97,105.32,106.74,105.00
105.48,105.75,106.48,104.36
105.45,107.58,109.88,105.45
108.16,108.00,109.85,107.41
111.00,116.58,117.00,109.21
116.00,117.42,118.19,114.64
117.88,117.19,118.27,115.44
115.82,115.04,117.25,114.71
114.58,113.04,115.62,113.03
112.55,112.83,114.00,111.29
112.54,111.55,112.87,111.42
110.95,112.12,112.62,110.95
112.40,111.82,113.95,111.22
111.34,111.60,113.09,109.69
111.28,112.57,112.94,110.02
113.17,112.17,115.13,111.64
112.32,114.47,116.58,112.00
114.68,114.16,116.00,112.50
114.72,115.49,115.50,113.21
114.84,114.10,115.86,112.64
114.00,112.95,114.00,112.50
112.24,113.25,114.00,110.90
114.00,114.00,114.25,112.76
114.00,112.97,114.00,112.43
113.00,113.00,113.46,111.67
112.82,113.00,113.10,112.52
113.47,112.89,113.47,111.70
112.96,113.00,113.00,111.70
113.10,112.94,113.10,112.01
112.87,113.00,113.16,112.41
112.98,113.00,113.15,112.58
113.00,114.23,114.23,112.58
128.50,131.94,134.00,127.20
130.00,132.38,134.39,128.48
132.39,138.87,139.09,131.78
138.31,139.24,142.50,137.75
138.51,137.91,139.68,136.68
136.70,137.41,137.82,136.01
137.95,137.88,138.43,136.68
137.31,137.75,138.57,137.31
137.73,135.73,138.74,135.50
135.58,134.85,136.38,134.76
134.26,132.98,135.43,132.59
132.51,134.45,134.72,132.18
137.60,139.44,139.86,135.74
139.32,141.25,142.00,138.29
140.78,137.37,142.00,136.33
137.08,135.84,137.10,135.21
135.98,134.72,136.07,134.42
135.51,136.00,136.24,135.07
135.81,137.00,137.12,135.78
137.32,137.57,137.95,136.56
136.85,138.56,138.67,136.60
138.00,139.83,140.07,137.28
140.30,139.68,140.74,138.82
140.51,142.06,143.39,139.14
141.50,142.85,142.94,140.38
142.98,143.78,143.81,142.25
143.00,144.15,144.42,142.26
144.00,145.77,146.27,143.27
145.74,144.17,146.26,142.54
144.36,142.05,144.88,139.67
142.20,140.80,143.47,139.84
140.80,141.51,142.06,140.62
140.89,140.34,141.47,139.50
140.76,140.75,141.28,139.88
141.00,140.06,141.75,139.50
140.15,141.00,141.78,139.45
140.09,139.07,141.25,138.79
139.74,139.57,139.99,138.07
139.13,139.70,140.50,139.13
139.70,141.50,142.00,139.60
141.81,142.82,143.51,141.57
143.13,142.59,144.25,141.79
142.24,146.16,146.50,141.46
146.73,147.53,148.00,145.17
148.27,157.72,157.82,148.27
157.00,152.94,162.31,152.27
150.00,149.93,152.80,147.41
150.01,152.97,153.00,149.58
153.88,157.73,161.37,152.06
158.07,157.85,161.00,157.17
158.15,155.96,158.15,154.31
155.25,155.43,157.58,151.99
154.65,155.47,155.88,153.29
155.00,155.36,156.92,154.73
156.36,159.09,160.30,155.98
159.28,157.44,159.28,156.33
157.00,156.19,157.30,155.62
156.51,157.03,157.51,155.88
156.61,158.14,160.42,155.70
157.83,157.64,158.24,156.28
157.99,158.20,158.91,157.25
158.24,159.12,159.31,156.20
159.46,159.83,160.46,157.24
159.00,160.61,161.89,156.00
160.47,163.49,164.52,160.18
163.27,162.75,163.75,161.15
162.00,161.47,162.38,160.03
160.24,159.55,161.29,158.93
160.56,159.53,161.00,158.36
159.60,159.65,160.27,158.30
158.59,159.96,160.00,158.06
160.42,159.64,160.42,158.96
159.94,159.48,160.23,158.26
159.49,159.90,163.39,159.07
159.60,156.53,160.67,156.32
156.09,156.17,156.96,155.34
154.51,154.24,155.80,152.93
154.04,155.48,156.07,153.11
155.90,152.59,155.90,152.24
152.30,154.52,155.54,152.30
154.15,155.38,155.73,153.34
155.28,157.50,157.83,154.25
156.62,159.43,160.71,156.62
160.42,160.97,161.75,160.09
160.97,158.78,160.97,158.57
158.90,159.51,160.44,157.47
159.45,166.11,166.79,159.19
165.87,166.48,168.81,165.23
166.50,168.76,169.09,165.90
169.22,167.25,169.22,166.26
167.59,167.64,169.57,167.07
167.41,168.77,169.88,166.25
169.31,170.57,172.05,168.80
170.70,169.32,170.70,167.72
169.32,166.03,169.52,165.73
157.95,146.72,158.64,145.27
147.92,149.12,150.00,146.63
147.94,147.91,149.05,147.14
147.20,150.99,151.14,146.79
150.66,149.05,151.59,148.52
148.86,145.22,148.86,145.03
145.00,145.53,146.46,143.42
146.33,146.48,148.10,145.85
146.62,150.27,150.61,146.57
150.50,152.14,152.49,150.46
151.83,153.79,155.22,151.55
153.71,155.26,156.25,153.45
155.49,153.96,156.00,153.30
153.78,153.33,153.97,152.51
153.23,150.38,153.79,150.01
149.97,152.37,152.42,148.00
152.38,150.19,152.86,149.85
151.01,151.49,152.06,150.43
150.49,149.83,151.36,149.24
149.81,150.11,151.39,149.36
149.08,152.84,153.46,149.03
152.61,154.09,155.05,152.00
154.73,153.68,155.79,151.47
153.26,153.44,155.32,153.16
153.02,153.04,153.96,151.69
154.15,156.74,156.78,153.10
157.00,155.26,157.95,153.95
154.13,156.49,157.55,152.80
162.00,165.06,167.16,161.14
165.82,167.33,169.93,164.24
166.64,165.82,167.75,165.51
166.18,170.11,170.51,166.00
170.08,171.53,172.00,168.80
171.56,170.35,174.33,170.08
169.93,165.96,169.99,165.44
