MTD,Mettler-Toledo International,NASDAQ
417.10,419.29,420.98,408.65
417.83,418.70,420.84,414.74
418.69,421.74,423.93,416.07
418.08,423.08,424.13,417.39
425.70,425.77,430.56,422.78
425.64,419.56,426.86,418.76
419.02,425.73,427.09,419.02
425.32,421.96,427.89,421.46
420.65,421.25,426.65,420.10
421.13,425.40,425.73,421.06
426.23,423.06,427.09,422.76
422.45,423.07,426.27,419.43
424.17,426.07,427.09,423.17
427.59,427.33,431.02,427.03
429.23,420.58,430.10,418.54
419.92,420.32,422.14,418.45
421.98,418.56,423.59,417.03
421.93,422.35,426.92,420.80
424.41,426.72,430.38,421.90
427.45,422.52,429.79,421.01
422.53,432.56,432.99,422.53
430.50,426.38,433.78,425.35
428.79,429.94,432.84,424.82
429.76,425.74,430.05,421.72
423.53,421.92,424.62,421.44
422.94,424.45,426.48,421.01
