MTD,Mettler-Toledo International,NASDAQ
116.23,116.92,117.23,115.83
117.30,116.87,117.73,116.61
116.72,116.45,117.50,115.98
115.28,115.23,115.87,114.66
115.02,116.76,116.77,114.15
116.38,116.70,117.90,116.29
116.78,116.31,120.12,115.96
116.88,118.42,118.87,116.23
118.89,119.83,120.96,118.87
127.47,125.48,130.17,125.46
126.58,126.70,127.62,124.84
125.25,123.66,125.42,122.81
122.65,120.20,122.65,119.68
120.02,117.53,120.02,111.61
116.17,112.46,116.42,111.82
116.13,117.57,118.75,116.03
117.00,119.95,120.29,116.38
119.97,122.00,122.00,119.93
121.50,120.48,121.62,119.93
120.21,118.25,120.21,117.47
118.36,118.60,119.28,116.57
119.96,116.34,119.96,116.00
115.50,116.04,116.46,114.80
114.71,110.82,114.71,110.08
109.22,111.35,112.65,108.82
110.85,111.32,112.86,110.73
109.07,109.11,110.14,107.00
110.00,110.69,112.31,109.73
113.19,116.64,116.85,112.83
116.25,114.53,116.81,114.00
113.71,112.41,115.04,112.35
112.64,113.96,114.06,110.59
114.43,115.32,116.00,113.78
113.68,110.21,113.87,109.94
110.16,107.96,110.78,107.76
107.93,107.42,108.25,106.22
108.27,110.36,111.54,107.84
111.80,113.40,113.63,111.59
112.28,113.17,114.44,112.16
113.66,115.59,117.14,113.66
116.05,117.74,117.97,116.05
116.81,118.25,118.98,116.31
118.68,118.02,119.36,116.62
117.86,116.98,118.63,116.64
118.17,116.76,119.70,116.26
116.65,115.01,117.93,114.89
114.92,114.59,115.58,113.53
113.69,113.44,114.44,113.01
113.52,114.52,115.75,112.91
115.04,114.71,116.05,113.79
114.17,110.55,114.17,109.98
110.04,111.63,112.44,109.97
111.43,109.39,111.49,107.57
109.90,108.42,110.29,108.10
109.19,111.41,111.93,109.19
111.91,113.51,113.74,110.85
113.93,114.52,115.24,113.32
114.64,115.90,115.94,114.35
115.74,116.06,116.71,115.24
117.27,117.90,118.74,116.99
117.74,118.65,118.73,117.22
118.80,118.49,119.30,117.44
117.88,116.28,118.05,116.06
115.90,116.78,117.40,115.90
115.69,117.00,117.08,115.69
117.30,117.31,118.45,116.28
118.52,121.24,121.39,118.03
121.49,120.93,122.77,118.93
121.54,122.29,123.14,120.70
122.60,118.44,122.60,118.38
118.53,118.25,120.24,118.09
119.00,116.77,119.51,115.68
115.82,116.80,117.54,115.24
118.27,118.44,118.50,117.76
118.28,118.73,120.27,117.73
118.57,121.07,121.24,118.50
121.03,121.18,121.56,120.18
120.00,121.32,121.42,118.97
122.19,122.31,122.48,121.22
120.54,120.13,121.57,119.55
118.44,116.14,119.01,115.77
114.89,114.44,115.41,113.88
114.16,113.56,114.68,113.30
112.91,114.27,114.88,112.57
115.15,118.40,119.42,115.00
118.40,116.74,118.42,116.74
115.85,114.25,116.63,113.67
113.47,113.65,113.87,111.54
114.27,112.76,115.29,112.55
111.33,110.15,111.41,108.88
109.34,110.30,110.69,107.90
110.56,110.37,113.63,109.46
110.95,111.72,111.99,109.77
111.25,109.90,112.63,109.88
108.65,110.59,112.02,108.12
111.59,114.99,115.27,111.59
114.69,116.00,116.46,114.69
117.19,118.51,119.22,117.02
118.59,117.16,120.34,116.80
117.51,117.26,118.36,117.14
118.60,117.89,118.92,117.59
117.94,117.81,118.57,117.59
119.00,120.35,120.79,118.86
120.22,123.06,123.19,120.03
122.98,123.78,124.92,122.18
123.45,123.76,124.68,123.21
124.03,123.58,124.39,123.13
123.75,123.50,125.00,123.46
123.40,122.88,123.90,122.25
122.29,121.18,123.06,120.50
120.71,120.05,122.50,119.96
121.09,123.65,124.24,120.88
123.56,123.27,123.88,122.38
123.77,123.79,124.41,122.32
123.76,124.19,124.91,123.16
125.00,124.44,126.83,124.26
125.38,124.99,125.99,124.00
124.30,123.28,125.24,122.52
124.16,126.52,127.00,124.16
126.14,125.00,127.00,124.69
125.34,124.75,125.53,123.83
124.68,125.82,126.50,124.21
125.79,125.98,126.25,125.24
125.88,125.33,126.26,123.88
126.43,127.54,128.26,126.13
127.30,125.63,127.76,125.21
126.46,125.70,126.49,124.67
125.61,127.72,127.83,125.61
125.87,125.52,127.31,124.78
125.99,127.82,129.48,125.90
128.44,129.73,130.48,128.44
129.63,131.01,131.17,129.21
131.65,132.01,132.71,131.41
131.89,131.00,131.97,130.11
130.09,130.87,131.96,129.94
131.79,132.05,132.74,130.35
131.59,130.56,133.02,130.40
131.51,132.09,132.76,130.68
133.52,134.00,134.40,133.32
134.00,133.00,134.00,131.52
134.25,136.22,136.97,133.62
139.65,141.48,141.81,139.25
136.45,140.47,141.05,135.50
140.55,139.18,140.94,138.90
138.97,143.68,146.35,137.61
142.50,144.44,145.02,141.76
142.67,142.39,144.10,141.57
142.66,144.23,144.85,142.34
143.05,139.32,143.19,138.70
139.21,141.13,141.56,139.09
142.11,142.32,144.07,142.00
142.30,143.32,143.58,141.99
142.34,144.78,145.24,142.34
143.05,142.35,143.10,141.56
143.52,146.80,149.19,143.47
145.89,146.08,146.87,145.55
145.24,146.31,146.82,144.73
144.75,145.18,146.25,144.70
146.96,145.93,147.14,144.69
145.91,149.23,149.71,145.91
148.49,151.15,151.73,148.49
150.99,150.87,151.21,149.87
152.47,152.72,153.80,151.58
152.61,152.48,153.58,151.64
153.55,154.13,154.49,152.24
154.07,155.19,156.85,153.86
155.24,157.55,159.07,155.06
157.55,157.08,158.35,156.29
156.55,153.36,157.94,152.84
153.48,155.36,155.61,153.42
155.63,157.45,158.47,154.16
157.64,156.93,158.61,155.35
157.42,154.99,157.92,154.85
155.41,153.95,156.00,153.47
153.74,153.30,154.50,153.19
152.91,152.64,153.00,152.00
152.94,153.15,153.47,152.09
153.39,152.59,153.99,152.11
152.19,152.52,154.18,151.57
152.11,151.21,152.97,151.21
152.41,153.23,154.85,152.41
151.88,151.56,152.86,148.24
151.14,150.64,153.67,150.54
150.48,150.42,152.12,149.72
150.37,147.23,151.34,146.56
146.70,150.52,151.33,145.53
151.36,152.06,154.03,151.36
153.38,151.05,153.38,150.38
151.25,150.44,151.73,149.95
150.41,151.57,152.44,149.98
151.19,155.72,155.72,150.86
155.38,153.16,156.85,152.26
152.29,149.56,153.33,149.02
150.48,149.81,150.56,148.05
149.90,149.58,150.49,149.05
148.98,151.34,151.37,148.91
151.43,151.05,152.33,150.76
150.68,150.64,151.85,150.09
150.85,147.56,151.23,147.00
147.52,149.19,150.45,147.52
150.38,152.86,153.63,150.38
152.17,150.77,153.37,150.75
150.81,151.35,152.49,149.26
151.65,152.72,153.27,151.26
153.29,155.78,155.90,152.63
155.82,161.03,162.16,155.69
160.21,159.30,160.93,158.26
159.27,159.35,159.48,157.01
160.67,167.11,167.39,160.67
167.78,168.68,169.00,166.70
169.00,167.74,169.00,167.15
168.10,167.46,169.66,167.25
167.45,169.16,169.79,166.64
169.00,169.28,169.68,168.00
167.35,168.02,169.28,166.24
167.61,167.87,168.83,163.76
167.42,168.26,170.79,166.82
168.84,171.01,171.54,168.30
171.50,171.37,173.94,171.03
173.05,171.21,174.36,169.50
171.14,170.56,173.64,169.78
172.52,175.54,176.16,172.11
174.88,177.07,177.39,174.37
175.30,171.77,177.00,171.03
172.64,174.73,177.16,172.00
174.55,174.72,175.75,172.31
172.32,171.05,172.72,169.21
169.96,170.38,171.69,169.15
168.91,168.35,170.20,166.73
165.59,165.83,167.16,161.73
164.50,163.88,167.70,163.08
165.68,164.79,166.99,164.00
166.53,165.55,168.56,162.98
168.03,172.25,172.91,168.03
172.24,171.96,173.35,170.05
171.19,171.71,172.89,170.06
172.74,170.17,173.29,166.99
170.79,172.06,175.35,169.98
172.64,169.38,173.18,169.35
170.08,170.81,171.14,168.64
171.27,170.93,172.34,170.52
170.47,172.00,172.24,170.47
172.00,172.17,172.72,169.57
173.00,172.56,173.54,170.89
171.95,175.49,176.93,171.00
176.22,175.67,176.99,174.40
175.87,174.84,176.62,174.15
175.92,173.88,175.92,172.79
174.31,173.40,175.22,172.29
172.53,170.44,173.32,169.49
170.87,172.60,172.91,169.66
171.36,169.81,172.55,169.51
169.74,170.71,171.06,169.20
168.00,167.16,168.15,164.22
167.15,167.27,169.21,166.31
169.95,174.20,174.98,169.86
174.67,176.56,177.46,174.26
175.87,174.60,176.68,172.37
176.17,180.89,182.32,175.23
181.36,183.74,183.76,180.19
183.59,183.87,184.56,183.42
184.00,187.40,188.38,182.83
188.64,191.95,193.56,186.98
191.70,189.17,192.58,187.90
187.96,187.64,190.13,185.02
185.50,173.46,186.83,172.01
182.54,173.30,182.57,172.59
172.60,174.85,175.80,172.07
175.16,178.66,179.07,175.02
177.53,176.35,179.08,174.57
175.50,175.80,176.62,174.13
176.42,173.79,176.48,172.90
173.37,173.20,175.01,172.01
171.54,169.29,172.07,168.00
169.73,170.75,171.87,169.73
172.23,171.53,172.98,168.24
170.69,167.98,171.30,167.48
164.89,164.84,166.62,161.31
165.42,162.66,165.70,161.88
161.44,163.29,163.64,161.12
162.31,164.62,164.92,162.20
165.44,166.10,166.43,163.93
167.52,167.37,168.84,165.91
167.58,161.44,167.75,161.05
161.93,161.86,163.07,161.23
159.08,158.97,160.73,158.62
158.39,157.13,159.50,156.86
157.86,158.07,159.10,155.84
157.24,158.71,159.33,156.55
160.00,160.85,161.63,159.99
159.77,158.66,161.24,158.11
159.04,157.64,160.18,157.30
160.18,160.43,161.47,160.15
158.62,158.55,160.44,156.87
160.01,159.93,161.60,158.29
161.51,158.76,161.51,158.24
157.89,160.07,160.33,157.89
161.00,163.36,164.40,160.82
163.41,162.01,163.86,161.93
159.57,161.87,162.41,157.99
161.75,159.16,161.94,158.24
159.43,160.80,161.85,158.02
161.08,165.50,166.78,160.99
166.79,165.62,167.43,164.65
166.03,168.67,171.96,165.84
169.29,173.19,174.45,168.78
173.13,172.94,173.65,171.26
172.92,173.98,174.52,171.88
175.84,175.28,176.00,173.55
173.28,172.05,173.50,171.06
169.93,164.88,171.01,164.29
164.40,165.35,166.82,162.51
166.42,165.76,168.30,165.44
166.10,163.51,167.00,162.30
164.16,163.93,164.20,162.41
163.20,160.00,163.98,159.18
160.96,162.75,163.26,160.53
163.28,164.05,164.82,162.75
164.95,168.68,169.31,164.07
168.47,165.84,168.55,165.57
163.38,163.30,165.03,162.74
161.89,158.32,162.28,156.48
156.94,152.75,160.11,152.00
151.61,154.42,155.60,151.57
154.36,154.81,160.88,148.74
156.36,148.02,156.36,144.43
146.52,142.97,149.53,142.89
143.34,147.58,147.71,140.67
145.20,140.93,146.01,140.43
142.01,137.93,143.87,135.22
129.93,131.91,138.15,129.93
134.54,140.76,141.18,131.11
137.91,140.16,145.37,137.63
140.17,147.48,149.58,139.08
148.70,150.86,154.20,146.80
152.73,155.49,155.56,151.77
153.66,149.49,154.71,148.53
150.35,150.34,151.86,149.26
145.71,140.57,145.84,139.42
138.59,138.33,141.94,137.80
141.67,137.59,141.67,135.65
138.23,144.96,145.12,137.17
144.00,147.60,147.87,144.00
149.63,145.37,149.92,143.70
143.58,151.38,151.41,141.77
154.01,157.80,158.16,153.93
156.07,156.28,157.67,153.70
157.15,159.27,159.98,156.83
159.34,158.63,161.65,157.99
154.50,155.01,156.19,153.47
149.70,152.39,152.72,147.77
155.06,159.29,159.29,154.76
157.85,157.52,159.59,156.71
155.66,147.93,157.44,147.45
146.05,147.04,148.45,144.18
147.81,150.15,150.65,146.88
150.89,154.48,155.95,147.99
156.02,156.09,157.65,153.77
155.61,153.25,158.78,152.56
149.96,152.23,153.07,147.22
152.13,152.23,156.81,152.13
152.28,144.04,152.38,144.04
139.07,137.03,139.72,135.50
136.45,139.96,140.74,135.22
140.46,143.37,143.87,137.56
146.34,147.65,152.74,146.34
148.72,141.99,149.11,141.85
144.91,143.58,146.07,139.64
140.82,139.96,144.57,138.58
137.88,130.12,142.23,130.03
127.70,135.29,135.67,126.10
135.54,138.76,139.66,133.51
138.02,142.72,142.92,136.34
140.55,131.39,140.55,130.61
135.09,137.74,138.64,134.98
136.85,139.97,140.96,135.67
141.40,141.73,146.34,140.79
140.23,140.33,142.63,137.57
143.14,142.71,143.72,142.12
142.31,137.81,142.61,137.26
138.12,140.98,141.73,134.53
140.98,138.40,141.66,137.70
139.19,142.58,142.92,137.34
144.07,147.92,148.90,143.95
148.35,154.03,154.20,147.22
152.82,152.58,156.62,151.75
154.15,150.84,154.41,146.87
156.90,157.43,159.15,154.66
157.69,157.97,159.67,156.21
155.20,153.60,157.14,152.89
147.34,148.08,152.52,145.52
151.58,149.95,151.59,148.45
152.36,154.57,155.49,149.71
154.00,164.20,165.27,153.00
162.95,163.42,164.40,159.90
164.00,167.13,168.50,163.51
163.20,158.94,163.89,157.83
158.89,159.95,161.50,158.87
161.31,162.13,163.87,161.02
167.59,161.59,167.59,159.82
160.71,162.37,163.70,159.21
159.80,158.51,163.31,158.39
158.26,156.41,159.92,155.28
156.63,153.49,157.58,153.29
150.65,150.56,151.54,148.10
150.08,152.52,153.94,149.77
150.81,149.51,150.81,148.21
148.42,148.56,151.00,147.91
154.60,153.41,155.29,151.95
153.14,153.30,153.75,152.07
158.86,159.80,160.74,157.56
158.00,158.43,161.15,157.56
159.64,158.82,160.99,158.07
161.45,161.78,164.88,160.36
161.60,161.74,162.33,160.13
159.75,158.15,159.75,156.96
156.90,152.30,157.00,151.92
152.52,157.55,158.46,152.52
154.91,151.92,155.64,150.76
152.98,150.09,153.86,149.32
149.00,145.91,149.46,143.56
147.84,145.38,148.35,144.66
145.76,146.79,149.59,143.50
148.17,143.31,148.95,142.82
146.31,149.78,149.84,146.01
149.64,148.87,149.95,145.75
149.33,150.25,151.26,149.33
150.67,150.20,150.85,149.59
149.76,150.45,151.56,149.76
149.15,145.80,149.63,145.00
146.24,148.03,148.28,144.78
147.95,147.71,148.78,146.78
151.71,152.39,154.36,150.70
152.31,152.19,153.13,150.56
150.93,153.91,154.34,150.23
155.11,155.36,157.59,153.68
156.09,156.15,157.18,155.29
158.12,161.67,162.97,157.88
160.99,162.37,163.00,158.71
162.94,163.78,164.09,161.00
162.13,163.59,163.69,161.85
165.69,168.18,169.68,164.84
166.49,171.13,171.36,166.25
171.49,172.03,173.45,170.68
171.41,171.59,172.00,169.62
171.85,171.52,173.31,169.36
171.13,172.19,177.26,169.66
172.62,175.77,176.50,172.62
176.41,174.88,177.11,174.31
173.54,176.41,177.18,173.32
174.80,175.97,177.03,173.44
177.60,175.50,177.80,174.10
177.07,179.11,179.73,176.16
179.45,180.02,180.90,179.10
183.34,183.86,185.28,181.35
182.18,180.87,183.44,179.28
179.98,179.61,182.53,178.83
179.61,183.28,186.39,179.61
182.57,184.88,186.30,180.65
180.50,181.14,182.69,175.74
181.80,181.76,183.45,180.89
179.99,180.50,181.87,179.36
181.24,178.44,182.85,178.06
178.80,181.25,181.82,178.07
181.73,178.39,181.73,177.61
178.61,178.61,179.96,176.10
177.58,179.60,180.45,177.05
179.73,180.50,181.46,178.48
180.57,180.95,183.33,180.50
179.06,184.11,184.68,178.67
184.24,182.04,186.46,181.99
182.08,180.28,182.85,178.50
180.91,183.21,184.00,179.87
182.59,180.10,183.91,179.55
179.55,177.19,181.96,176.34
169.67,172.96,174.93,169.67
172.53,175.18,175.55,172.53
176.86,177.78,178.59,176.38
178.18,179.91,181.13,177.96
179.56,177.71,180.24,177.07
179.11,180.80,180.80,177.93
180.57,177.88,180.93,176.77
177.78,181.78,181.91,177.32
181.59,184.20,184.76,181.45
183.97,184.15,185.15,182.20
183.68,184.00,184.89,183.00
184.48,184.60,185.34,183.49
182.90,183.04,183.29,180.33
182.81,183.50,183.50,180.68
185.02,188.72,189.33,184.93
188.80,189.67,190.02,187.37
190.00,183.75,190.00,183.00
183.11,183.02,183.35,180.77
183.06,184.75,186.43,181.97
184.20,184.17,186.57,182.69
184.39,185.08,186.25,182.80
183.06,182.67,184.35,179.70
181.94,181.41,182.47,180.77
177.03,178.23,179.55,177.00
178.23,173.57,178.68,173.50
175.91,174.61,176.78,174.24
174.76,179.88,179.94,174.58
179.07,177.57,180.81,177.26
178.62,176.20,179.80,175.16
177.24,179.08,180.12,176.48
178.20,177.63,179.38,177.27
178.11,176.30,179.36,173.98
177.58,176.79,179.25,176.77
175.00,173.45,175.47,171.62
170.00,171.93,173.26,170.00
174.30,177.26,177.62,173.26
177.04,179.04,180.06,176.78
180.00,179.04,180.60,178.93
178.81,179.32,179.80,177.50
179.30,182.01,184.74,178.65
179.91,184.06,185.52,179.57
184.50,183.83,187.97,182.60
168.59,169.53,172.00,166.01
168.33,169.73,170.04,167.27
168.50,170.14,170.72,166.34
167.63,169.40,169.64,166.71
171.36,168.53,171.86,167.46
167.08,167.21,168.37,166.44
165.33,165.47,167.26,164.20
165.14,164.24,167.88,163.83
164.26,163.38,167.72,163.26
164.39,160.44,167.49,160.40
161.15,157.89,161.63,157.46
158.84,163.98,164.18,158.80
164.13,164.03,167.31,162.95
162.20,163.74,164.10,160.22
164.31,163.00,165.55,161.93
163.43,162.78,163.73,161.64
165.07,166.50,167.28,164.57
164.00,159.84,164.17,159.78
160.31,156.12,160.83,155.83
155.48,153.56,156.59,152.34
153.56,153.01,154.89,150.51
152.27,154.69,155.43,151.78
155.42,158.79,159.40,155.42
160.63,157.26,161.15,156.98
155.93,158.05,158.55,154.94
159.61,155.31,159.61,155.16
155.96,156.17,157.00,154.26
153.90,153.44,155.99,152.38
153.79,156.37,156.53,152.90
157.01,156.42,157.50,155.25
155.60,157.72,158.13,154.83
157.66,159.45,160.17,157.46
159.64,158.44,159.94,157.03
158.00,152.85,159.02,152.50
154.36,153.18,154.69,152.83
150.99,150.57,151.20,149.33
150.21,151.25,152.24,150.21
144.55,151.19,153.48,143.60
150.19,152.61,152.77,150.19
155.72,155.85,156.82,155.29
156.80,157.18,157.41,154.20
157.26,161.38,161.47,157.26
160.50,160.06,162.31,160.06
159.06,157.18,160.34,155.20
157.08,154.40,157.08,153.40
153.36,151.25,156.99,149.07
151.29,148.68,151.51,147.73
147.14,148.83,149.78,145.79
149.58,151.28,152.71,149.41
151.21,151.43,152.54,150.31
151.54,152.86,153.46,148.99
152.32,156.76,157.50,151.85
157.33,157.98,158.84,155.67
156.92,155.65,157.18,153.76
152.17,152.55,153.29,150.74
152.29,151.00,152.70,150.12
152.25,151.11,152.88,149.62
153.90,155.07,155.71,150.27
147.00,155.79,159.75,143.90
155.23,154.29,156.54,153.17
153.43,154.80,156.06,153.43
155.44,155.21,156.55,153.18
153.82,151.28,156.05,150.87
154.35,159.24,159.88,154.09
159.00,162.93,163.51,158.56
163.01,167.38,169.22,162.14
166.48,168.66,169.24,165.83
168.53,167.98,170.52,167.05
166.95,165.77,168.22,165.01
165.75,166.32,167.22,164.57
166.89,165.14,166.89,164.44
164.85,166.16,166.27,164.07
164.00,165.01,165.93,162.39
165.00,163.78,165.52,162.77
163.76,162.76,164.80,161.52
163.65,164.98,166.62,162.99
164.38,164.32,165.23,162.95
163.84,162.95,164.90,161.62
163.17,162.45,163.49,161.10
163.18,163.36,164.99,162.10
163.12,165.42,166.18,162.40
165.30,164.55,167.43,164.40
163.51,164.32,164.84,162.67
165.98,165.11,166.07,164.13
164.97,164.11,166.14,160.94
164.59,163.19,165.20,162.09
165.10,167.81,168.49,164.85
168.00,172.94,173.87,166.95
172.73,170.84,173.06,170.60
170.91,170.91,172.73,169.08
171.35,169.66,172.14,168.30
170.00,174.24,174.38,168.34
175.00,177.44,178.37,173.40
177.25,176.42,177.86,175.88
176.77,173.32,176.77,171.52
173.62,174.97,175.46,172.58
173.24,171.93,173.89,170.13
172.51,172.47,173.60,171.78
172.28,173.72,173.92,170.31
174.72,171.01,174.72,171.00
171.46,171.29,172.35,168.61
171.50,173.11,173.75,171.24
171.93,170.74,172.40,170.51
170.97,171.62,173.23,170.52
172.92,172.43,174.44,170.67
172.78,174.61,174.67,172.65
175.09,176.06,176.33,174.23
177.04,176.14,178.03,175.72
176.02,175.20,176.02,173.59
176.13,170.71,176.13,170.45
170.93,168.50,171.10,167.91
170.22,170.48,171.96,169.16
170.36,169.46,171.59,168.99
169.44,169.88,171.05,168.44
170.73,170.94,172.86,170.09
171.61,172.54,173.00,170.08
171.99,166.66,171.99,164.48
165.65,164.62,166.42,163.34
164.21,164.00,165.42,162.48
161.73,161.80,163.13,160.86
163.06,163.46,163.55,161.06
164.98,164.85,166.37,163.59
165.27,167.00,168.72,164.68
166.89,169.37,169.70,165.21
169.37,174.05,174.42,168.62
173.00,174.94,177.84,170.06
175.00,179.05,179.22,173.62
179.39,181.28,182.13,178.87
179.03,178.64,180.09,176.25
179.09,175.17,179.09,174.75
174.23,176.27,177.22,174.06
176.76,178.35,178.44,174.14
176.38,176.39,178.74,175.07
176.59,174.62,177.75,174.49
174.35,176.25,176.25,172.03
176.36,174.10,177.73,172.79
176.78,179.18,179.18,175.69
177.94,181.65,181.74,176.55
182.00,181.98,182.17,180.04
183.00,184.59,184.87,181.63
183.61,184.04,184.67,182.65
183.32,185.03,186.13,182.46
183.75,186.39,186.78,183.09
187.50,187.08,189.17,185.52
187.81,187.09,187.81,185.46
188.00,185.52,188.12,185.29
185.19,185.73,187.13,184.85
185.55,185.77,186.82,183.46
184.96,184.62,186.43,183.21
185.00,184.02,185.18,183.14
184.27,188.43,189.68,184.20
189.76,190.70,191.55,188.23
191.18,187.32,191.93,187.19
187.75,187.53,188.79,186.58
187.27,188.55,189.05,185.94
188.80,190.15,191.03,188.49
190.33,193.71,194.19,189.54
193.00,191.62,194.09,191.37
192.08,195.00,195.12,191.63
191.60,191.43,193.85,191.32
191.88,192.83,193.88,190.79
192.98,191.39,193.60,190.75
191.87,191.63,192.76,188.41
190.46,188.59,191.57,188.48
188.81,193.30,193.48,187.54
198.88,197.88,199.56,193.72
197.73,196.72,198.76,195.81
199.22,197.02,199.85,196.10
199.56,201.77,204.53,199.56
202.11,200.56,202.95,198.94
201.03,204.66,206.27,200.38
206.26,202.70,206.26,201.31
202.54,201.88,204.32,201.55
201.43,205.27,205.84,201.43
204.45,204.11,204.68,202.60
203.79,204.11,205.42,203.49
204.74,207.78,208.54,204.23
208.00,209.30,210.88,206.72
209.12,210.04,210.10,207.79
208.61,211.01,212.86,208.61
211.58,211.09,212.85,209.10
210.81,214.31,214.31,210.81
213.67,212.13,214.64,211.15
212.26,213.21,213.34,211.27
212.93,211.56,214.10,210.75
210.93,212.53,214.68,209.99
214.52,214.60,215.63,213.83
213.32,212.00,213.98,211.13
213.97,216.19,217.16,212.66
215.81,216.52,218.45,214.07
217.68,221.56,221.63,216.53
219.38,221.15,222.48,219.05
221.01,219.37,221.73,217.80
219.45,217.99,220.80,217.89
217.88,218.94,220.42,216.65
217.76,217.75,218.72,216.20
217.30,215.14,218.87,213.49
216.15,217.15,218.32,215.17
216.98,214.67,218.35,214.19
211.70,212.80,214.77,211.70
213.76,212.59,214.51,212.28
213.11,206.61,214.68,206.34
208.00,209.82,210.90,205.01
209.99,213.59,214.35,207.52
212.00,212.80,214.98,211.53
211.45,211.16,212.58,209.13
210.68,210.94,211.54,208.44
211.78,214.06,214.06,211.44
214.50,215.21,215.76,213.36
215.89,215.55,216.31,213.87
216.10,218.48,218.66,214.67
217.53,219.60,219.60,217.33
219.68,217.79,219.68,216.20
218.18,218.13,218.54,216.02
218.75,220.07,220.22,218.25
219.79,218.44,219.80,217.35
217.05,217.80,219.71,216.58
218.42,218.75,219.47,216.88
219.85,221.50,222.26,219.85
220.32,219.51,221.99,218.06
220.24,219.72,220.60,218.54
219.92,213.06,221.21,211.67
213.77,214.21,214.25,211.60
212.70,212.54,214.22,211.01
212.83,213.22,214.07,211.58
213.07,211.61,213.60,210.18
212.91,211.58,213.71,210.55
211.80,207.75,211.80,206.68
207.50,207.28,208.20,206.24
204.80,204.55,206.01,203.85
204.96,206.99,207.19,204.50
207.03,208.61,209.19,206.20
209.40,213.12,213.29,209.01
210.00,209.53,211.51,207.33
208.58,211.48,211.49,208.45
211.14,197.91,212.49,196.48
200.39,203.97,204.52,198.22
203.28,202.32,203.86,200.93
202.42,201.45,203.62,200.19
201.93,199.64,201.93,197.85
200.08,203.01,204.03,198.44
204.58,208.92,210.37,202.88
209.68,210.04,212.24,208.30
210.46,212.00,212.80,209.83
211.50,206.57,211.50,205.35
207.21,206.27,207.21,205.13
206.05,208.96,209.04,203.91
207.54,202.60,207.54,200.75
196.00,202.70,203.61,196.00
205.93,215.25,219.77,203.86
214.82,221.65,221.65,214.65
221.22,220.76,221.29,216.55
220.33,224.99,224.99,219.45
223.95,223.41,225.66,221.43
224.19,226.62,227.19,223.38
225.85,224.18,225.93,223.18
224.63,226.71,227.01,224.11
226.39,228.00,229.68,226.39
224.88,221.19,226.80,220.52
222.59,224.01,224.20,221.05
223.46,223.11,225.63,222.07
223.15,223.39,224.32,222.22
223.17,220.30,224.74,219.49
217.51,222.06,222.17,216.00
220.44,221.97,222.27,218.71
225.15,225.85,227.10,223.86
223.64,222.55,225.22,221.34
222.91,224.32,225.18,222.52
223.04,218.26,224.63,218.18
218.69,218.10,219.63,212.78
218.57,215.68,219.81,215.13
215.40,212.16,216.12,211.86
211.85,215.43,215.48,211.85
218.29,217.57,219.29,215.88
218.33,216.52,219.60,215.94
213.66,213.09,215.36,211.25
214.61,212.64,214.95,211.97
212.05,215.11,215.42,211.83
213.64,211.78,215.58,211.49
213.76,215.81,216.78,213.63
216.05,216.72,217.62,214.79
216.11,213.28,216.84,213.03
209.97,203.91,211.52,203.49
