TIP,iShares TIPS Bond ETF,NASDAQ
103.30,103.44,103.44,103.13
102.81,102.71,102.90,102.29
103.00,103.12,103.13,102.90
103.16,103.85,103.94,103.12
103.96,103.75,104.04,103.68
103.70,103.86,103.94,103.55
104.02,104.15,104.21,103.96
104.38,104.24,104.39,104.07
104.23,104.11,104.28,103.98
104.02,104.41,104.49,104.02
104.57,104.65,104.83,104.39
104.62,104.40,104.67,104.36
104.39,104.65,104.65,104.34
104.77,104.97,105.00,104.70
105.07,104.67,105.10,104.59
104.57,104.68,104.75,104.44
104.92,104.77,105.00,104.60
105.09,105.38,105.60,104.97
105.16,105.17,105.29,104.95
105.37,105.72,105.81,105.34
105.87,106.06,106.15,105.75
105.78,105.71,105.78,105.61
106.02,105.87,106.10,105.81
105.91,105.92,106.25,105.70
106.11,106.40,107.66,105.87
106.19,106.17,106.90,105.89
105.48,105.87,106.04,105.45
106.11,106.07,106.19,105.82
105.97,106.20,106.24,105.90
106.48,106.29,106.60,105.98
106.49,106.60,106.88,106.43
106.58,106.23,106.80,106.17
106.42,106.78,106.94,106.28
106.64,106.10,106.94,105.97
105.51,106.09,106.11,105.10
106.07,106.16,106.22,105.52
106.15,106.05,106.31,105.93
106.00,105.70,106.15,105.62
105.76,105.90,105.94,105.54
105.61,105.51,105.80,105.37
105.88,106.10,106.15,105.63
105.77,105.36,105.77,105.20
105.48,105.25,105.59,105.12
105.24,105.30,105.54,105.10
105.81,105.97,106.00,105.60
105.84,106.06,106.12,105.71
105.83,105.79,106.00,105.71
105.51,105.90,105.90,105.51
105.50,105.12,105.63,105.07
105.41,105.73,105.75,105.27
105.34,105.73,105.73,105.15
105.73,105.59,105.82,105.41
105.75,105.92,105.92,105.65
106.01,106.43,106.50,105.99
106.37,106.25,106.38,106.17
105.82,106.31,106.37,105.75
106.35,106.56,106.72,106.22
106.56,106.58,106.73,106.36
106.59,106.28,106.71,106.25
106.46,106.65,106.71,106.28
106.84,106.90,106.90,106.63
106.84,106.99,107.00,106.75
106.93,106.91,107.01,106.77
106.37,106.02,106.61,106.01
105.81,105.82,106.12,105.77
105.70,105.94,105.98,105.47
105.81,105.50,105.81,105.46
105.43,105.66,105.80,105.23
105.52,105.74,105.87,105.51
105.86,105.67,105.97,105.65
105.74,105.55,105.75,105.51
105.70,105.85,106.06,105.61
106.11,105.98,106.30,105.92
106.05,105.73,106.14,105.73
105.61,105.32,105.66,105.28
105.46,105.44,105.59,105.25
105.48,105.99,106.11,105.48
105.89,105.89,106.00,105.75
105.87,105.62,105.96,105.45
105.55,105.66,105.68,105.41
105.51,105.51,105.80,105.50
105.50,105.86,105.90,105.42
105.67,105.99,106.20,105.67
106.35,106.37,106.48,106.15
106.10,106.37,106.45,106.06
106.49,106.93,106.95,106.44
106.89,106.57,106.89,106.48
106.75,106.96,107.00,106.63
107.25,107.06,107.25,106.97
106.81,107.01,107.03,106.76
107.07,107.67,107.73,106.89
107.59,107.66,107.80,107.48
107.76,106.95,107.76,106.85
106.89,107.23,107.43,106.89
107.60,107.58,107.79,107.53
107.64,107.34,107.64,107.25
107.63,107.28,107.67,107.15
107.11,107.29,107.49,107.11
107.34,107.16,107.41,107.09
107.08,107.16,107.22,106.79
107.38,107.52,107.71,107.28
107.57,107.52,107.70,107.33
107.65,108.10,108.10,107.63
107.98,107.46,108.19,107.34
107.68,107.94,107.99,107.68
108.16,108.24,108.31,108.03
107.76,107.75,107.81,107.13
107.65,107.55,107.72,107.40
107.35,107.38,107.54,107.17
107.81,107.98,108.05,107.69
107.80,107.66,107.94,107.54
107.37,107.42,107.57,107.30
107.42,107.53,107.77,107.38
107.54,108.26,108.26,107.50
108.30,108.15,108.42,108.15
108.01,107.92,108.18,107.81
107.69,107.70,107.72,107.32
107.68,107.39,107.80,107.38
107.62,107.81,107.85,107.48
108.04,109.19,109.23,107.86
109.66,109.34,109.91,109.33
109.58,109.26,109.58,108.95
108.83,108.71,109.06,108.68
108.76,109.03,109.13,108.71
109.29,109.79,109.96,109.29
109.69,109.30,109.73,109.24
109.27,109.06,109.50,108.58
108.80,109.22,109.25,108.68
109.28,109.39,109.47,109.07
109.47,110.09,110.12,109.47
111.19,111.06,111.78,110.90
111.10,110.81,111.21,110.61
111.12,111.54,111.54,111.06
111.54,111.54,111.72,111.40
111.50,111.20,111.64,111.05
111.10,111.87,111.87,111.07
111.92,112.22,112.50,111.92
111.93,111.50,112.05,111.48
111.74,111.75,111.91,111.58
111.30,111.81,112.05,111.25
111.81,111.78,111.92,111.62
111.77,111.78,112.04,111.70
111.52,111.81,111.90,111.52
112.18,112.15,112.28,112.05
111.81,111.54,111.89,111.49
111.12,110.85,111.15,110.75
111.20,111.25,111.26,110.92
111.49,111.62,111.67,111.37
111.80,111.54,111.93,111.32
111.80,111.81,111.95,111.66
112.23,111.61,112.29,111.20
112.26,111.88,112.48,111.67
111.66,111.50,111.77,111.46
111.66,111.65,111.85,111.47
111.67,110.64,111.79,110.62
110.75,110.91,111.00,109.90
111.11,110.92,111.19,110.83
110.73,110.01,110.89,110.00
109.60,108.63,109.64,108.50
108.84,108.83,109.04,108.18
108.83,108.85,109.15,108.78
108.96,109.03,109.04,108.63
109.12,109.34,109.49,108.98
109.85,109.72,109.85,109.50
110.13,109.76,110.28,109.76
109.41,109.18,109.54,109.02
109.52,109.50,109.68,109.29
109.80,109.62,109.89,109.58
110.03,109.48,110.08,109.42
108.91,108.59,108.99,108.45
108.41,108.55,108.84,108.38
108.65,108.54,108.84,108.38
108.64,108.97,109.08,108.64
108.71,107.89,108.71,107.70
107.60,106.84,107.68,106.52
106.94,106.71,107.04,106.36
106.39,106.19,106.64,106.14
106.22,106.83,106.96,106.09
106.49,105.81,106.56,105.48
106.10,106.14,106.39,105.85
106.38,106.61,106.70,106.00
106.80,107.33,107.53,106.80
107.41,107.32,107.65,107.04
107.37,107.50,107.59,107.10
107.37,107.42,107.50,107.18
107.26,107.02,107.40,107.00
107.09,107.25,107.38,106.85
107.05,106.19,107.05,106.12
106.30,106.88,107.12,106.02
106.86,106.78,106.92,106.51
106.96,107.52,107.52,106.89
106.97,107.07,107.41,106.73
107.18,107.34,107.65,107.14
107.30,106.93,107.41,106.70
107.01,107.24,107.34,106.90
107.42,107.58,107.97,107.27
107.73,107.89,107.92,107.62
107.96,107.93,108.10,107.62
107.51,107.90,108.03,107.51
107.81,108.23,108.25,107.68
108.31,107.76,108.34,107.76
107.60,107.78,107.96,107.41
107.92,107.82,108.15,107.78
107.56,106.80,107.60,106.80
106.88,107.00,107.08,106.75
107.07,106.93,107.32,106.87
106.94,107.35,107.63,106.93
107.32,107.17,107.33,106.96
107.07,107.10,107.26,106.85
106.93,107.51,107.60,106.81
107.40,107.54,107.71,107.28
107.18,107.28,107.44,106.99
107.39,106.99,107.57,106.83
106.74,106.43,106.80,106.42
106.31,105.83,106.37,105.74
105.71,105.81,105.85,105.51
105.84,105.26,105.91,105.18
105.36,105.56,105.70,105.11
105.39,104.91,105.44,104.90
105.34,105.45,105.53,105.14
105.38,105.53,105.58,105.31
105.50,105.66,105.72,105.40
105.69,105.51,105.74,105.32
105.69,105.91,105.92,105.43
105.80,106.46,106.46,105.80
106.92,107.30,107.38,106.87
107.32,107.69,107.83,107.30
108.00,108.08,108.35,107.92
108.18,108.44,108.44,107.97
108.44,108.15,108.45,108.15
107.79,108.50,108.51,107.70
108.20,108.18,108.66,108.18
107.97,107.89,108.07,107.77
108.10,108.61,108.69,108.03
108.35,108.52,108.83,108.12
108.58,108.59,108.71,108.43
108.65,108.74,108.94,108.48
108.90,109.36,109.44,108.81
109.29,109.18,109.35,109.00
109.12,109.34,109.47,109.12
109.66,109.31,109.71,109.26
109.80,110.09,110.50,109.77
110.08,110.31,110.41,109.92
110.01,110.23,110.36,109.99
110.02,109.76,110.05,109.63
109.65,109.49,109.65,109.40
109.80,109.31,109.80,109.15
109.14,109.41,109.42,108.99
109.46,108.90,109.62,108.81
108.88,108.96,109.09,108.77
108.89,108.74,109.01,108.57
108.71,109.12,109.14,108.70
109.46,109.16,109.47,108.91
108.52,108.86,109.05,108.31
109.16,109.35,109.50,108.98
109.30,109.15,109.35,109.10
109.02,108.56,109.03,108.55
108.64,108.75,108.87,108.46
108.63,108.98,109.10,108.61
109.04,108.90,109.15,108.89
109.22,109.45,109.62,109.00
109.33,109.69,109.73,109.21
109.82,109.55,109.82,109.50
109.89,110.35,110.35,109.89
110.28,110.38,110.49,110.00
110.49,110.77,110.83,110.33
110.79,110.39,110.79,110.30
110.12,110.19,110.42,110.08
110.41,110.49,110.49,110.16
110.64,110.87,110.87,110.44
110.67,110.60,110.75,110.38
110.84,110.93,111.12,110.73
110.97,111.16,111.31,110.81
110.68,110.75,110.91,110.52
110.74,110.93,110.93,110.65
111.13,111.03,111.39,111.01
111.16,110.90,111.16,110.70
110.57,110.94,111.17,110.45
111.07,111.17,111.18,110.92
111.00,110.87,111.09,110.83
110.75,110.52,110.91,110.52
110.58,110.39,110.66,110.12
110.48,110.37,110.48,110.14
110.61,110.40,110.61,110.22
110.12,110.49,110.50,110.12
110.56,110.43,110.66,110.28
110.19,110.14,110.41,110.02
110.12,110.10,110.20,109.87
110.18,110.11,110.31,110.08
110.33,110.67,110.67,110.33
110.85,110.70,110.85,110.42
110.84,110.97,111.00,110.74
110.96,111.15,111.15,110.84
110.88,110.86,111.21,110.86
110.18,110.60,110.61,110.07
110.22,110.20,110.38,110.02
110.35,110.37,110.50,110.18
110.10,110.42,110.50,110.10
110.40,110.58,110.63,110.15
110.70,110.57,110.92,110.51
110.77,110.44,110.84,110.30
110.54,110.40,110.79,110.32
110.29,110.39,110.65,110.25
110.19,110.09,110.32,109.95
110.36,110.66,110.94,110.33
110.70,110.58,110.95,110.58
110.42,110.52,110.69,110.36
110.69,110.22,110.69,110.13
110.24,110.49,110.58,110.22
110.58,110.24,110.64,110.15
110.44,111.04,111.15,110.44
111.14,111.47,111.62,111.12
111.51,111.29,111.61,111.08
111.20,110.85,111.23,110.68
110.91,110.89,110.99,110.66
110.94,110.64,111.00,110.30
110.17,110.01,110.44,109.65
110.02,110.13,110.34,109.99
110.42,110.45,110.55,110.26
110.30,110.41,110.48,110.12
110.90,110.91,111.05,110.78
111.24,111.53,111.67,111.07
111.79,111.98,111.98,111.51
111.93,112.19,112.26,111.53
111.80,111.52,111.94,111.43
111.41,111.87,111.99,111.27
111.95,111.97,112.00,111.70
112.12,112.53,112.60,112.07
112.18,111.89,112.21,110.94
111.58,111.66,111.77,111.43
111.98,112.03,112.14,111.75
111.49,112.15,112.33,111.43
112.25,112.19,112.44,112.15
112.06,112.40,112.45,112.06
112.59,112.86,112.87,112.44
113.29,114.17,114.36,113.14
113.64,113.90,114.26,113.44
114.31,114.65,114.77,113.90
114.72,113.94,115.14,113.83
114.11,114.94,115.00,113.64
114.24,113.63,115.03,113.62
113.94,115.00,115.12,113.79
115.49,115.96,117.18,114.89
116.95,118.10,118.59,116.88
117.30,115.64,117.40,114.85
116.11,116.30,116.55,115.97
116.23,115.71,116.33,115.57
115.54,115.97,116.15,115.52
115.99,116.57,116.57,115.80
117.02,115.68,117.74,115.52
115.71,116.07,116.48,115.68
115.97,116.04,116.38,115.89
115.93,115.32,116.09,115.04
115.13,113.62,115.14,113.60
114.03,114.51,114.72,113.93
115.05,114.85,115.43,114.44
114.28,114.17,114.36,114.05
114.69,114.84,115.00,114.66
115.05,114.32,115.05,114.28
114.59,115.35,115.74,114.34
116.38,116.61,116.70,116.05
116.90,115.92,117.07,115.75
115.75,115.61,115.93,115.34
115.73,116.30,116.35,115.55
116.22,116.44,116.65,116.14
116.38,116.04,116.52,116.03
116.00,115.54,116.07,115.52
115.27,115.40,115.54,115.13
115.19,115.17,115.44,115.06
115.00,115.21,115.53,114.97
115.94,115.50,116.00,115.47
115.55,116.00,116.00,115.44
116.00,116.20,116.62,115.75
116.38,115.93,116.65,115.81
115.71,115.26,115.88,114.88
115.06,114.71,115.29,114.57
114.34,114.92,114.92,114.19
114.58,114.87,115.07,114.51
114.85,114.51,115.06,114.39
114.91,114.30,115.02,114.30
114.63,115.25,115.44,114.49
115.50,115.33,115.83,115.09
115.55,115.25,115.68,114.80
115.21,115.24,115.35,115.03
114.94,114.85,115.28,114.67
114.79,114.06,114.83,113.77
114.46,114.33,114.77,114.20
114.04,113.85,114.17,113.50
114.04,113.92,114.30,113.72
113.50,113.75,113.92,113.41
113.82,114.18,114.33,113.82
114.44,114.73,114.74,114.18
114.37,114.55,114.81,114.18
114.40,114.57,114.93,114.20
114.57,114.45,115.00,114.45
114.67,114.79,114.90,114.63
114.66,115.82,115.85,114.66
115.63,115.72,116.00,115.49
115.19,115.06,115.70,114.75
115.43,115.46,115.50,114.96
116.07,116.49,116.55,116.03
116.90,117.55,117.55,116.70
117.00,117.59,117.70,116.80
117.27,116.77,117.45,116.77
117.04,117.40,117.76,116.97
117.61,117.99,118.32,117.53
117.87,117.21,118.05,117.18
117.89,117.19,118.04,117.19
117.09,117.42,117.45,116.87
117.27,117.06,117.27,116.84
117.29,117.22,117.38,117.07
117.26,116.77,117.33,116.42
116.69,116.44,116.70,116.37
116.02,116.43,116.51,115.91
116.62,116.46,116.66,116.30
116.59,116.25,116.90,116.16
116.14,116.61,116.61,116.11
116.54,117.10,117.19,116.49
116.88,116.73,116.91,116.73
116.48,117.11,117.19,116.47
116.99,117.08,117.39,116.76
117.08,116.74,117.26,116.71
116.52,116.46,116.56,116.18
116.13,116.99,116.99,116.13
116.74,116.97,117.03,116.25
116.63,116.68,116.95,116.52
116.71,116.48,116.78,116.43
116.67,116.53,116.87,116.30
116.37,115.91,116.55,115.91
116.35,116.45,116.72,116.23
116.29,116.77,117.10,116.28
116.85,117.00,117.19,116.80
116.85,116.71,117.19,116.62
116.70,116.97,117.18,116.70
116.92,117.44,117.57,116.83
117.08,117.51,117.54,117.07
117.54,117.05,117.75,117.05
117.41,116.99,117.51,116.87
116.68,116.85,116.96,116.46
117.09,116.53,117.30,116.36
116.60,116.83,117.03,116.60
116.83,116.73,116.91,116.65
116.80,116.69,117.09,116.64
116.44,116.65,116.81,116.40
116.55,116.76,116.93,116.51
117.08,116.98,117.38,116.96
117.36,117.37,117.55,117.27
117.33,117.49,117.79,117.33
117.39,117.13,117.53,117.03
117.13,117.43,117.45,117.00
117.42,117.25,117.46,116.99
117.63,117.58,117.82,117.55
117.70,117.70,117.90,117.59
118.12,117.61,118.13,117.42
117.36,117.18,117.43,117.00
117.20,116.94,117.24,116.87
116.50,116.70,116.79,116.49
116.67,116.71,116.87,116.49
116.83,117.61,117.99,116.63
118.38,118.15,118.44,117.97
118.50,118.40,118.53,118.00
118.90,118.79,119.06,118.70
118.92,119.36,119.38,118.83
119.18,119.29,119.32,118.86
119.26,119.29,119.33,119.06
118.58,118.29,118.68,118.16
118.39,118.82,118.92,118.23
118.72,118.38,118.79,118.33
118.36,118.35,118.58,118.23
118.34,117.90,118.34,117.69
118.29,118.45,118.58,118.03
118.30,118.69,118.71,118.29
118.68,118.69,118.90,118.54
118.82,118.91,119.06,118.75
118.81,118.61,119.08,118.33
118.32,118.33,118.62,118.14
118.46,118.26,118.55,118.19
118.48,118.93,118.93,118.43
118.97,118.97,119.10,118.83
118.99,119.00,119.00,118.80
119.34,119.19,119.39,119.01
119.39,119.21,119.44,119.09
119.27,118.67,119.32,118.63
118.33,118.38,118.49,118.09
118.38,118.39,118.63,118.37
118.55,117.85,118.55,117.83
118.06,118.19,118.41,118.06
118.40,118.45,118.45,118.19
118.35,118.40,118.46,118.18
118.27,118.61,118.61,118.11
118.81,118.76,118.82,118.67
118.70,118.47,118.79,118.41
118.14,117.37,118.14,117.26
117.28,117.53,117.72,117.28
117.33,117.60,117.74,117.13
117.45,117.29,117.67,117.01
117.20,117.18,117.41,116.87
117.32,117.40,117.50,117.16
117.60,117.53,117.66,117.24
117.76,117.91,117.97,117.60
117.90,117.57,117.90,117.33
117.64,117.99,118.06,117.57
117.80,117.84,118.08,117.70
118.11,118.04,118.20,117.92
118.01,117.65,118.18,117.48
117.80,117.92,117.98,117.59
118.11,117.05,118.36,117.04
117.29,117.07,117.44,116.95
117.43,117.38,117.54,117.25
118.28,117.92,118.29,117.91
118.32,118.60,118.77,118.16
118.42,118.79,118.87,118.25
118.89,118.57,118.91,118.53
118.85,119.07,119.13,118.81
119.00,119.00,119.20,118.89
118.98,119.26,119.31,118.91
119.16,119.12,119.26,119.03
119.09,118.81,119.12,118.81
118.76,119.11,119.12,118.68
119.40,119.24,119.42,119.21
119.27,119.27,119.40,119.20
118.99,119.22,119.26,118.82
119.37,119.67,119.67,119.32
119.63,119.55,119.77,119.42
119.53,119.42,119.69,119.42
119.24,119.04,119.34,118.86
119.23,119.17,119.30,119.10
119.13,119.02,119.36,119.02
119.16,119.27,119.29,118.95
119.34,119.26,119.43,119.22
119.54,119.48,119.67,119.42
119.80,119.34,119.88,119.27
119.21,119.32,119.35,119.10
119.47,119.38,119.50,119.30
119.55,119.94,119.94,119.54
119.94,120.08,120.11,119.79
119.78,119.84,119.96,119.70
119.60,120.23,120.54,119.55
120.15,120.51,121.00,120.07
120.48,120.67,120.90,120.42
120.54,120.42,120.55,120.29
120.54,120.43,120.68,120.42
120.29,120.26,120.42,120.17
120.27,120.38,120.42,120.25
120.39,120.03,120.39,119.98
120.33,120.73,120.77,120.25
120.84,121.31,121.43,120.84
120.64,121.01,121.41,120.62
120.86,120.78,121.08,120.66
120.74,120.68,121.00,120.59
120.94,120.11,120.95,120.08
120.07,120.09,120.40,119.98
120.51,120.18,120.59,119.96
119.97,120.17,120.44,119.91
120.00,119.91,120.23,119.76
120.04,120.18,120.32,119.86
120.21,120.02,120.28,119.82
120.37,120.78,120.79,120.37
120.77,120.72,120.84,120.49
120.42,120.59,120.63,120.29
120.47,120.43,120.80,120.21
120.30,119.92,120.36,119.89
119.66,119.34,119.76,119.34
119.70,119.89,119.92,119.67
119.65,119.81,119.92,119.55
119.91,119.93,120.00,119.76
120.09,119.98,120.27,119.87
119.56,119.70,119.72,119.20
119.43,119.60,119.89,119.40
119.61,119.81,119.83,119.61
119.80,120.07,120.19,119.80
120.30,120.25,120.40,120.11
120.39,120.48,120.61,120.33
120.62,120.79,120.98,120.55
120.84,120.67,121.03,120.66
120.89,120.91,120.92,120.75
120.81,120.97,121.00,120.58
121.16,121.11,121.46,121.11
121.10,120.95,121.15,120.71
121.11,120.98,121.11,120.95
120.89,121.09,121.11,120.80
121.29,121.47,121.56,121.25
121.60,121.37,121.63,121.36
121.23,121.44,121.52,121.22
121.44,121.31,121.53,121.15
121.07,121.14,121.26,120.86
120.93,120.79,120.95,120.27
120.71,121.13,121.20,120.69
121.45,121.44,121.52,121.18
121.37,121.49,121.74,121.28
121.80,121.47,121.97,121.41
121.14,121.25,121.26,120.88
121.35,121.33,121.56,121.25
121.06,121.07,121.10,120.94
121.02,120.71,121.08,120.62
120.64,120.48,120.71,120.30
120.60,120.56,120.67,120.50
120.78,120.40,120.85,120.40
120.11,119.87,120.23,119.87
119.37,118.98,119.46,118.91
119.00,118.69,119.21,118.57
118.68,118.85,118.99,118.68
118.73,118.79,118.94,118.73
118.66,118.87,118.94,118.43
119.26,119.84,119.93,119.26
120.33,120.40,120.50,120.20
120.56,120.38,120.67,120.30
120.61,120.77,120.81,120.58
120.96,121.08,121.21,120.88
120.99,120.67,120.99,120.60
120.90,120.58,120.95,120.50
120.33,121.14,121.17,120.33
121.00,120.98,121.24,120.87
120.99,121.18,121.22,120.96
120.80,120.52,120.90,120.52
121.24,120.91,121.41,120.91
121.10,121.22,121.33,120.96
121.10,121.10,121.25,120.96
120.73,120.51,120.84,120.40
120.71,121.52,121.62,120.28
122.26,121.93,122.35,121.00
121.80,121.82,122.20,121.64
121.76,121.66,121.93,121.64
121.71,121.81,121.97,121.58
122.13,121.40,122.25,121.23
121.31,121.50,121.50,121.24
121.52,121.42,121.74,121.36
121.62,121.58,121.68,121.42
121.90,121.86,122.00,121.75
121.84,121.84,122.16,121.70
121.98,121.76,122.08,121.62
121.87,122.00,122.04,121.61
121.74,122.50,122.53,121.74
122.45,122.63,122.75,122.45
122.69,122.81,123.00,122.62
122.70,122.56,122.82,122.42
122.58,122.85,122.94,122.58
122.63,122.54,123.14,122.48
122.28,122.41,122.47,122.12
122.15,122.30,122.39,122.07
122.41,122.20,122.54,122.11
122.26,122.19,122.42,122.13
122.07,121.67,122.13,121.62
121.41,121.31,121.56,121.17
121.17,121.30,121.47,121.09
121.38,121.71,121.96,121.38
121.69,121.51,121.82,121.50
121.71,121.77,121.97,121.69
121.74,121.58,121.77,121.53
121.14,121.22,121.36,121.00
121.48,121.82,121.82,121.48
122.02,122.52,122.58,122.00
122.02,122.09,122.27,122.00
121.78,122.02,122.11,121.77
122.00,122.18,122.25,121.99
122.18,121.86,122.18,121.77
122.58,122.56,122.70,122.35
122.60,123.22,123.24,122.47
123.02,122.77,123.13,122.68
122.77,123.10,123.14,122.77
123.01,122.96,123.10,122.79
122.49,122.84,122.87,122.43
122.68,122.75,122.83,122.52
122.51,122.83,122.98,122.50
122.44,122.60,122.70,122.44
122.31,122.25,122.52,122.21
122.08,121.96,122.10,121.89
122.09,121.87,122.10,121.86
122.10,122.21,122.40,122.10
122.22,122.21,122.34,122.15
122.55,122.50,122.60,122.38
122.44,122.72,122.73,122.38
122.86,122.91,123.05,122.73
122.38,122.79,122.80,122.31
122.60,122.83,122.90,122.60
122.92,123.05,123.09,122.86
123.15,123.30,123.44,123.15
123.19,123.15,123.28,123.05
123.19,123.30,123.31,123.10
123.09,122.94,123.20,122.90
123.05,122.56,123.17,122.56
122.30,122.22,122.50,122.05
122.10,122.35,122.43,122.10
122.40,121.89,122.40,121.78
121.81,121.54,121.82,121.34
121.60,121.64,121.97,121.56
121.67,121.70,121.92,121.65
121.94,122.04,122.19,121.91
122.06,121.90,122.09,121.83
121.89,122.05,122.19,121.89
121.95,122.19,122.43,121.95
122.20,122.15,122.40,122.07
121.95,121.41,121.99,121.21
121.17,121.34,121.36,121.13
121.19,120.51,121.26,120.38
120.38,120.46,120.50,120.17
120.51,120.87,120.95,120.49
120.98,121.04,121.16,120.98
121.05,121.26,121.39,121.05
121.18,121.15,121.26,121.03
120.94,121.26,121.26,120.83
121.33,121.30,121.35,121.15
121.43,121.38,121.60,121.37
121.38,121.35,121.46,121.26
121.20,121.14,121.21,121.00
121.17,121.34,121.38,121.14
121.13,121.32,121.42,121.11
121.38,121.34,121.50,121.32
121.30,121.27,121.38,121.02
121.00,120.76,121.05,120.63
120.38,120.60,120.60,120.33
120.63,120.38,120.74,120.36
120.26,120.42,120.50,120.12
120.56,120.78,120.86,120.44
121.05,120.19,121.15,120.18
120.59,120.97,121.01,120.59
120.56,120.62,120.63,120.44
120.68,120.76,120.84,120.59
120.65,120.65,121.03,120.65
120.71,120.61,120.73,120.41
120.49,120.52,120.69,120.49
120.40,120.51,120.59,120.37
120.18,120.17,120.33,120.04
120.33,120.38,120.50,120.20
120.13,120.05,120.20,119.90
120.19,119.99,120.24,119.96
119.92,120.02,120.23,119.89
120.18,120.17,120.29,120.07
120.31,120.43,120.47,120.30
120.19,121.03,121.05,120.17
120.76,120.74,121.06,120.71
121.06,120.74,121.06,120.66
120.81,121.01,121.01,120.78
120.94,121.52,121.52,120.92
121.21,121.14,121.30,121.09
121.07,121.11,121.18,120.98
120.87,120.84,120.98,120.75
120.57,120.39,120.62,120.35
120.01,120.00,120.22,119.89
120.03,119.94,120.15,119.93
120.17,120.16,120.28,120.12
120.02,120.19,120.27,120.00
120.07,120.40,120.51,120.05
120.39,120.56,120.61,120.38
120.85,120.82,120.96,120.77
120.95,120.94,121.13,120.91
120.79,120.60,120.88,120.55
120.75,120.66,120.82,120.61
120.79,120.87,120.94,120.60
120.78,120.88,121.04,120.71
120.73,120.95,120.96,120.62
121.22,121.32,121.38,121.10
121.22,121.27,121.29,121.05
121.02,121.24,121.41,121.02
121.30,121.18,121.36,121.06
121.28,121.49,121.62,121.26
121.62,122.06,122.08,121.62
122.69,122.57,122.81,122.50
122.60,122.03,122.69,122.01
122.13,121.92,122.23,121.81
121.68,121.24,121.69,121.16
121.44,121.58,121.67,121.39
122.05,122.08,122.18,121.94
122.00,122.06,122.14,121.92
121.70,121.85,121.94,121.69
121.78,121.83,121.94,121.64
121.82,120.98,121.91,120.90
121.26,121.45,121.57,121.19
121.74,121.77,121.80,121.61
121.86,121.83,122.20,121.73
121.76,122.01,122.04,121.76
122.03,122.10,122.20,122.03
122.39,122.55,122.58,122.39
122.57,122.22,122.63,122.22
122.23,122.15,122.36,121.94
121.91,121.81,121.91,121.59
121.57,121.68,121.70,121.53
121.24,120.85,121.29,120.75
120.90,120.67,120.90,120.52
120.55,120.66,120.69,120.53
120.46,120.40,120.52,120.34
120.56,120.35,120.60,120.34
120.21,120.01,120.25,119.69
119.77,119.65,119.86,119.62
119.72,119.14,119.80,119.14
119.25,119.18,119.35,118.94
119.10,119.52,119.65,119.08
119.33,118.92,119.33,118.90
118.94,118.89,119.04,118.72
118.81,119.14,119.18,118.59
119.15,118.07,119.45,118.03
118.37,118.10,118.45,117.69
118.18,118.20,118.38,118.11
118.12,117.13,118.19,117.13
117.21,117.05,117.40,116.85
117.11,116.62,117.20,116.49
116.82,116.73,116.90,116.01
115.91,116.33,116.75,115.50
116.18,116.11,116.51,116.06
116.34,116.25,116.41,116.14
115.69,116.12,116.35,115.61
115.70,115.44,115.94,115.35
115.18,114.64,115.43,114.60
113.87,114.58,114.59,113.79
114.41,113.70,114.61,113.67
113.98,114.57,114.59,113.52
114.98,114.47,114.98,114.47
114.62,114.10,114.71,114.00
114.10,114.41,114.61,114.10
114.71,112.89,114.84,112.85
