VOX,Vanguard Telecom ETF - DNQ,NASDAQ
54.54,54.85,54.85,54.48
53.85,53.17,54.25,53.17
53.28,52.70,53.55,52.70
52.97,53.13,53.13,52.35
53.57,53.04,53.87,53.04
53.91,54.41,54.41,53.91
54.02,54.98,54.98,54.02
55.82,54.91,55.82,54.91
55.49,56.00,56.00,55.14
55.73,55.98,56.03,55.54
56.11,55.98,56.20,55.50
56.03,55.90,56.04,55.79
56.38,55.59,56.38,55.43
55.78,55.08,55.87,55.02
55.02,55.48,55.81,55.02
55.34,54.64,55.36,54.64
54.81,54.68,54.81,54.37
54.83,55.01,55.29,54.61
54.25,53.70,54.36,53.49
53.60,53.08,53.79,53.00
53.05,53.26,53.28,52.27
53.25,53.10,53.53,52.98
53.79,53.05,53.84,52.90
53.22,54.45,54.47,53.22
54.89,55.12,55.12,54.54
55.30,55.20,55.30,54.85
55.30,54.83,55.30,54.65
55.50,55.77,55.90,55.48
55.55,55.93,55.93,55.48
55.79,55.67,55.83,55.36
55.52,54.67,55.52,54.55
55.12,55.00,55.12,54.73
54.35,55.53,55.53,54.35
55.53,55.16,55.69,55.01
56.02,56.31,56.52,56.02
56.74,57.31,57.35,56.39
57.52,58.07,58.08,57.47
58.66,58.02,58.66,57.86
58.24,58.02,58.48,58.02
58.69,57.84,58.69,57.40
56.91,57.93,58.16,56.91
58.50,58.93,59.06,58.50
59.12,58.54,59.12,58.54
58.96,58.71,58.96,58.33
58.48,58.83,58.98,58.48
58.60,58.33,58.76,57.84
58.75,58.88,58.91,58.45
58.47,58.61,58.85,58.20
57.54,57.33,57.81,57.26
57.18,57.75,57.82,56.70
57.67,57.45,57.75,57.36
57.50,57.62,57.70,57.03
58.03,58.39,58.63,57.91
58.40,58.68,58.85,58.02
58.33,57.66,58.33,57.47
57.47,57.26,57.47,56.84
57.63,56.96,57.65,56.96
56.27,56.78,57.07,56.15
56.65,57.28,57.32,56.35
57.44,57.09,57.60,56.98
57.16,57.73,57.74,56.82
57.70,56.90,57.72,56.89
56.49,57.33,57.58,56.49
58.12,58.58,58.59,57.72
58.48,58.77,58.79,58.46
59.31,59.38,59.38,58.60
59.09,58.96,59.26,58.88
59.16,59.33,59.50,59.16
59.80,59.86,59.97,59.60
59.97,59.94,59.99,59.64
60.65,60.34,60.65,60.00
60.07,60.18,60.50,59.93
60.01,60.68,60.74,59.88
60.79,60.42,60.79,60.21
61.08,60.94,61.08,60.58
61.52,62.08,62.11,61.20
62.05,62.27,62.55,61.75
62.25,61.92,62.50,61.77
61.67,61.61,62.20,61.40
62.27,62.62,62.62,62.03
62.67,62.98,63.32,62.50
63.04,63.22,63.28,62.52
63.09,62.89,63.19,62.77
63.06,62.76,63.56,62.64
63.29,63.17,63.51,62.83
63.34,62.98,63.60,62.84
63.53,64.02,64.16,63.47
64.02,63.72,64.05,63.37
63.79,63.16,63.79,62.90
63.31,63.07,63.31,62.54
63.10,63.01,63.45,63.01
62.79,63.11,63.25,62.46
63.51,63.41,63.69,63.29
63.45,63.31,63.60,63.11
63.93,63.06,63.93,62.90
63.06,63.41,63.63,62.91
63.29,62.47,63.29,62.20
62.92,63.35,63.60,62.92
63.47,63.11,63.65,62.59
63.09,63.06,63.09,62.74
63.73,63.35,63.73,63.33
63.14,63.45,63.75,63.14
63.12,63.06,63.12,62.48
63.37,63.47,63.65,63.18
63.41,63.47,63.66,63.33
63.76,63.43,64.04,63.32
63.90,64.10,64.19,63.90
64.26,64.38,64.38,63.78
65.01,65.18,65.18,64.77
65.18,64.92,65.18,64.57
64.79,64.76,64.82,64.32
64.96,64.51,65.00,64.36
64.43,64.70,64.75,63.92
64.74,64.50,64.74,64.33
64.05,63.90,64.09,63.51
64.20,63.84,64.38,63.84
63.45,62.74,63.50,62.44
62.75,62.92,63.14,62.65
63.52,63.90,64.00,63.50
63.88,64.02,64.03,63.30
63.82,63.95,63.95,63.54
63.47,63.27,63.47,63.09
63.73,63.89,63.89,63.46
63.91,63.75,63.91,63.41
63.71,63.25,63.71,62.69
62.84,63.02,63.26,62.84
63.96,63.82,64.00,63.68
64.35,64.40,64.49,64.06
64.13,64.70,64.70,64.13
64.88,64.82,64.97,64.65
65.02,64.97,65.38,64.97
65.14,64.96,65.36,64.82
65.56,65.57,65.57,65.17
65.65,65.98,66.00,65.52
66.19,65.98,66.47,65.98
66.16,66.81,66.81,66.16
66.87,66.53,67.13,66.42
66.60,66.63,66.70,66.18
66.63,66.22,66.63,66.10
66.66,66.75,66.91,66.34
67.16,67.04,67.16,66.83
65.61,65.24,65.61,64.94
65.64,65.33,65.64,65.19
65.68,65.59,65.78,65.14
65.89,65.51,65.89,65.45
65.92,65.63,65.92,65.45
65.77,65.64,65.77,65.50
65.94,65.63,65.94,65.63
66.51,66.63,66.69,66.11
66.47,66.89,67.00,66.46
66.59,67.66,67.66,66.59
68.19,66.52,68.19,66.16
66.20,66.09,66.20,65.51
66.00,65.88,66.00,65.52
66.15,65.28,66.15,64.94
65.44,65.58,65.78,65.44
65.68,65.78,65.92,65.53
65.88,65.51,65.91,65.51
65.20,64.97,65.67,64.88
64.94,64.33,65.11,64.22
64.20,64.14,64.37,64.09
64.61,64.30,64.62,64.26
64.71,64.85,64.85,64.34
65.07,65.31,65.34,64.37
65.49,66.30,66.33,65.49
66.31,66.00,66.31,65.53
66.10,64.43,66.10,64.41
64.68,64.56,64.68,64.24
64.86,65.57,65.71,64.86
65.37,65.33,65.45,65.22
65.25,65.69,65.77,65.02
65.81,65.87,65.93,65.50
66.10,65.95,66.11,65.80
65.95,66.39,66.39,65.76
66.01,66.38,66.40,66.01
66.32,66.78,66.78,66.17
66.56,67.32,67.32,66.56
67.67,67.10,67.67,66.87
67.46,67.11,67.46,66.66
67.38,66.86,67.38,66.66
66.61,66.81,66.93,66.61
66.63,66.66,66.90,66.47
65.77,65.40,66.12,65.19
65.30,64.35,65.32,64.19
64.14,64.51,64.51,63.80
64.88,65.60,65.68,64.88
66.00,66.11,66.11,65.71
66.46,64.81,66.46,64.81
64.32,64.86,65.48,64.32
65.79,65.35,65.79,65.13
65.27,64.78,65.41,64.49
64.78,64.58,65.16,64.37
64.73,65.45,65.63,64.51
65.35,65.82,65.87,65.30
65.52,65.22,65.52,64.85
65.14,65.03,65.17,64.68
64.73,64.39,64.73,64.00
62.60,63.98,64.06,62.51
63.77,63.22,64.11,62.92
64.13,64.21,64.33,63.75
64.66,64.83,64.84,64.49
65.77,64.58,65.77,64.45
64.87,65.04,65.10,64.79
64.84,65.36,65.39,64.65
65.84,65.91,66.04,65.59
66.40,66.32,66.48,66.02
66.51,67.08,67.33,66.51
67.06,67.62,67.64,66.72
67.92,68.44,68.66,67.88
68.29,68.57,68.71,68.24
69.02,68.61,69.04,68.49
68.93,68.76,68.93,68.69
68.76,68.55,68.91,68.50
68.69,68.72,68.79,68.58
68.99,68.58,68.99,68.00
68.76,68.45,68.76,68.32
69.29,69.19,69.39,69.02
68.67,68.64,68.72,68.51
69.16,68.75,69.16,68.55
68.36,68.92,68.97,68.36
69.00,69.27,69.29,68.73
68.87,68.09,68.87,67.87
68.29,67.97,68.38,67.81
68.72,68.61,68.73,68.52
68.66,68.93,68.93,68.52
68.96,68.70,68.96,68.44
69.02,69.57,69.64,68.98
69.70,70.39,70.40,69.67
70.18,70.52,70.52,70.14
70.37,70.01,70.42,69.92
70.52,69.62,70.60,69.62
69.84,70.42,70.51,69.62
70.41,70.12,70.41,69.91
70.09,69.78,70.21,69.52
70.37,70.05,70.53,69.92
70.05,70.42,70.48,69.84
70.78,71.49,71.53,70.78
71.61,71.05,71.61,70.69
70.86,71.57,71.70,70.70
71.72,70.94,71.72,70.53
70.71,70.29,70.84,70.15
70.19,70.41,70.43,69.84
70.37,70.85,70.85,70.35
70.99,71.11,71.17,70.65
71.04,71.13,71.45,70.60
70.60,70.58,70.77,70.06
70.82,71.27,71.41,70.82
71.00,71.06,71.31,70.71
70.93,71.70,71.79,70.89
71.95,72.19,72.19,71.77
73.12,72.60,73.12,72.10
72.32,71.29,72.38,71.29
71.53,71.29,71.55,71.00
70.73,69.98,70.73,69.93
70.06,69.21,70.06,69.16
69.28,69.11,69.60,68.98
69.00,68.91,69.24,68.75
69.15,69.10,69.25,68.61
68.88,68.35,69.00,68.31
68.39,68.53,68.89,68.25
69.10,69.13,69.28,68.94
68.68,68.25,69.07,68.01
68.28,68.37,68.54,68.12
69.02,68.70,69.04,68.51
68.51,69.11,69.21,68.35
69.48,70.09,70.15,69.47
69.79,69.85,70.28,69.79
69.34,69.83,69.83,68.65
70.00,69.40,70.09,69.27
69.42,69.81,70.00,69.03
70.16,70.50,70.50,70.00
71.11,70.95,71.11,70.72
71.19,71.26,71.45,70.93
71.38,72.43,72.58,71.37
72.45,72.24,72.45,71.96
72.27,72.52,72.70,72.00
73.14,72.90,73.14,72.77
72.56,72.55,72.62,72.12
71.53,71.33,71.94,71.33
71.22,71.30,71.98,71.22
71.64,71.40,72.03,71.34
71.48,70.41,71.81,70.32
70.78,70.39,70.78,70.01
70.12,69.41,70.12,68.96
69.78,70.20,70.20,69.57
70.38,69.96,70.38,69.80
70.33,70.58,70.94,70.26
70.32,70.34,70.34,69.73
69.75,69.38,69.86,69.36
69.54,69.32,69.59,69.24
69.01,68.51,69.17,68.48
68.23,67.58,68.50,67.39
66.97,67.20,67.64,66.41
68.40,67.62,68.67,67.05
67.21,65.72,67.21,65.72
65.75,66.56,66.58,64.90
65.66,63.60,65.66,63.52
64.05,63.23,64.26,61.60
60.81,59.14,62.29,59.14
59.55,62.16,62.16,58.39
61.29,60.33,61.80,60.04
60.63,62.00,62.58,60.22
63.25,62.10,63.25,61.64
62.51,63.75,63.77,62.51
63.15,63.30,63.68,62.81
64.24,64.25,64.41,63.84
62.98,62.22,63.04,61.61
61.14,61.50,63.00,61.14
62.89,61.42,62.89,61.29
61.84,63.57,63.57,61.61
63.58,64.51,64.54,63.50
64.60,63.07,64.68,62.80
62.44,63.44,63.51,61.75
63.90,64.92,64.92,63.90
64.62,65.28,65.66,64.62
65.79,65.15,66.19,64.55
65.21,64.51,65.64,64.37
63.45,63.11,63.87,62.96
61.50,62.23,62.34,61.50
63.18,63.35,63.47,62.67
63.24,62.75,63.35,62.62
62.47,61.55,62.47,61.28
60.59,61.46,61.46,60.40
61.79,62.37,62.43,61.38
62.80,63.02,63.45,61.68
63.43,63.36,63.52,62.94
63.82,63.72,63.84,63.36
62.84,63.17,63.40,62.45
63.65,63.03,64.16,63.03
62.96,61.22,63.28,61.22
60.04,59.89,60.36,59.01
59.66,60.35,60.46,59.66
60.69,61.22,61.23,60.35
62.20,61.81,62.92,61.75
62.15,61.10,62.33,61.10
62.31,61.65,62.31,60.82
60.93,60.68,61.67,60.68
60.37,58.83,61.14,58.78
58.73,59.43,59.47,57.01
59.49,60.18,60.24,59.30
60.19,60.73,60.73,59.89
60.88,59.56,61.35,59.56
60.47,61.03,61.03,60.24
60.56,60.70,60.83,60.42
61.13,61.81,62.30,60.83
61.47,62.17,62.17,61.34
62.90,62.66,62.90,62.38
62.39,61.94,62.44,61.77
61.91,62.64,62.77,61.49
62.40,62.04,62.80,61.93
61.83,62.04,62.13,61.20
62.67,62.89,62.89,62.31
63.10,63.04,63.25,62.87
62.72,61.87,62.72,61.78
62.36,62.68,62.74,61.72
64.23,64.43,64.80,63.36
64.21,64.44,64.65,64.05
63.76,63.23,63.76,63.20
61.82,61.78,62.78,61.51
62.61,62.84,62.85,62.16
63.12,63.76,63.87,62.89
63.37,63.15,63.37,62.65
63.30,63.55,63.61,62.70
63.90,64.05,64.11,63.13
62.94,62.40,63.26,62.34
62.86,62.88,63.19,62.50
63.40,63.79,63.89,63.40
63.50,62.97,63.51,62.68
63.01,63.30,63.46,62.55
62.70,62.30,63.21,62.18
62.28,61.75,62.40,61.45
62.00,61.51,62.00,61.41
60.68,60.75,60.93,60.36
60.67,60.28,60.67,59.94
59.87,58.72,59.87,58.72
58.55,58.50,59.30,58.50
60.58,60.08,60.58,59.78
60.33,60.69,61.00,60.33
62.31,63.29,63.32,62.17
63.22,62.96,63.39,62.75
63.54,63.16,63.55,63.05
63.51,63.76,64.16,63.51
63.79,63.94,64.20,63.72
63.63,63.42,63.85,62.95
63.36,61.96,63.36,61.96
62.10,62.98,63.03,62.10
62.58,62.76,62.83,62.38
63.12,62.42,63.34,62.22
62.20,61.62,62.62,61.60
62.20,61.95,62.33,61.86
62.07,62.44,62.49,61.84
62.60,61.61,62.72,61.44
62.44,63.09,63.15,62.44
61.01,61.33,61.39,60.66
61.36,61.54,61.81,61.31
61.84,61.81,61.99,61.38
61.80,62.12,62.18,61.69
61.94,61.21,62.22,61.19
61.57,61.76,61.90,61.48
61.79,62.17,62.30,61.77
63.03,62.63,63.03,62.62
62.57,61.96,62.68,61.90
62.07,61.43,62.07,61.01
61.60,61.34,61.84,61.11
61.50,61.44,61.58,61.09
62.02,61.87,62.15,61.83
61.62,62.33,62.39,61.62
62.54,62.88,62.96,62.29
62.53,62.50,62.53,62.15
63.16,62.42,63.21,62.42
62.54,63.07,63.07,62.52
63.47,63.21,63.47,63.05
63.10,62.97,63.16,62.80
63.18,62.54,63.18,62.34
62.18,61.88,62.18,61.59
61.85,62.24,62.32,61.52
62.10,61.41,62.23,61.34
61.34,61.62,61.70,61.34
61.32,61.41,61.43,60.96
61.68,61.52,61.81,61.11
61.88,62.16,62.34,61.88
62.38,62.66,62.78,62.28
63.40,63.38,63.50,63.08
63.31,63.55,63.55,63.15
63.57,63.60,63.76,63.22
63.60,63.78,63.93,63.53
64.12,63.79,64.12,63.32
63.36,63.52,63.54,63.24
63.44,64.12,64.18,63.44
64.18,63.97,64.18,63.50
64.14,63.94,64.14,63.65
63.81,64.54,64.59,63.51
64.79,64.84,64.95,64.50
65.00,64.90,65.10,64.80
65.03,64.33,65.03,64.25
64.20,65.12,65.12,64.18
65.22,64.82,65.22,64.57
64.13,64.94,64.94,64.13
64.76,64.88,65.11,64.64
64.91,64.34,64.91,64.30
64.52,64.49,64.63,64.25
64.41,64.32,64.75,64.25
64.14,64.42,64.60,63.83
63.91,63.59,63.94,63.40
63.78,64.20,64.33,63.78
64.82,64.70,64.90,64.35
64.76,65.22,65.33,64.76
65.43,65.21,65.43,65.04
65.41,65.76,65.76,65.30
65.71,65.38,65.89,65.26
65.43,65.98,65.98,65.39
65.93,66.19,66.19,65.71
66.00,66.45,66.68,65.98
66.18,66.38,66.49,65.99
66.62,66.75,66.81,66.44
66.57,66.16,66.57,66.12
66.25,66.06,66.25,65.75
66.51,66.56,66.60,66.32
66.71,65.82,66.71,65.80
65.79,65.13,65.79,65.00
64.90,65.15,65.15,64.25
65.47,65.01,65.47,64.94
65.10,65.31,65.46,64.88
65.10,65.09,65.43,64.96
64.99,64.70,65.01,64.64
64.62,64.47,64.64,64.37
63.57,63.75,64.06,63.57
63.67,62.58,63.81,62.54
63.18,63.67,63.67,63.15
63.81,64.25,64.38,63.81
63.62,63.41,63.71,63.41
63.72,63.29,63.97,63.20
63.86,64.02,64.21,63.75
63.66,63.36,63.66,63.20
63.44,62.92,63.89,62.69
63.41,63.56,63.82,63.41
62.90,62.91,63.06,62.66
63.13,63.84,63.96,63.13
64.20,64.08,64.47,63.93
63.74,64.35,64.48,63.61
64.45,64.54,64.61,64.19
64.38,64.77,64.92,64.38
64.72,65.09,65.57,64.72
64.65,65.06,65.09,64.58
64.81,65.16,65.37,64.81
65.01,64.54,65.01,64.40
63.89,64.68,64.81,63.89
64.45,64.53,64.62,64.04
64.00,64.21,64.62,63.68
64.50,64.21,64.62,64.09
64.38,64.55,65.17,64.38
64.00,63.78,64.05,63.42
64.16,63.77,64.16,63.48
63.83,63.38,64.38,63.34
63.40,63.17,63.40,62.75
63.59,63.37,63.72,63.06
63.75,63.45,63.75,63.29
63.76,63.21,64.05,63.16
62.87,63.12,63.18,62.38
63.19,63.32,63.40,62.97
63.53,63.59,63.75,63.40
64.04,64.17,64.17,63.69
63.70,63.69,63.80,63.50
63.85,64.16,64.35,63.35
63.72,62.61,63.72,62.57
62.66,63.16,63.16,62.55
62.84,63.32,63.39,62.84
63.94,64.36,64.36,63.55
64.77,64.18,65.00,64.16
64.00,65.02,65.05,64.00
65.45,64.59,65.45,64.52
64.82,65.59,65.59,64.41
65.33,65.35,65.82,65.03
65.52,66.53,66.59,65.52
66.68,66.90,66.98,66.46
67.18,67.05,67.29,66.79
67.49,67.23,67.50,66.88
67.45,66.86,67.45,66.33
67.18,66.17,67.18,66.07
66.84,66.73,66.84,66.39
66.27,66.34,66.41,65.94
66.40,66.51,66.75,65.99
66.80,66.95,66.99,66.63
66.67,66.99,66.99,66.35
67.93,67.81,68.00,67.64
68.00,69.42,69.42,67.82
69.59,69.56,69.59,69.12
70.46,69.03,70.46,68.87
68.67,69.03,69.03,68.57
69.78,69.27,69.78,68.67
69.87,69.09,69.87,69.05
69.80,69.24,69.80,68.98
69.18,68.84,69.18,68.13
69.11,69.47,69.69,68.84
69.58,69.53,69.70,69.27
70.28,70.14,70.29,69.40
70.09,70.34,70.66,69.89
70.16,69.28,70.16,69.27
68.98,68.75,69.10,68.59
68.12,68.17,68.34,67.37
68.50,66.84,68.50,66.60
68.36,66.57,68.36,65.66
68.42,68.75,68.94,68.30
69.99,70.49,70.63,69.28
70.32,70.79,70.90,70.17
71.19,70.86,71.29,70.55
70.97,70.87,71.82,70.87
70.86,70.38,70.86,69.86
71.64,70.58,71.64,70.46
71.07,71.06,71.24,70.63
71.46,70.42,71.46,70.38
70.34,71.11,71.11,70.14
71.40,71.05,71.40,70.57
71.41,71.72,71.73,70.70
71.97,71.68,71.97,71.37
72.00,71.78,72.00,71.50
71.73,72.27,72.28,71.44
72.20,71.95,72.20,71.49
71.94,72.26,72.37,71.80
72.33,71.65,72.38,71.51
71.86,71.20,72.21,71.10
71.24,70.51,71.24,70.29
70.17,70.31,70.38,69.96
70.15,71.06,71.13,70.06
71.16,70.64,71.17,70.59
70.64,70.57,70.91,70.57
70.70,71.10,71.33,70.42
70.87,70.63,70.87,70.42
71.12,70.83,71.14,70.35
70.72,71.30,71.42,70.45
71.32,71.68,71.87,71.32
72.03,72.67,72.90,71.98
72.90,72.48,72.98,72.37
72.57,72.68,73.18,72.57
72.80,72.88,73.18,72.80
73.16,73.63,73.63,72.90
73.38,74.49,74.74,73.38
74.33,73.64,74.47,73.44
73.02,73.86,73.94,73.02
73.86,74.11,74.18,73.76
74.33,74.87,75.00,74.04
74.56,75.10,75.24,74.41
75.54,76.10,76.27,75.54
76.00,76.03,76.37,75.55
76.52,75.45,76.52,75.41
74.95,75.32,75.53,74.86
75.75,75.81,75.99,75.31
75.48,75.05,75.48,74.91
75.56,75.03,75.56,74.87
75.49,75.17,75.49,75.00
75.45,75.37,75.74,74.47
75.68,75.72,75.82,75.08
76.04,76.16,76.47,75.80
76.00,75.51,76.00,75.44
75.51,74.49,75.51,74.49
74.66,74.26,74.69,74.11
75.47,75.06,75.71,74.55
75.02,74.38,75.18,74.33
74.51,74.39,74.70,74.00
74.59,74.20,74.72,73.87
74.49,74.65,74.95,74.49
74.95,75.01,75.72,74.84
74.87,73.57,74.87,73.35
73.57,72.92,73.57,72.65
72.02,72.16,72.48,71.96
72.02,72.24,72.46,71.50
72.59,71.73,72.71,71.56
71.71,72.16,72.35,71.63
72.49,71.79,72.50,71.58
72.16,72.47,72.77,71.99
72.84,71.97,72.96,71.86
71.90,71.78,71.90,71.08
71.66,71.73,72.02,71.39
71.14,70.00,71.14,69.69
70.21,69.43,70.21,69.40
69.01,69.33,69.92,68.40
69.37,69.51,69.84,69.37
69.33,69.33,70.23,69.33
69.66,68.53,69.66,68.53
68.29,67.95,68.86,67.65
67.78,68.04,68.33,67.06
68.57,69.44,69.45,68.57
69.47,69.01,69.47,68.78
69.23,69.51,69.51,69.12
69.72,70.43,70.43,69.72
70.18,70.09,70.18,69.78
70.09,69.90,70.23,69.70
69.29,70.30,70.30,69.11
70.63,71.10,71.17,70.47
71.07,71.23,71.31,70.77
71.53,71.25,71.53,70.78
71.19,71.14,71.25,70.94
71.10,71.17,71.51,70.86
71.07,71.23,71.37,70.88
71.30,71.29,71.37,70.78
71.28,71.06,71.35,70.95
71.44,71.83,71.90,71.40
72.03,72.44,72.70,71.82
72.70,72.51,72.96,72.28
72.31,72.40,72.87,72.19
72.38,72.91,72.93,72.11
73.48,73.32,73.48,72.33
73.58,72.85,73.58,72.72
70.67,70.57,70.67,69.86
69.66,70.04,70.26,69.48
70.01,69.83,70.01,69.68
69.91,69.71,69.99,69.31
69.90,69.73,69.90,68.83
69.41,69.08,69.48,69.04
68.69,70.01,70.01,68.69
71.53,71.30,71.70,70.65
71.58,71.37,71.74,71.10
71.37,71.84,71.97,71.26
71.78,72.01,72.05,71.54
72.02,70.86,72.02,70.75
71.07,71.32,71.42,71.07
71.62,71.67,71.80,71.37
71.74,71.51,71.84,71.38
71.67,70.85,71.67,70.85
70.81,70.33,70.81,70.22
70.34,69.74,70.34,69.73
70.04,70.28,70.39,69.75
70.22,70.61,70.61,70.07
70.50,71.32,71.32,70.49
71.37,71.42,71.58,71.20
71.53,71.49,71.84,71.29
71.80,71.34,71.80,71.07
71.65,71.47,71.65,71.18
71.49,72.24,72.25,71.49
72.29,71.63,72.29,71.58
71.64,72.23,72.27,71.59
73.25,73.27,73.39,72.80
73.23,72.63,73.23,72.34
72.87,72.81,73.20,72.58
72.50,72.81,72.91,72.40
73.15,72.63,73.15,72.22
72.89,72.66,72.89,72.58
72.95,72.51,72.95,72.37
72.75,72.64,72.75,72.27
73.00,72.54,73.00,72.31
71.76,71.45,71.76,71.19
71.50,71.64,71.88,71.35
72.08,72.15,72.19,71.72
72.20,71.57,72.25,71.54
71.66,71.42,71.66,71.00
71.76,72.10,72.15,71.42
72.50,71.44,72.62,71.44
71.62,71.67,71.89,71.35
71.55,71.86,72.03,71.44
71.85,71.67,72.30,71.67
71.32,71.62,71.71,71.16
71.58,72.16,72.19,71.58
72.78,72.59,72.78,72.41
72.80,72.53,72.88,72.38
72.65,72.80,72.80,72.48
72.90,73.29,73.36,72.90
73.28,73.20,73.28,72.93
73.20,73.44,73.59,73.14
73.60,73.35,73.60,73.19
73.60,73.84,73.84,73.51
73.96,73.31,73.96,73.13
72.90,73.35,73.66,72.68
73.65,73.55,73.73,73.18
73.59,73.58,73.84,73.47
73.70,73.39,73.70,72.89
73.60,73.81,73.95,73.53
73.93,73.85,74.14,73.57
74.23,74.14,74.43,73.89
73.74,73.66,73.95,73.51
73.79,74.15,74.36,73.63
74.29,74.30,74.50,74.07
74.54,74.49,74.95,74.40
74.92,74.25,74.98,74.08
74.28,74.85,74.87,74.28
75.09,75.22,75.36,74.11
75.39,75.87,75.93,75.16
76.10,76.20,76.37,75.75
76.62,77.22,77.36,76.34
77.13,77.67,77.89,77.13
77.83,78.66,78.67,77.42
78.66,77.68,78.66,77.45
77.87,77.90,78.22,77.63
77.75,76.84,77.75,76.71
77.69,77.62,78.12,77.50
77.88,78.75,78.78,77.86
79.43,79.14,79.43,78.27
79.85,79.82,79.85,79.10
79.50,78.38,79.50,77.86
78.98,79.78,79.99,78.90
79.77,79.60,79.77,79.21
79.95,79.93,79.95,79.66
80.06,80.27,80.40,79.90
80.43,79.17,80.47,79.06
79.31,79.56,79.76,79.08
80.56,79.84,80.72,79.71
80.39,79.52,80.39,79.45
79.75,80.37,80.41,79.71
80.32,81.14,81.19,80.32
81.09,80.24,81.09,80.24
80.60,80.97,80.97,80.43
81.00,80.44,81.00,80.41
80.57,81.20,81.26,80.57
81.25,81.77,81.99,81.25
81.71,81.36,81.77,81.24
81.46,81.64,81.68,81.17
81.63,81.02,81.65,80.96
80.89,81.01,81.56,80.86
81.05,79.67,81.44,79.33
78.80,80.16,80.16,78.38
79.77,79.77,79.77,79.31
80.54,79.13,80.72,79.11
78.85,77.79,78.85,77.40
78.03,78.06,78.60,77.99
77.47,77.28,78.43,77.27
77.18,77.28,77.39,76.57
77.01,77.64,78.24,77.01
77.25,76.71,77.41,76.71
76.55,78.16,78.23,76.55
78.30,78.27,78.50,77.98
78.20,78.89,79.07,78.20
77.92,78.33,79.17,77.92
78.82,78.02,78.82,77.81
77.99,79.23,79.35,77.99
79.17,79.18,79.62,79.17
79.09,78.57,79.86,77.97
78.10,79.63,79.78,78.10
79.64,78.04,79.64,77.98
