PLPM,Planet Payment,NASDAQ
1.60,1.60,1.60,1.60
1.60,1.60,1.60,1.55
1.60,1.60,1.60,1.60
1.60,1.69,1.69,1.60
1.65,1.65,1.65,1.65
1.50,1.65,1.65,1.50
1.60,1.60,1.60,1.60
1.60,1.60,1.60,1.60
1.60,1.60,1.60,1.60
1.55,1.50,1.55,1.50
1.45,1.50,1.50,1.45
1.50,1.50,1.50,1.50
1.50,1.60,1.60,1.50
1.59,1.60,1.60,1.59
1.60,1.60,1.60,1.60
1.70,1.60,1.70,1.60
1.61,1.60,1.65,1.60
1.60,1.60,1.62,1.55
1.60,1.60,1.62,1.58
1.59,1.60,1.61,1.59
1.60,1.60,1.62,1.60
1.50,1.60,1.60,1.50
1.55,1.69,1.69,1.55
1.60,1.69,1.69,1.60
1.69,1.69,1.69,1.69
1.50,1.69,1.69,1.50
1.62,1.60,1.65,1.57
1.60,1.60,1.60,1.60
1.60,1.60,1.60,1.60
1.60,1.60,1.60,1.60
1.60,1.55,1.60,1.50
1.65,1.65,1.65,1.65
1.65,1.55,1.65,1.05
1.55,1.60,1.60,1.55
1.60,1.60,1.60,1.60
1.60,1.63,1.63,1.60
1.57,1.70,1.70,1.57
1.70,1.70,1.70,1.70
1.65,1.69,1.70,1.65
1.69,1.69,1.69,1.69
1.70,1.70,1.70,1.70
1.70,1.75,1.75,1.70
1.85,1.85,1.85,1.85
1.85,1.85,1.85,1.85
1.75,1.75,1.85,1.70
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.65,1.75,1.65
1.65,1.70,1.70,1.65
1.60,1.75,1.75,1.60
1.70,1.70,1.70,1.65
1.72,1.80,1.95,1.72
1.80,1.77,1.80,1.77
1.80,1.70,1.80,1.70
1.79,1.82,1.82,1.75
1.83,1.90,1.90,1.77
1.90,1.90,1.90,1.90
1.85,1.88,1.88,1.85
1.87,1.88,1.89,1.87
1.88,1.85,1.88,1.85
1.88,2.19,2.20,1.88
2.19,3.10,3.50,2.19
3.00,3.00,3.25,2.60
3.00,3.00,3.00,3.00
2.85,2.95,2.95,2.85
2.80,2.80,2.80,2.80
2.66,2.45,2.70,2.35
2.45,2.68,2.68,2.40
2.60,2.74,2.74,2.50
2.74,2.72,2.79,2.67
2.75,2.75,2.75,2.75
2.75,2.75,2.75,2.75
2.75,2.65,2.75,2.65
2.60,2.70,2.70,2.60
2.70,2.70,2.70,2.70
2.70,2.70,2.70,2.70
2.60,2.70,2.70,2.50
2.59,2.65,2.70,2.59
2.65,3.00,3.00,2.51
2.90,2.80,2.90,2.75
2.80,2.85,2.85,2.80
2.71,2.60,2.71,2.58
2.60,2.75,2.75,2.50
2.65,2.84,2.84,2.65
2.70,2.75,2.90,2.60
2.60,2.80,2.80,2.60
2.85,2.85,2.88,2.70
2.88,2.95,3.00,2.70
2.95,2.95,2.95,2.95
2.85,2.65,2.85,2.65
2.65,2.65,2.70,2.60
2.50,2.60,2.60,2.50
2.36,2.60,2.60,2.36
2.50,2.55,2.55,2.50
2.50,2.90,2.95,2.50
2.75,2.80,2.80,2.65
2.70,2.90,2.90,2.70
2.85,2.80,2.90,2.80
2.70,2.90,3.00,2.70
2.75,2.75,2.85,2.75
2.76,2.75,2.76,2.75
2.70,2.70,2.70,2.70
2.70,2.70,2.70,2.65
2.65,2.65,2.65,2.65
2.65,2.65,2.65,2.65
2.65,2.65,2.70,2.65
2.65,2.79,2.79,2.65
2.65,2.75,2.75,2.65
2.75,2.75,2.75,2.75
2.65,2.90,2.90,2.65
2.65,2.99,2.99,2.65
2.90,2.98,2.98,2.85
2.85,2.85,2.85,2.85
2.85,2.90,2.95,2.80
2.85,2.90,2.90,2.85
2.85,2.90,2.90,2.80
2.75,2.80,2.80,2.60
2.80,2.80,2.80,2.80
2.80,2.80,2.80,2.80
2.65,2.75,2.75,2.65
2.80,2.80,2.80,2.80
2.80,2.80,2.80,2.80
2.80,2.80,2.80,2.80
2.78,2.80,2.80,2.78
2.80,2.80,2.80,2.80
2.80,2.75,2.80,2.66
2.75,2.90,2.90,2.75
2.90,2.90,2.90,2.85
2.95,3.20,3.20,2.95
3.16,3.15,3.20,3.00
3.02,3.45,3.45,2.91
3.40,3.35,3.40,3.05
3.35,3.40,3.49,3.15
3.50,3.65,3.70,3.37
3.50,3.77,3.95,3.50
3.65,3.75,3.75,3.65
3.95,3.70,3.95,3.70
3.65,3.68,3.70,3.60
3.65,3.65,3.65,3.60
3.60,3.55,3.60,3.50
3.53,3.10,3.53,3.10
3.20,3.55,3.55,3.18
3.65,3.75,3.75,3.20
3.75,3.75,3.80,3.13
3.75,3.85,3.85,3.70
3.80,3.80,3.80,3.80
3.80,3.75,3.80,3.75
3.75,3.75,3.75,3.55
3.75,3.75,3.75,3.75
3.85,3.75,3.85,3.56
3.75,3.65,3.75,3.50
3.65,3.65,3.65,3.65
3.60,3.61,3.61,3.60
3.60,3.60,3.60,3.60
3.60,3.75,3.75,3.60
3.60,3.85,3.85,3.60
3.79,3.79,3.79,3.79
3.65,3.85,3.85,3.55
3.60,3.80,3.80,3.40
3.80,3.80,3.80,3.80
3.80,3.80,3.80,3.80
3.70,3.70,3.70,3.70
3.75,3.75,3.75,3.75
3.70,3.65,3.70,3.50
3.65,3.65,3.65,3.65
3.65,3.65,3.65,3.65
3.60,3.70,3.70,3.60
3.55,3.70,3.70,3.50
3.70,3.70,3.70,3.70
3.70,3.95,3.95,3.70
3.80,4.19,4.25,3.80
4.19,4.05,4.19,4.05
4.10,4.05,4.15,4.00
4.23,4.00,4.23,4.00
4.00,4.00,4.00,4.00
3.90,4.01,4.01,3.80
3.94,4.00,4.00,3.94
4.00,4.00,4.00,4.00
4.00,4.00,4.00,4.00
4.00,3.95,4.00,3.95
3.95,3.95,3.96,3.95
3.77,3.99,3.99,3.77
4.00,4.00,4.00,4.00
4.00,4.15,4.15,4.00
4.15,4.23,4.24,4.15
4.23,4.39,4.39,4.20
4.64,4.65,4.70,4.49
4.65,4.94,4.94,4.50
4.60,4.90,4.96,4.60
4.95,4.95,4.95,4.71
4.76,4.75,4.85,4.65
4.95,4.40,4.95,4.01
4.35,3.66,4.38,3.50
3.75,3.68,3.75,3.65
3.68,3.50,3.80,3.50
3.50,3.75,3.79,3.50
3.50,3.75,3.79,3.50
3.50,3.67,3.75,3.50
3.60,3.62,3.65,3.50
3.65,3.72,3.72,3.65
3.53,3.70,3.72,3.16
3.22,3.70,3.70,3.22
3.70,3.55,3.72,3.55
3.55,3.53,3.58,3.35
3.50,3.72,3.72,3.50
3.71,3.60,3.71,3.60
3.65,3.75,3.75,3.65
3.70,3.70,3.70,3.70
3.70,3.50,3.72,3.45
3.65,3.60,3.65,3.60
3.52,3.45,3.52,3.44
3.40,3.50,3.50,3.40
3.50,3.40,3.50,3.40
3.35,3.41,3.44,3.30
3.30,3.38,3.40,3.30
3.20,3.25,3.35,3.01
3.05,3.20,3.21,3.00
3.20,3.41,3.41,3.20
3.31,3.38,3.38,3.26
3.30,3.30,3.30,3.29
3.30,3.05,3.30,3.05
3.10,3.15,3.20,3.10
3.20,3.20,3.20,3.20
3.20,3.20,3.20,3.20
3.20,3.20,3.30,3.20
3.20,3.00,3.20,3.00
3.00,3.15,3.15,2.90
3.15,3.20,3.40,2.90
3.10,3.15,3.15,3.00
2.90,2.89,2.92,2.30
3.00,3.04,3.20,3.00
3.15,3.08,3.17,3.08
2.90,3.07,3.07,2.90
3.07,3.07,3.07,3.07
3.07,3.18,3.19,3.07
2.95,3.44,3.44,2.95
3.30,3.50,3.75,3.20
3.50,3.65,3.69,3.40
3.60,3.53,3.65,3.53
3.53,3.60,3.60,3.25
3.60,3.60,3.60,3.60
3.60,3.60,3.60,3.60
3.60,3.60,3.60,3.60
3.60,3.60,3.60,3.60
3.50,3.50,3.50,3.50
3.55,3.55,3.55,3.54
3.55,3.55,3.55,3.55
3.55,3.55,3.55,3.55
3.55,3.75,3.75,3.15
3.65,3.65,3.75,2.93
3.31,3.49,3.65,3.10
3.35,3.35,3.50,3.13
3.36,3.50,3.50,3.21
3.35,3.46,3.51,3.30
3.35,3.55,3.55,3.16
3.55,3.55,3.55,3.55
3.10,3.55,3.55,3.10
3.34,3.49,3.50,3.34
3.49,3.49,3.49,3.49
3.25,3.20,3.35,3.08
3.30,3.29,3.30,3.29
3.29,3.29,3.29,3.29
3.25,3.25,3.25,3.25
3.25,3.25,3.25,3.25
3.26,3.20,3.26,3.20
3.01,3.20,3.20,3.01
3.07,3.20,3.20,3.00
3.08,3.00,3.08,2.80
3.00,2.95,3.00,2.65
2.67,2.96,3.10,2.67
3.00,2.95,3.00,2.95
3.00,3.00,3.00,2.75
3.00,3.00,3.00,3.00
2.97,2.96,2.97,2.59
2.78,2.95,2.95,2.65
2.75,2.90,2.90,2.70
2.90,2.90,2.90,2.90
2.75,2.80,2.90,2.60
2.80,2.80,2.80,2.80
2.67,2.61,2.70,2.55
2.57,2.60,2.60,2.57
2.64,2.64,2.64,2.64
2.64,2.64,2.64,2.64
2.58,2.63,2.72,2.50
2.50,2.50,2.72,2.50
2.50,2.50,2.50,2.50
2.50,2.49,2.50,2.49
2.49,2.49,2.49,2.49
2.55,2.89,2.89,2.50
2.89,2.89,2.89,2.89
2.61,2.87,2.87,2.50
2.87,2.87,2.87,2.87
2.87,2.87,2.87,2.87
2.70,2.76,2.85,2.41
2.75,2.75,2.75,2.27
2.73,2.73,2.73,2.73
2.60,2.70,2.70,2.60
2.70,2.69,2.70,2.69
2.50,2.59,2.68,2.21
2.59,2.59,2.59,2.59
2.59,2.59,2.59,2.59
2.32,2.60,2.75,2.32
2.51,2.65,2.70,2.41
2.65,2.65,2.65,2.65
2.65,2.65,2.65,2.65
2.55,2.65,2.65,2.55
2.32,2.65,2.65,2.20
2.70,2.69,2.70,2.26
2.60,2.70,2.73,2.40
2.70,2.70,2.70,2.70
2.70,2.70,2.70,2.70
2.70,2.70,2.70,2.70
2.60,2.60,2.60,2.60
2.60,2.70,2.70,2.60
2.50,2.60,2.69,2.50
2.50,2.60,2.60,2.50
2.65,2.65,2.65,2.65
2.65,2.65,2.65,2.65
2.50,2.75,2.75,2.50
2.75,2.75,2.75,2.75
2.65,2.60,2.65,2.60
2.60,2.60,2.60,2.60
2.31,2.60,2.60,2.31
2.60,2.60,2.60,2.60
2.60,2.60,2.60,2.35
2.57,2.82,2.83,2.57
2.70,2.95,2.99,2.70
2.80,2.95,2.95,2.70
2.80,2.92,2.95,2.80
2.94,2.91,2.94,2.91
3.00,2.97,3.02,2.84
2.88,2.85,2.88,2.80
2.97,2.92,2.99,2.85
2.92,2.99,3.50,2.92
3.00,3.31,3.31,2.86
3.30,3.48,3.48,3.00
3.48,3.40,3.48,3.20
3.20,3.20,3.20,3.10
3.10,3.20,3.20,3.10
3.20,3.20,3.20,3.20
3.15,3.20,3.20,3.15
3.20,3.20,3.20,3.20
3.20,3.20,3.20,2.91
3.15,3.14,3.15,2.96
3.14,3.30,3.30,3.10
3.11,3.31,3.35,3.11
3.25,3.35,3.35,3.25
3.50,3.73,4.00,3.50
3.76,3.74,3.82,3.50
3.70,3.69,3.74,3.26
3.69,3.79,3.79,3.50
3.63,3.65,3.97,3.60
3.60,3.53,3.60,3.52
3.55,3.55,3.59,3.35
3.50,3.50,3.50,3.50
3.52,3.40,3.52,3.25
3.40,3.55,3.56,3.40
3.36,3.80,3.81,3.36
3.70,3.92,3.99,3.65
3.75,3.85,3.85,3.30
3.10,3.70,3.80,3.10
3.52,3.70,3.70,3.25
3.40,3.79,3.80,3.40
3.70,3.80,3.80,3.70
3.68,3.95,4.00,3.06
3.38,3.97,3.99,3.38
3.71,3.98,3.99,3.71
3.65,4.05,4.05,3.65
4.00,4.10,4.15,3.95
4.10,4.75,5.00,4.01
4.94,4.90,4.94,4.50
4.50,4.79,4.90,4.30
4.80,4.79,4.80,4.65
4.71,4.73,4.73,4.65
4.70,4.80,4.80,4.60
4.55,4.84,4.95,4.55
4.75,4.75,4.85,4.70
4.75,4.75,4.75,4.75
4.75,4.80,5.00,4.65
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.60,4.70,4.70,4.55
4.70,4.50,4.75,4.40
4.50,4.35,4.50,4.20
4.25,4.60,4.60,4.10
4.60,4.50,4.60,4.30
4.40,4.48,4.50,4.40
4.35,4.48,4.48,4.35
4.35,4.48,4.48,4.25
4.25,4.30,4.48,4.15
4.47,4.42,4.47,4.30
4.40,4.41,4.45,4.36
4.40,4.25,4.40,4.16
4.20,4.28,4.28,4.20
4.28,4.40,4.40,4.28
4.40,4.40,4.40,4.40
4.30,4.30,4.30,4.20
4.16,4.08,4.16,4.00
4.06,4.00,4.10,3.98
3.96,4.05,4.10,3.95
4.04,4.04,4.04,3.99
4.04,4.04,4.04,4.04
4.00,4.00,4.00,4.00
4.00,4.00,4.00,3.99
4.00,4.08,4.08,4.00
4.08,4.08,4.08,4.08
3.99,3.96,3.99,3.95
3.92,3.92,3.93,3.92
3.91,4.00,4.05,3.88
4.00,4.02,4.15,3.94
4.02,4.20,4.24,4.02
4.20,4.20,4.20,4.20
4.15,4.48,4.48,4.15
4.20,4.40,4.49,4.05
4.40,4.49,4.60,4.32
4.49,4.45,4.50,4.30
4.45,4.38,4.45,4.20
4.38,4.38,4.38,4.20
4.45,4.40,4.60,4.20
4.42,4.38,4.42,4.25
4.16,4.42,4.42,4.16
4.28,4.20,4.42,4.20
4.15,4.16,4.16,4.05
4.16,4.05,4.16,4.00
4.01,4.09,4.09,4.00
4.02,3.99,4.02,3.95
3.95,4.05,4.05,3.95
4.05,4.05,4.05,4.05
4.05,4.02,4.05,3.95
4.00,4.00,4.00,4.00
4.00,4.00,4.00,4.00
3.95,3.94,3.95,3.94
3.94,3.94,3.94,3.94
3.80,3.94,3.97,3.80
3.94,3.90,3.94,3.80
3.80,3.70,3.80,3.70
3.65,3.80,3.80,3.65
3.70,3.70,3.70,3.70
4.10,3.95,4.10,3.75
3.95,3.90,4.10,3.51
3.75,3.90,3.90,3.66
3.61,3.90,3.90,3.61
3.80,3.90,3.90,3.70
3.90,3.90,3.90,3.90
3.90,3.90,3.90,3.70
3.90,3.90,3.90,3.90
3.87,3.87,3.87,3.87
3.87,3.87,3.87,3.87
3.76,3.75,3.90,3.51
3.51,3.57,3.89,3.41
3.51,3.43,3.51,3.18
3.46,3.01,3.46,2.96
2.95,2.90,2.98,2.65
2.91,2.90,2.91,2.90
2.90,2.94,3.09,2.80
2.89,2.85,2.89,2.75
2.83,2.80,2.90,2.80
2.80,2.80,2.80,2.80
2.80,2.75,2.83,2.75
2.75,2.58,2.75,2.58
2.60,2.60,2.63,2.55
2.60,2.58,2.60,2.58
2.99,3.26,3.26,2.58
3.25,3.25,3.30,3.10
3.25,3.25,3.25,3.25
3.25,3.25,3.25,3.25
3.00,3.00,3.00,2.84
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.20,3.20,3.00
3.20,3.20,3.20,3.20
2.80,3.00,3.00,2.80
3.00,3.00,3.00,3.00
2.80,3.04,3.19,2.80
3.04,3.04,3.04,3.04
3.00,3.05,3.30,2.90
3.09,3.05,3.09,2.97
3.02,3.04,3.04,2.91
3.00,3.02,3.02,2.82
2.95,2.99,2.99,2.95
2.99,2.90,2.99,2.85
2.90,3.15,3.20,2.81
2.95,3.10,3.13,2.95
3.03,2.95,3.05,2.84
2.87,3.00,3.00,2.87
2.99,2.95,2.99,2.95
2.93,2.80,2.93,2.75
2.85,2.89,2.90,2.80
2.80,2.84,2.85,2.75
2.84,2.84,2.84,2.84
2.84,2.95,2.95,2.84
3.05,2.93,3.05,2.93
2.91,2.91,2.91,2.90
2.90,2.90,2.90,2.70
2.90,2.90,2.90,2.72
2.84,2.85,2.85,2.84
2.91,2.80,2.91,2.80
2.75,2.74,2.75,2.70
2.74,2.74,2.74,2.70
2.73,2.70,2.75,2.61
2.70,2.68,2.70,2.68
2.66,2.67,2.67,2.65
2.65,2.70,2.70,2.65
2.60,2.60,2.60,2.60
2.60,2.85,2.85,2.50
2.85,2.80,2.85,2.55
2.80,2.65,2.80,2.65
2.65,2.80,2.80,2.65
2.65,2.80,2.80,2.65
2.75,2.80,2.80,2.75
2.80,2.98,2.98,2.79
2.95,2.92,2.95,2.91
2.85,2.85,2.85,2.85
2.85,2.85,2.85,2.85
2.85,2.85,2.85,2.85
2.85,2.88,2.96,2.85
2.88,2.95,2.95,2.85
2.94,2.90,2.94,2.86
2.85,2.85,2.85,2.85
2.90,2.97,2.97,2.78
2.90,2.96,2.96,2.86
2.95,2.96,2.96,2.95
2.90,2.96,2.96,2.89
2.96,2.96,2.96,2.96
2.95,2.95,2.95,2.94
2.95,2.95,2.95,2.95
2.95,3.27,3.27,2.95
3.27,3.27,3.27,3.27
3.00,3.20,3.20,3.00
3.10,3.10,3.10,3.10
3.00,3.10,3.10,3.00
3.10,3.10,3.10,3.10
3.10,3.10,3.10,3.10
3.10,3.20,3.20,3.10
3.20,3.90,3.90,3.20
3.75,3.64,3.90,3.24
2.91,3.11,3.60,2.91
3.37,3.20,3.40,3.10
3.15,3.15,3.15,3.00
3.15,3.15,3.19,3.15
3.08,3.00,3.15,3.00
3.10,3.10,3.10,3.00
3.01,3.10,3.10,2.85
3.10,3.48,3.49,2.81
3.46,3.29,3.50,3.29
3.29,3.30,3.31,3.17
3.26,3.35,3.35,3.24
3.50,3.35,3.74,3.12
3.64,3.64,3.64,3.64
3.46,3.35,3.50,3.05
3.46,3.35,3.46,3.35
3.35,3.25,3.35,3.25
3.30,3.48,3.49,3.26
3.30,3.48,3.48,3.28
3.32,3.27,3.32,3.27
3.30,3.30,3.30,3.17
3.30,3.00,3.35,3.00
3.09,2.99,3.10,2.78
2.89,2.97,3.04,2.77
2.38,2.88,2.92,2.38
2.80,2.90,2.94,2.66
3.13,3.16,3.16,2.86
3.11,2.91,3.11,2.78
2.90,3.09,3.10,2.88
2.98,2.85,3.09,2.85
2.85,3.04,3.04,2.75
3.01,2.99,3.01,2.72
2.96,2.83,3.00,2.79
2.90,2.93,2.95,2.70
2.87,2.88,2.88,2.66
2.81,2.88,2.90,2.71
2.91,3.01,3.03,2.91
2.98,3.10,3.11,2.86
2.86,2.88,3.10,2.86
3.00,2.76,3.00,2.76
2.85,3.05,3.05,2.70
3.04,3.00,3.05,2.95
3.03,2.96,3.04,2.95
2.87,2.73,3.04,2.73
2.77,3.04,3.04,2.77
3.09,3.08,3.09,2.90
3.07,3.01,3.08,2.70
2.89,3.02,3.02,2.85
2.90,3.01,3.03,2.80
3.01,3.02,3.04,2.89
2.90,2.91,3.02,2.90
2.90,2.88,2.96,2.75
2.92,2.88,2.99,2.88
2.86,2.93,2.99,2.81
2.90,2.98,2.99,2.89
2.99,3.34,3.34,2.98
3.26,3.20,3.26,3.10
3.19,3.30,3.30,3.14
3.25,3.24,3.30,3.21
2.99,2.95,3.35,2.91
3.10,3.00,3.15,2.95
3.10,3.13,3.15,3.02
2.97,3.06,3.13,2.91
2.90,2.96,3.09,2.90
3.00,2.95,3.00,2.85
2.99,2.92,2.99,2.85
2.90,2.86,2.96,2.86
3.00,2.90,3.00,2.90
2.98,2.94,2.98,2.83
2.92,2.72,2.92,2.72
2.82,3.00,3.10,2.82
2.87,2.88,3.00,2.87
3.00,2.90,3.00,2.90
2.90,2.77,3.00,2.75
2.90,3.09,3.10,2.90
3.10,3.01,3.10,2.89
3.10,3.05,3.20,3.00
3.05,3.05,3.05,2.96
3.05,3.00,3.05,2.91
2.90,2.94,2.99,2.90
2.95,2.86,2.95,2.80
2.87,2.85,2.88,2.85
2.93,2.80,2.93,2.80
2.80,2.73,2.84,2.59
2.79,2.77,3.01,2.76
3.00,3.02,3.02,2.80
3.00,3.04,3.05,2.99
3.04,3.18,3.25,3.04
3.25,3.16,3.27,3.15
3.20,3.15,3.20,3.11
3.10,3.17,3.19,3.07
3.15,3.10,3.19,3.09
3.10,3.10,3.14,3.09
3.15,3.08,3.20,3.01
3.09,3.09,3.10,3.01
3.07,3.00,3.08,2.94
2.92,2.97,2.98,2.78
2.97,2.90,2.97,2.88
2.86,2.92,2.96,2.86
2.93,2.82,2.95,2.75
2.92,2.90,2.97,2.84
2.83,2.87,2.90,2.80
2.85,2.84,2.85,2.74
2.81,2.75,2.84,2.72
2.74,2.80,2.85,2.72
2.85,2.77,2.85,2.75
2.80,2.74,2.80,2.71
2.71,2.59,2.75,2.48
2.60,2.61,2.71,2.54
2.71,2.65,2.71,2.49
2.67,2.70,2.72,2.57
2.68,2.86,2.89,2.66
2.85,2.98,2.98,2.71
3.00,2.84,3.00,2.75
2.85,2.71,2.85,2.69
2.75,2.75,2.83,2.65
2.73,2.73,2.80,2.70
2.74,2.71,2.74,2.66
2.71,2.82,2.83,2.69
2.85,2.77,2.92,2.71
2.83,2.82,2.87,2.74
2.78,2.75,2.79,2.70
2.73,2.75,2.75,2.73
2.75,2.78,2.90,2.75
2.80,2.80,2.80,2.77
2.80,2.80,2.85,2.75
2.75,2.74,2.75,2.61
