PLPM,Planet Payment,NASDAQ
4.24,4.14,4.24,4.07
4.16,4.19,4.34,4.14
4.23,4.22,4.40,4.14
4.21,4.20,4.29,4.15
4.23,4.19,4.26,4.13
4.19,4.07,4.20,4.05
4.00,4.02,4.18,3.97
4.05,3.95,4.10,3.93
3.94,4.05,4.09,3.82
3.99,4.10,4.17,3.99
4.05,4.09,4.13,4.04
4.12,4.17,4.27,4.00
4.17,4.20,4.30,4.17
4.18,4.20,4.27,4.16
4.21,4.13,4.22,4.04
4.14,4.12,4.20,4.03
4.12,4.08,4.12,4.00
4.11,4.23,4.25,4.08
4.22,4.38,4.41,4.16
4.35,4.27,4.38,4.22
4.30,4.19,4.38,4.12
4.18,4.18,4.24,4.09
4.18,4.24,4.28,4.18
4.24,4.24,4.30,4.23
4.25,4.38,4.46,4.23
4.42,4.40,4.50,4.35
