FRBK,Republic First Bancorp,NASDAQ
7.60,7.45,7.67,7.15
7.40,8.10,8.40,7.35
8.10,7.85,8.15,7.65
7.85,7.95,8.00,7.80
8.00,8.50,8.50,7.95
8.50,8.40,8.55,8.20
8.40,8.45,8.50,8.35
8.50,8.45,8.50,8.25
8.50,8.45,8.51,8.35
8.45,8.50,8.50,8.40
8.50,8.80,8.80,8.50
8.80,8.90,8.90,8.70
8.90,8.95,9.00,8.75
9.00,8.70,9.15,8.65
8.70,8.40,8.73,8.30
8.30,8.35,8.38,7.95
8.35,8.35,8.43,8.20
8.50,8.20,8.55,7.90
8.15,7.80,8.25,7.60
7.70,7.70,7.80,7.55
7.65,7.85,7.95,7.65
7.85,8.00,8.05,7.70
7.95,7.90,8.10,7.78
7.95,8.00,8.03,7.80
8.00,7.85,8.05,7.75
7.90,8.00,8.07,7.85
