FRBK,Republic First Bancorp,NASDAQ
2.02,2.00,2.08,1.99
2.04,2.05,2.13,2.02
2.10,2.05,2.11,2.02
2.05,2.08,2.13,2.05
2.06,2.07,2.10,2.02
2.02,2.02,2.08,2.02
2.02,2.05,2.09,1.98
2.04,1.99,2.06,1.99
1.99,2.03,2.20,1.99
2.02,2.05,2.05,2.00
2.04,2.06,2.06,2.00
2.04,1.99,2.05,1.99
2.00,2.00,2.03,1.97
1.97,2.05,2.05,1.94
2.03,1.96,2.14,1.96
1.97,2.00,2.02,1.97
1.98,1.95,2.04,1.95
1.95,1.94,2.00,1.94
2.18,1.93,2.18,1.87
1.96,1.90,1.97,1.83
1.90,1.85,1.95,1.82
1.92,1.76,1.97,1.75
1.76,1.71,1.80,1.71
1.70,1.83,1.85,1.70
1.81,1.63,1.84,1.63
1.67,1.63,1.70,1.63
1.65,1.69,1.75,1.62
1.66,1.75,1.76,1.66
1.77,1.88,1.90,1.77
1.88,1.80,1.89,1.78
1.87,1.78,1.87,1.78
1.76,1.75,1.84,1.75
1.72,1.66,1.83,1.65
1.69,1.68,1.75,1.63
1.74,1.83,1.84,1.69
1.80,1.86,1.88,1.79
1.80,1.82,1.85,1.77
1.80,1.99,2.03,1.79
1.97,2.18,2.20,1.92
2.16,2.00,2.22,2.00
2.10,2.05,2.15,2.00
2.08,2.05,2.14,2.05
2.06,2.00,2.07,1.98
1.97,1.95,2.02,1.92
1.95,1.95,1.99,1.90
1.98,1.94,1.99,1.90
1.98,1.90,1.99,1.85
1.87,1.97,2.01,1.87
2.00,2.03,2.04,1.87
2.00,1.98,2.00,1.97
2.05,1.97,2.05,1.95
1.95,1.95,1.98,1.93
1.95,1.93,1.95,1.93
1.94,1.91,2.00,1.90
1.89,2.01,2.01,1.89
2.02,2.00,2.05,2.00
2.00,2.06,2.06,2.00
2.03,2.07,2.10,2.01
2.05,2.06,2.11,2.05
2.12,2.16,2.18,2.04
2.15,2.22,2.25,2.11
2.17,2.17,2.27,2.15
2.16,2.29,2.29,2.11
2.20,2.14,2.26,2.14
2.12,2.11,2.12,2.10
2.16,2.10,2.22,2.10
2.08,2.08,2.21,2.05
2.08,2.05,2.10,2.05
2.06,2.05,2.20,2.05
2.05,2.17,2.27,2.00
2.13,2.13,2.17,2.12
2.14,2.17,2.17,2.10
2.16,2.08,2.16,2.07
2.14,2.14,2.15,2.06
2.11,2.20,2.20,2.11
2.22,2.21,2.25,2.19
2.23,2.20,2.24,2.20
2.19,2.16,2.23,2.16
2.11,2.11,2.14,2.10
2.14,2.10,2.14,2.09
2.07,2.12,2.16,2.07
2.10,2.15,2.18,2.05
2.15,2.08,2.15,2.05
2.19,2.20,2.23,2.15
2.16,2.23,2.23,2.10
2.15,2.19,2.25,2.14
2.13,2.14,2.19,2.11
2.11,2.13,2.23,2.07
2.12,2.14,2.14,2.11
2.14,2.05,2.14,2.04
2.08,2.09,2.09,2.05
2.07,2.04,2.11,2.00
2.01,2.02,2.06,2.01
2.04,2.00,2.04,2.00
1.97,2.02,2.08,1.90
2.05,2.05,2.10,2.03
2.04,2.05,2.08,2.04
2.08,2.14,2.17,2.06
2.16,2.16,2.20,2.10
2.14,2.19,2.20,2.14
2.22,2.20,2.29,2.19
2.20,2.21,2.21,2.15
2.17,2.21,2.21,2.17
2.20,2.19,2.22,2.16
2.16,2.20,2.25,2.16
2.17,2.34,2.40,2.17
2.34,2.38,2.40,2.30
2.34,2.25,2.34,2.21
2.20,2.32,2.39,2.20
2.35,2.33,2.36,2.30
2.34,2.35,2.38,2.29
2.32,2.33,2.38,2.32
2.31,2.44,2.46,2.31
2.47,2.50,2.54,2.47
2.52,2.50,2.53,2.48
2.54,2.46,2.54,2.45
2.47,2.50,2.52,2.42
2.51,2.52,2.53,2.48
2.52,2.61,2.74,2.48
2.65,2.99,3.00,2.64
3.05,2.83,3.09,2.63
2.73,2.85,2.91,2.69
2.84,3.00,3.06,2.82
2.96,3.13,3.16,2.96
3.17,3.13,3.17,3.02
3.04,3.17,3.19,3.04
3.18,3.23,3.29,3.16
3.20,3.14,3.24,3.02
3.18,3.06,3.18,2.94
3.01,3.04,3.10,2.94
3.01,3.20,3.20,3.00
3.23,3.16,3.30,3.15
3.16,3.15,3.20,3.11
3.15,3.21,3.25,3.15
3.19,3.23,3.25,3.19
3.21,3.24,3.27,3.21
3.22,3.20,3.24,3.20
3.20,3.22,3.25,3.20
3.25,3.20,3.25,3.18
3.19,3.18,3.21,3.17
3.18,3.19,3.20,3.18
3.17,3.20,3.22,3.17
3.20,3.19,3.22,3.16
3.20,3.18,3.21,3.18
3.18,3.06,3.18,3.05
3.05,2.95,3.05,2.77
3.00,3.02,3.04,2.88
2.93,3.00,3.01,2.93
3.03,2.96,3.05,2.85
2.92,2.92,3.00,2.84
2.90,2.88,3.00,2.88
2.86,2.93,2.98,2.85
2.93,2.93,2.97,2.88
2.94,2.95,2.95,2.93
2.93,2.98,3.13,2.92
2.96,3.07,3.07,2.96
3.03,3.02,3.10,2.93
3.00,3.03,3.03,2.98
3.06,3.04,3.06,2.89
2.88,3.00,3.08,2.86
3.00,2.93,3.01,2.90
2.92,2.95,2.98,2.90
2.86,2.90,2.93,2.85
2.91,2.92,2.92,2.91
2.90,2.89,2.92,2.88
2.95,3.08,3.08,2.92
3.10,3.02,3.10,2.97
2.98,3.00,3.05,2.98
2.99,3.00,3.01,2.97
3.00,3.00,3.08,3.00
3.02,3.05,3.07,2.99
3.09,2.91,3.10,2.83
2.83,2.75,2.84,2.65
2.68,2.69,2.78,2.68
2.65,2.79,2.79,2.55
2.79,2.70,2.79,2.58
2.77,2.75,2.78,2.62
2.71,2.84,2.84,2.71
2.80,2.91,3.00,2.75
2.94,2.91,2.99,2.89
2.88,2.84,2.91,2.84
2.90,2.83,2.93,2.80
2.84,2.76,2.84,2.76
2.83,2.88,2.88,2.78
2.81,2.77,2.88,2.75
2.75,2.78,2.80,2.72
2.75,2.77,2.82,2.70
2.75,2.86,2.86,2.75
2.82,2.77,2.88,2.71
2.73,2.83,2.83,2.67
2.81,2.77,2.88,2.67
2.76,2.88,2.88,2.61
2.83,2.74,2.83,2.73
2.74,2.69,2.74,2.62
2.69,2.79,2.79,2.62
2.79,2.65,2.79,2.63
2.64,2.68,2.74,2.64
2.69,2.57,2.70,2.22
2.55,2.62,2.62,2.52
2.61,2.57,2.67,2.55
2.56,2.62,2.62,2.56
2.58,2.69,2.74,2.58
2.72,2.69,2.72,2.63
2.55,2.74,2.74,2.55
2.66,2.70,2.74,2.55
2.67,2.58,2.70,2.58
2.59,2.67,2.72,2.59
2.64,2.67,2.75,2.57
2.65,2.63,2.65,2.60
2.70,2.60,2.70,2.60
2.60,2.60,2.64,2.56
2.55,2.56,2.56,2.52
2.55,2.54,2.73,2.54
2.55,2.61,2.62,2.55
2.60,2.57,2.66,2.54
2.57,2.45,2.57,2.45
2.41,2.48,2.48,2.33
2.46,2.48,2.50,2.35
2.39,2.48,2.48,2.35
2.44,2.32,2.45,2.30
2.35,2.28,2.36,2.25
2.26,2.29,2.31,2.25
2.28,2.35,2.39,2.28
2.26,2.26,2.30,2.20
2.28,2.23,2.28,2.11
2.21,2.18,2.25,2.13
2.16,2.06,2.21,2.06
2.09,2.20,2.20,2.09
2.14,2.27,2.33,2.06
2.24,2.12,2.24,2.12
2.10,2.04,2.10,2.01
2.05,2.12,2.12,2.04
2.08,2.10,2.15,2.03
2.06,2.15,2.15,2.06
2.14,2.11,2.20,2.06
2.14,2.03,2.14,2.01
2.04,2.12,2.14,2.04
2.20,2.24,2.25,2.19
2.24,2.35,2.35,2.24
2.34,2.30,2.34,2.30
2.26,2.09,2.26,2.07
2.11,2.11,2.16,2.10
2.11,2.18,2.18,2.11
2.18,2.20,2.22,2.10
2.18,2.19,2.22,2.15
2.22,2.16,2.22,2.10
2.14,2.10,2.21,2.10
2.12,2.12,2.12,2.12
2.12,2.06,2.12,2.06
2.06,2.07,2.10,2.06
2.12,2.07,2.19,2.07
2.09,2.12,2.14,2.09
2.14,2.10,2.20,2.02
2.11,2.03,2.13,2.02
2.02,2.10,2.10,2.02
2.07,2.08,2.09,2.04
2.10,2.07,2.21,2.07
2.08,2.12,2.23,1.97
2.16,2.12,2.20,2.12
2.14,2.02,2.16,2.02
2.10,2.00,2.10,1.92
2.03,1.95,2.06,1.74
2.01,2.00,2.16,1.90
1.99,1.85,2.04,1.75
1.88,1.81,2.00,1.75
1.81,1.81,1.93,1.81
2.01,1.84,2.01,1.77
1.89,1.95,2.00,1.80
1.92,1.92,1.92,1.82
1.88,1.96,2.01,1.88
2.00,1.90,2.00,1.90
1.81,1.85,1.86,1.79
1.82,1.82,1.86,1.77
1.84,1.77,1.85,1.77
1.80,1.78,1.82,1.77
1.80,1.81,1.82,1.77
1.84,1.79,1.98,1.79
1.81,1.85,1.88,1.81
1.84,1.88,1.88,1.80
1.82,1.86,1.86,1.82
1.94,1.92,1.94,1.92
1.94,1.94,1.94,1.93
1.94,1.85,1.94,1.83
1.82,1.80,1.82,1.79
1.80,1.80,1.80,1.80
1.81,1.76,1.81,1.75
1.82,1.76,1.83,1.76
1.76,1.77,1.77,1.75
1.85,1.75,1.85,1.75
1.84,1.84,1.84,1.77
1.80,1.74,1.80,1.74
1.74,1.85,1.85,1.72
1.84,1.71,1.84,1.71
1.70,1.78,1.99,1.65
1.70,1.70,1.71,1.70
1.70,1.64,1.71,1.60
1.68,1.71,1.89,1.63
1.70,1.84,1.85,1.68
1.81,1.60,1.81,1.60
1.55,1.60,1.64,1.55
1.65,1.64,1.65,1.55
1.62,1.55,1.64,1.50
1.59,1.50,1.59,1.50
1.43,1.15,1.51,1.13
1.20,1.52,1.64,1.20
1.48,1.44,1.51,1.42
1.48,1.36,1.53,1.32
1.33,1.39,1.59,1.31
1.46,1.45,1.62,1.42
1.51,1.41,1.51,1.40
1.41,1.40,1.41,1.40
1.40,1.52,1.52,1.40
1.50,1.49,1.51,1.44
1.45,1.43,1.60,1.38
1.39,1.45,1.53,1.36
1.50,1.52,1.56,1.50
1.54,1.53,1.55,1.52
1.50,1.56,1.58,1.41
1.50,1.52,1.60,1.50
1.54,1.55,1.58,1.54
1.50,1.64,1.64,1.50
1.57,1.56,1.60,1.55
1.57,1.63,1.64,1.53
1.58,1.57,1.58,1.52
1.56,1.51,1.56,1.51
1.63,1.55,1.63,1.52
1.59,1.56,1.64,1.55
1.55,1.45,1.56,1.30
1.31,1.40,1.44,1.30
1.41,1.37,1.42,1.35
1.40,1.40,1.52,1.37
1.45,1.48,1.51,1.45
1.44,1.39,1.44,1.36
1.36,1.42,1.46,1.36
1.40,1.40,1.52,1.35
1.48,1.46,1.49,1.40
1.46,1.48,1.48,1.46
1.45,1.40,1.45,1.40
1.44,1.40,1.49,1.40
1.36,1.35,1.40,1.35
1.32,1.39,1.39,1.32
1.31,1.33,1.40,1.30
1.33,1.33,1.33,1.33
1.40,1.40,1.40,1.40
1.30,1.30,1.36,1.30
1.32,1.40,1.60,1.30
1.52,1.34,1.52,1.34
1.42,1.40,1.53,1.40
1.44,1.52,1.52,1.40
1.54,1.40,1.54,1.40
1.41,1.40,1.51,1.40
1.40,1.48,1.50,1.40
1.41,1.47,1.48,1.40
1.46,1.47,1.50,1.41
1.44,1.42,1.50,1.41
1.46,1.45,1.46,1.35
1.45,1.35,1.46,1.35
1.36,1.40,1.50,1.36
1.38,1.83,1.83,1.38
1.75,1.65,1.80,1.61
1.60,1.55,1.71,1.55
1.61,1.58,1.68,1.55
1.53,1.41,1.53,1.38
1.45,1.37,1.56,1.33
1.35,1.45,1.58,1.35
1.60,1.61,1.61,1.57
1.61,1.46,1.61,1.46
1.47,1.48,1.55,1.45
1.38,1.50,1.61,1.38
1.51,1.60,1.60,1.50
1.61,1.65,1.65,1.50
1.65,1.66,1.70,1.60
1.67,1.70,1.79,1.67
1.68,1.80,1.81,1.60
1.85,1.71,1.85,1.71
1.82,1.89,1.89,1.80
1.89,1.77,1.90,1.77
1.82,1.81,1.86,1.78
1.80,1.82,1.84,1.71
1.80,1.83,1.83,1.70
1.73,1.85,1.85,1.73
1.85,1.85,1.85,1.70
1.84,1.89,1.89,1.84
1.89,1.75,1.89,1.75
1.80,1.75,1.80,1.65
1.71,1.71,1.74,1.68
1.84,1.81,1.90,1.66
1.80,1.88,1.90,1.75
1.81,1.80,1.88,1.76
1.80,1.87,1.87,1.72
1.81,1.85,1.90,1.74
1.86,1.91,1.91,1.86
1.89,1.86,1.89,1.86
1.88,1.88,2.00,1.86
1.91,2.00,2.00,1.85
2.00,2.00,2.00,1.97
1.99,1.95,2.10,1.95
1.97,1.95,2.03,1.91
1.99,2.00,2.08,1.90
1.97,1.93,1.97,1.91
1.93,2.04,2.08,1.91
2.03,1.90,2.04,1.85
1.90,1.90,1.99,1.82
1.97,1.95,1.97,1.87
1.99,2.02,2.07,1.98
2.07,2.05,2.07,2.03
2.05,2.03,2.08,2.03
2.02,2.01,2.05,2.01
2.04,2.00,2.04,2.00
2.02,2.00,2.10,1.87
1.99,1.90,2.00,1.86
1.95,2.00,2.00,1.95
2.00,1.95,2.09,1.95
1.95,1.98,2.05,1.95
1.98,2.02,2.10,1.98
2.04,1.99,2.04,1.99
2.00,2.04,2.04,1.91
1.96,1.98,2.04,1.92
1.99,2.00,2.04,1.95
1.99,1.96,1.99,1.95
2.03,1.94,2.04,1.94
1.94,1.92,2.02,1.80
1.98,1.90,2.04,1.88
2.03,2.32,2.34,2.03
2.29,2.40,2.42,2.25
2.42,2.42,2.42,2.15
2.33,2.36,2.41,2.29
2.36,2.41,2.41,2.35
2.08,2.36,2.42,2.07
2.22,2.30,2.30,2.22
2.30,2.36,2.36,2.18
2.40,2.27,2.40,2.24
2.25,2.20,2.26,2.10
2.21,2.29,2.32,2.21
2.25,2.15,2.34,2.13
2.22,2.32,2.39,2.22
2.31,2.25,2.31,2.25
2.28,2.36,2.40,2.15
2.35,2.37,2.42,2.26
2.35,2.30,2.41,2.30
2.30,2.24,2.34,2.17
2.25,2.26,2.30,2.25
2.21,2.29,2.39,2.21
2.30,2.27,2.31,2.20
2.21,2.24,2.28,2.15
2.24,2.20,2.30,2.19
2.12,2.16,2.29,2.12
2.15,2.11,2.20,2.11
2.13,2.15,2.15,2.10
2.15,2.10,2.15,2.03
2.09,2.10,2.21,2.05
2.06,2.14,2.15,2.06
2.10,2.07,2.15,2.07
2.08,2.04,2.09,2.03
2.08,2.08,2.08,2.07
2.08,2.06,2.08,2.05
2.06,2.02,2.06,2.02
2.01,2.06,2.07,2.00
2.00,1.96,2.06,1.96
2.00,1.93,2.00,1.90
1.90,1.93,1.98,1.90
1.92,1.91,2.00,1.90
1.91,1.92,1.94,1.78
1.89,1.96,1.96,1.85
1.96,1.96,1.96,1.96
1.97,1.91,2.00,1.84
1.98,1.92,1.99,1.92
1.97,1.99,2.01,1.96
1.90,1.99,1.99,1.78
1.95,1.95,2.00,1.91
1.95,1.90,1.99,1.90
1.90,1.93,1.95,1.90
1.91,1.99,1.99,1.90
1.99,1.92,1.99,1.91
1.86,1.98,1.98,1.86
1.88,1.90,1.94,1.85
1.86,1.95,1.98,1.81
1.89,1.83,1.94,1.83
1.85,1.80,1.87,1.80
1.84,1.84,1.84,1.77
1.84,1.92,1.98,1.81
1.98,1.99,1.99,1.93
1.97,1.95,2.00,1.95
1.99,1.91,1.99,1.91
1.90,2.00,2.00,1.82
1.97,2.05,2.06,1.90
2.05,2.01,2.06,2.00
1.95,2.15,2.15,1.95
2.12,2.08,2.12,2.08
2.11,2.09,2.11,2.06
2.09,2.02,2.09,2.00
2.03,2.02,2.03,2.00
2.02,2.03,2.03,2.01
2.03,2.06,2.09,2.03
2.07,2.19,2.20,2.07
2.15,2.19,2.20,2.14
2.17,2.17,2.18,2.15
2.15,2.17,2.17,2.11
2.10,2.14,2.15,2.10
2.12,2.16,2.17,2.12
2.15,2.23,2.23,2.15
2.24,2.21,2.24,2.20
2.20,2.20,2.25,2.18
2.20,2.16,2.20,2.16
2.12,2.20,2.20,2.10
2.17,2.20,2.20,2.12
2.20,2.14,2.20,2.14
2.16,2.10,2.25,2.10
2.19,2.17,2.20,2.17
2.13,2.09,2.20,2.05
2.07,2.07,2.07,2.05
2.05,2.13,2.13,2.05
2.12,2.07,2.14,2.05
2.08,2.08,2.08,2.08
2.08,2.08,2.08,2.08
2.06,2.05,2.14,1.97
2.05,2.04,2.06,2.04
2.04,2.07,2.07,2.00
2.09,2.10,2.10,2.00
2.04,2.00,2.09,2.00
2.03,2.01,2.05,2.01
2.00,2.00,2.00,2.00
1.99,2.05,2.09,1.96
2.01,2.00,2.09,2.00
2.04,2.04,2.04,2.04
1.99,2.08,2.08,1.96
2.08,2.01,2.08,1.96
2.03,1.96,2.09,1.95
1.92,2.00,2.00,1.92
2.00,2.10,2.15,2.00
2.13,2.11,2.18,2.05
2.05,2.13,2.18,2.01
2.00,2.12,2.12,2.00
2.12,2.11,2.12,2.00
2.11,2.11,2.11,2.11
2.12,2.17,2.24,2.11
2.19,2.19,2.20,2.13
2.13,2.23,2.24,2.10
2.24,2.16,2.24,2.14
2.15,2.11,2.20,2.10
2.11,2.03,2.15,2.01
2.04,2.07,2.12,2.02
2.07,2.11,2.18,2.05
2.15,2.11,2.15,2.10
2.11,2.11,2.12,2.11
2.11,2.10,2.12,2.06
2.07,2.10,2.12,2.07
2.10,2.16,2.16,2.07
2.10,2.14,2.14,2.10
2.10,2.14,2.14,2.07
2.08,2.04,2.12,2.04
2.04,2.06,2.13,2.04
2.10,2.12,2.13,2.07
2.10,2.12,2.12,2.05
2.12,2.12,2.12,2.12
2.10,2.12,2.12,2.05
2.12,2.10,2.12,2.06
2.10,2.12,2.14,2.05
2.15,2.08,2.22,2.03
2.11,2.10,2.30,2.05
2.22,2.21,2.25,2.14
2.22,2.25,2.25,2.22
2.26,2.12,2.26,2.10
2.05,2.08,2.17,2.05
2.08,2.07,2.20,2.05
2.16,2.11,2.20,2.05
2.10,2.13,2.13,2.05
2.05,2.14,2.16,2.00
2.15,2.11,2.15,2.11
2.11,2.07,2.11,2.07
2.05,2.10,2.11,2.05
2.09,2.07,2.10,2.07
2.14,2.10,2.14,2.07
2.14,2.11,2.14,2.10
2.11,2.12,2.12,2.11
2.10,2.11,2.12,2.10
2.08,2.10,2.12,2.05
2.10,2.11,2.11,2.09
2.05,2.10,2.10,2.05
2.07,2.06,2.08,2.06
2.01,2.10,2.10,2.01
2.10,2.11,2.15,2.06
2.10,2.10,2.10,2.06
2.06,2.08,2.08,2.01
2.01,2.06,2.06,2.01
2.01,2.08,2.08,2.00
2.08,2.08,2.08,2.08
2.06,2.06,2.09,2.00
2.02,2.07,2.09,2.01
2.03,2.08,2.10,2.03
2.04,2.06,2.08,2.01
2.04,2.04,2.09,2.04
2.08,2.08,2.10,2.08
2.05,2.08,2.08,2.05
2.06,2.09,2.10,2.06
2.06,2.07,2.10,2.06
2.07,2.08,2.10,2.06
2.05,2.10,2.10,2.05
2.05,2.07,2.09,2.05
2.06,2.06,2.06,2.06
2.03,2.02,2.05,2.01
2.01,2.04,2.07,2.00
2.00,2.05,2.07,1.97
2.03,2.05,2.05,2.03
2.12,2.02,2.12,1.95
1.99,2.04,2.05,1.98
2.10,2.00,2.10,2.00
1.98,2.00,2.00,1.95
1.94,1.98,2.03,1.91
1.92,1.98,1.98,1.90
1.93,1.97,2.00,1.93
1.98,1.97,1.99,1.94
1.95,1.98,2.02,1.90
1.92,1.99,2.01,1.92
1.99,2.07,2.07,1.99
2.10,2.11,2.11,2.07
2.07,2.14,2.14,2.06
2.13,2.13,2.13,2.09
2.10,2.10,2.10,2.05
2.10,2.11,2.15,2.10
2.11,2.11,2.15,2.09
1.97,2.11,2.13,1.97
2.09,2.12,2.12,2.08
2.08,2.11,2.12,2.07
2.12,2.13,2.13,2.12
2.10,2.22,2.22,2.10
2.21,2.15,2.21,2.12
2.21,2.20,2.21,2.20
2.20,2.20,2.22,2.16
2.15,2.17,2.20,2.15
2.16,2.23,2.23,2.16
2.20,2.21,2.21,2.20
2.23,2.29,2.29,2.17
2.35,2.45,2.49,2.35
2.48,2.45,2.50,2.40
2.40,2.48,2.48,2.35
2.48,2.53,2.53,2.46
2.50,2.60,2.75,2.50
2.60,2.59,2.65,2.50
2.60,2.55,2.60,2.53
2.52,2.53,2.55,2.49
2.54,2.44,2.54,2.35
2.43,2.44,2.45,2.40
2.33,2.35,2.40,2.29
2.39,2.41,2.41,2.35
2.43,2.50,2.50,2.43
2.48,2.60,2.60,2.45
2.60,2.60,2.60,2.48
2.45,2.60,2.60,2.45
2.55,2.61,2.62,2.45
2.60,2.54,2.60,2.47
2.56,2.62,2.63,2.55
2.55,2.58,2.63,2.55
2.61,2.62,2.63,2.60
2.63,2.61,2.63,2.61
2.61,2.65,2.70,2.61
2.70,2.61,2.74,2.60
2.65,2.69,2.69,2.63
2.69,2.66,2.69,2.59
2.65,2.65,2.66,2.63
2.65,2.66,2.69,2.65
2.62,2.69,2.70,2.62
2.67,2.62,2.70,2.53
2.63,2.69,2.69,2.55
2.72,2.70,2.72,2.58
2.70,2.67,2.74,2.55
2.69,2.69,2.69,2.65
2.67,2.70,2.70,2.66
2.70,2.70,2.72,2.68
2.70,2.68,2.73,2.63
2.70,2.70,2.70,2.62
2.65,2.70,2.71,2.65
2.73,2.73,2.73,2.70
2.73,2.73,2.73,2.66
2.69,2.77,2.78,2.67
2.77,2.79,2.80,2.77
2.80,2.75,2.80,2.69
2.76,2.72,2.80,2.71
2.70,2.70,2.73,2.68
2.70,2.69,2.74,2.69
2.79,2.72,2.79,2.64
2.69,2.73,2.79,2.62
2.72,2.71,2.75,2.66
2.67,2.75,2.78,2.67
2.75,2.74,2.75,2.70
2.75,2.81,2.82,2.74
2.85,2.74,2.85,2.74
2.78,2.80,2.84,2.78
2.79,2.71,2.83,2.71
2.80,2.76,2.85,2.76
2.80,2.70,2.80,2.69
2.72,2.75,2.80,2.70
2.78,2.74,2.80,2.71
2.77,2.78,2.78,2.76
2.80,2.70,2.80,2.70
2.73,2.74,2.80,2.72
2.73,2.71,2.79,2.70
2.70,2.84,2.84,2.70
2.84,2.83,2.84,2.71
2.80,2.84,2.85,2.75
2.81,2.90,2.90,2.75
2.90,2.95,2.95,2.89
2.99,2.97,3.05,2.95
2.99,2.95,2.99,2.95
2.95,2.95,2.99,2.95
3.00,2.85,3.01,2.85
2.85,2.94,2.99,2.85
2.96,2.94,2.99,2.94
2.95,3.02,3.02,2.95
3.05,3.03,3.05,2.95
3.05,3.04,3.06,3.00
3.05,3.09,3.09,3.02
3.11,3.07,3.11,3.02
3.05,3.05,3.07,3.04
3.07,3.05,3.07,3.00
3.05,3.01,3.09,3.00
3.07,3.05,3.07,3.02
3.08,3.11,3.11,3.02
3.10,3.08,3.10,3.08
3.10,3.10,3.10,3.05
3.10,3.16,3.19,3.07
3.10,3.14,3.16,3.10
3.14,3.14,3.14,3.02
3.16,3.10,3.16,3.04
3.10,3.14,3.14,3.09
3.14,3.04,3.14,2.99
2.99,2.99,3.11,2.99
3.04,3.00,3.05,2.99
3.00,2.97,3.04,2.95
3.04,2.96,3.04,2.94
2.95,2.89,3.00,2.89
2.95,2.96,2.99,2.86
2.95,2.94,3.00,2.93
